source_dataset,source_label,metric,metric_label,metric_role,technology,measurement_context,application_context,mobility_context,non_missing_count,mean,std,min,p05,p25,median,p75,p95,max,iqr,claim_scope
ucc_5g_context,UCC 5G Context,jitter_ms,Jitter,service_performance,lte,production_trace,Download,Driving,663,9.434389140271493,24.377224770345173,0.0,1.0,3.0,4.0,9.0,19.799999999999955,233.0,6.0,selected jitter plausibility comparison
ucc_5g_context,UCC 5G Context,jitter_ms,Jitter,service_performance,lte,production_trace,Netflix,Driving,0,,,,,,,,,,,selected jitter plausibility comparison
ucc_5g_context,UCC 5G Context,jitter_ms,Jitter,service_performance,lte,production_trace,Netflix,Static,0,,,,,,,,,,,selected jitter plausibility comparison
ucc_5g_context,UCC 5G Context,jitter_ms,Jitter,service_performance,unknown,production_trace,Amazon_Prime,Driving,0,,,,,,,,,,,selected jitter plausibility comparison
ucc_5g_context,UCC 5G Context,jitter_ms,Jitter,service_performance,unknown,production_trace,Amazon_Prime,Static,0,,,,,,,,,,,selected jitter plausibility comparison
ucc_5g_context,UCC 5G Context,jitter_ms,Jitter,service_performance,unknown,production_trace,Download,Driving,3,6.0,2.6457513110645907,3.0,3.4,5.0,7.0,7.5,7.9,8.0,2.5,selected jitter plausibility comparison
ucc_5g_context,UCC 5G Context,jitter_ms,Jitter,service_performance,unknown,production_trace,Netflix,Driving,0,,,,,,,,,,,selected jitter plausibility comparison
ucc_5g_context,UCC 5G Context,jitter_ms,Jitter,service_performance,unknown,production_trace,Netflix,Static,0,,,,,,,,,,,selected jitter plausibility comparison
ns3_lena,5G-LENA/ns-3,jitter_ms,Jitter,service_performance,5g,controlled_simulation,qos_reference,controlled,12,0.8553108333333332,0.5378356290793657,0.3348615,0.334972325,0.342981875,0.8532430000000001,1.365367,1.379905225,1.380131,1.022385125,selected jitter plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,4G,synthetic_session_record,Browse,Driving,120,256.35633333333334,133.35094652601367,47.25,59.330999999999996,148.52,259.225,335.205,491.85249999999996,519.64,186.68499999999997,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,4G,synthetic_session_record,Browse,Static,1551,173.14457769181178,86.74248566617945,30.28,49.394999999999996,108.28,159.73,230.565,348.61,392.46,122.285,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,4G,synthetic_session_record,Browse,Walking,1463,201.64459330143538,96.93932523758953,32.44,58.819,130.015,191.61,266.01,401.24399999999974,438.63,135.995,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,4G,synthetic_session_record,Call,Driving,115,234.3421739130435,121.7569192369565,52.22,62.453,123.125,235.93,318.89,459.373,516.15,195.765,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,4G,synthetic_session_record,Call,Static,1550,172.38956129032255,86.51136374491851,22.16,51.5015,102.5275,164.04,226.37,352.0075,396.45,123.8425,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,4G,synthetic_session_record,Call,Walking,1438,199.62054937413072,99.85556088457325,26.06,56.291,125.13,183.915,263.07500000000005,407.27099999999996,442.34,137.94500000000005,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,4G,synthetic_session_record,Gaming,Driving,101,230.310495049505,127.11601617716184,50.92,59.28,110.82,229.58,328.46,429.75,512.38,217.64,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,4G,synthetic_session_record,Gaming,Static,1557,175.70697495183046,87.4533543469734,20.42,51.443999999999996,107.94,167.24,230.64,352.0399999999999,392.65,122.69999999999999,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,4G,synthetic_session_record,Gaming,Walking,1391,204.3719841840403,96.73515510943162,29.77,62.6,132.505,189.15,268.34000000000003,396.33500000000004,439.79,135.83500000000004,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,4G,synthetic_session_record,Streaming,Driving,126,254.05849206349205,126.6437674807092,52.54,67.42999999999999,154.88,244.24,338.3975,475.335,508.84,183.51749999999998,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,4G,synthetic_session_record,Streaming,Static,1543,167.46619572261827,84.75881359758463,23.72,48.194,105.765,154.62,219.39499999999998,343.90799999999984,390.78,113.62999999999998,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,4G,synthetic_session_record,Streaming,Walking,1435,204.675149825784,101.8951717589424,31.51,55.092,128.395,191.66,268.37,416.13499999999993,438.47,139.975,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,5G NSA,synthetic_session_record,Browse,Driving,203,168.21320197044335,91.9766352654093,26.21,34.63,87.375,167.12,227.685,344.928,371.77,140.31,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,5G NSA,synthetic_session_record,Browse,Static,2376,122.23768939393939,67.26647858813723,12.44,27.775,70.315,114.4,166.2425,265.235,282.94,95.92750000000001,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,5G NSA,synthetic_session_record,Browse,Walking,2263,146.48240830755634,75.12434398475649,15.54,31.748,91.13,139.9,193.075,300.44,315.96,101.945,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,5G NSA,synthetic_session_record,Call,Driving,171,173.74923976608184,98.19855625514622,28.38,33.24,98.37,171.23,236.285,352.94,372.37,137.915,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,5G NSA,synthetic_session_record,Call,Static,2438,123.39928630024609,67.28456636107032,9.25,26.655,72.42,114.875,168.935,261.74550000000005,282.91,96.515,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,5G NSA,synthetic_session_record,Call,Walking,2200,146.63771363636363,77.98637146361376,13.88,29.9485,86.305,138.57999999999998,196.4425,303.01349999999996,316.85,110.13749999999999,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,5G NSA,synthetic_session_record,Gaming,Driving,198,164.26106060606062,91.74797355339065,25.94,30.565,85.2775,166.79000000000002,220.65249999999997,325.7455,372.49,135.37499999999997,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,5G NSA,synthetic_session_record,Gaming,Static,2571,123.18348502528198,66.33483522808383,7.33,26.04,72.78999999999999,116.72,167.175,258.275,281.33,94.38500000000002,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,5G NSA,synthetic_session_record,Gaming,Walking,2223,144.0401754385965,74.99469769985423,7.77,31.533,88.92,137.74,193.70499999999998,294.92900000000003,317.6,104.78499999999998,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,5G NSA,synthetic_session_record,Streaming,Driving,193,175.65725388601035,96.67377629506747,27.0,32.64,94.01,174.99,236.61,356.78999999999996,371.05,142.60000000000002,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,5G NSA,synthetic_session_record,Streaming,Static,2613,122.25610792192883,66.61829365561378,9.7,27.5,69.86,115.83,168.24,255.9740000000001,281.49,98.38000000000001,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,5G NSA,synthetic_session_record,Streaming,Walking,2201,146.55059064061788,76.28777060885426,9.43,33.64,88.68,139.61,194.59,302.68,312.28,105.91,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,5G SA,synthetic_session_record,Browse,Driving,196,123.70954081632652,72.7764005937214,11.56,16.945,66.9775,124.84,171.695,263.025,273.41,104.71749999999999,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,5G SA,synthetic_session_record,Browse,Static,2277,88.28043917435221,50.53004585034852,3.0,15.010000000000003,50.63,83.09,121.96,193.41599999999985,207.02,71.32999999999998,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,5G SA,synthetic_session_record,Browse,Walking,1983,103.4634140191629,57.39289806525283,4.81,18.873,61.075,96.69,140.54500000000002,219.952,229.74,79.47000000000001,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,5G SA,synthetic_session_record,Call,Driving,187,110.82834224598932,67.38516062137316,7.74,14.557,55.125,112.63,154.45999999999998,233.62099999999998,271.22,99.33499999999998,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,5G SA,synthetic_session_record,Call,Static,2260,78.56925663716815,44.95070997341728,3.0,13.775,44.8575,73.28,108.785,168.0999999999999,202.49,63.927499999999995,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,5G SA,synthetic_session_record,Call,Walking,2014,92.68623634558094,53.92274525994897,3.0,15.069000000000003,52.102500000000006,86.89,126.0375,196.62099999999998,227.9,73.93499999999999,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,5G SA,synthetic_session_record,Gaming,Driving,203,118.01374384236453,69.26457359445149,9.56,17.25,61.46,124.66,165.91,239.84599999999992,271.64,104.44999999999999,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,5G SA,synthetic_session_record,Gaming,Static,2235,84.87778970917225,48.397438430040886,3.0,15.275,48.44,81.24,114.94,185.69399999999993,206.45,66.5,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,5G SA,synthetic_session_record,Gaming,Walking,2090,102.40647846889952,56.697518174119494,4.6,16.599,60.9725,98.75,140.77,218.6945,230.8,79.79750000000001,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,5G SA,synthetic_session_record,Streaming,Driving,177,115.5676836158192,71.24959172731043,13.82,18.202,47.87,118.98,166.92,262.57,274.2,119.04999999999998,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,5G SA,synthetic_session_record,Streaming,Static,2265,84.95677262693157,48.69405262091426,3.47,14.984,46.82,81.22,119.86,181.012,206.88,73.03999999999999,selected latency plausibility comparison
synnetqos,SynNetQoS,latency_ms,Latency,service_performance,5G SA,synthetic_session_record,Streaming,Walking,2073,101.79920887602509,55.99121289608391,5.82,17.382,60.52,98.23,139.75,218.67399999999995,232.34,79.22999999999999,selected latency plausibility comparison
vienna_4g5g,Vienna 4G/5G,latency_ms,Latency,service_performance,5g,drive_test,,mobile_measurement,0,,,,,,,,,,,selected latency plausibility comparison
vienna_4g5g,Vienna 4G/5G,latency_ms,Latency,service_performance,lte,drive_test,,mobile_measurement,0,,,,,,,,,,,selected latency plausibility comparison
campus_qos,Campus QoS,latency_ms,Latency,service_performance,5g,controlled_testbed,,controlled,0,,,,,,,,,,,selected latency plausibility comparison
ucc_5g_context,UCC 5G Context,latency_ms,Latency,service_performance,2g,production_trace,Amazon_Prime,Driving,0,,,,,,,,,,,selected latency plausibility comparison
ucc_5g_context,UCC 5G Context,latency_ms,Latency,service_performance,3g,production_trace,Amazon_Prime,Driving,0,,,,,,,,,,,selected latency plausibility comparison
ucc_5g_context,UCC 5G Context,latency_ms,Latency,service_performance,3g,production_trace,Amazon_Prime,Static,0,,,,,,,,,,,selected latency plausibility comparison
ucc_5g_context,UCC 5G Context,latency_ms,Latency,service_performance,3g,production_trace,Download,Driving,278,157.20143884892087,91.44153839350372,80.0,88.0,106.5,123.0,166.75,348.7999999999997,591.0,60.25,selected latency plausibility comparison
ucc_5g_context,UCC 5G Context,latency_ms,Latency,service_performance,3g,production_trace,Netflix,Driving,0,,,,,,,,,,,selected latency plausibility comparison
ucc_5g_context,UCC 5G Context,latency_ms,Latency,service_performance,3g,production_trace,Netflix,Static,0,,,,,,,,,,,selected latency plausibility comparison
ucc_5g_context,UCC 5G Context,latency_ms,Latency,service_performance,5g,production_trace,Amazon_Prime,Driving,0,,,,,,,,,,,selected latency plausibility comparison
ucc_5g_context,UCC 5G Context,latency_ms,Latency,service_performance,5g,production_trace,Amazon_Prime,Static,0,,,,,,,,,,,selected latency plausibility comparison
ucc_5g_context,UCC 5G Context,latency_ms,Latency,service_performance,5g,production_trace,Download,Driving,1042,79.45009596928983,26.155815985839812,65.0,66.0,71.0,75.0,81.0,93.94999999999993,534.0,10.0,selected latency plausibility comparison
ucc_5g_context,UCC 5G Context,latency_ms,Latency,service_performance,5g,production_trace,Download,Static,1222,75.02373158756137,33.87066879430148,64.0,66.0,67.0,69.0,73.0,89.0,611.0,6.0,selected latency plausibility comparison
ucc_5g_context,UCC 5G Context,latency_ms,Latency,service_performance,5g,production_trace,Netflix,Driving,0,,,,,,,,,,,selected latency plausibility comparison
ucc_5g_context,UCC 5G Context,latency_ms,Latency,service_performance,5g,production_trace,Netflix,Static,0,,,,,,,,,,,selected latency plausibility comparison
ucc_5g_context,UCC 5G Context,latency_ms,Latency,service_performance,lte,production_trace,Amazon_Prime,Driving,0,,,,,,,,,,,selected latency plausibility comparison
ucc_5g_context,UCC 5G Context,latency_ms,Latency,service_performance,lte,production_trace,Amazon_Prime,Static,0,,,,,,,,,,,selected latency plausibility comparison
ucc_5g_context,UCC 5G Context,latency_ms,Latency,service_performance,lte,production_trace,Download,Driving,663,90.93514328808446,49.46621739516558,66.0,68.0,77.0,84.0,93.0,106.0,889.0,16.0,selected latency plausibility comparison
ucc_5g_context,UCC 5G Context,latency_ms,Latency,service_performance,lte,production_trace,Netflix,Driving,0,,,,,,,,,,,selected latency plausibility comparison
ucc_5g_context,UCC 5G Context,latency_ms,Latency,service_performance,lte,production_trace,Netflix,Static,0,,,,,,,,,,,selected latency plausibility comparison
ucc_5g_context,UCC 5G Context,latency_ms,Latency,service_performance,unknown,production_trace,Amazon_Prime,Driving,0,,,,,,,,,,,selected latency plausibility comparison
ucc_5g_context,UCC 5G Context,latency_ms,Latency,service_performance,unknown,production_trace,Amazon_Prime,Static,0,,,,,,,,,,,selected latency plausibility comparison
ucc_5g_context,UCC 5G Context,latency_ms,Latency,service_performance,unknown,production_trace,Download,Driving,3,185.33333333333334,81.24243554530682,134.0,134.9,138.5,143.0,211.0,265.4,279.0,72.5,selected latency plausibility comparison
ucc_5g_context,UCC 5G Context,latency_ms,Latency,service_performance,unknown,production_trace,Netflix,Driving,0,,,,,,,,,,,selected latency plausibility comparison
ucc_5g_context,UCC 5G Context,latency_ms,Latency,service_performance,unknown,production_trace,Netflix,Static,0,,,,,,,,,,,selected latency plausibility comparison
ns3_lena,5G-LENA/ns-3,latency_ms,Latency,service_performance,5g,controlled_simulation,qos_reference,controlled,12,110.46480066666668,44.745942280020984,67.046193,67.057901125,67.893319375,110.7043775,153.280804875,153.4033682,153.41507,85.3874855,selected latency plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,4G,synthetic_session_record,Browse,Driving,120,41.29708333333333,64.60908788738668,3.44,6.1555,13.46,23.81,50.5125,104.06099999999995,449.86,37.0525,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,4G,synthetic_session_record,Browse,Static,1551,37.2405996131528,40.92870567960797,1.09,5.8149999999999995,13.315000000000001,24.94,45.385000000000005,108.025,579.61,32.07000000000001,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,4G,synthetic_session_record,Browse,Walking,1463,39.909419002050576,48.58842847080731,1.74,5.707000000000001,14.09,26.22,48.195,110.749,684.88,34.105000000000004,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,4G,synthetic_session_record,Call,Driving,115,6.082608695652174,6.40686338219954,0.53,1.03,2.51,4.59,7.03,16.117999999999984,40.08,4.5200000000000005,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,4G,synthetic_session_record,Call,Static,1550,5.89896129032258,6.010124845911749,0.19,0.88,2.23,4.0,7.455,17.851499999999994,59.91,5.225,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,4G,synthetic_session_record,Call,Walking,1438,6.037176634214186,6.977111557831146,0.22,0.82,2.1325,3.9050000000000002,7.41,18.81,110.76,5.2775,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,4G,synthetic_session_record,Gaming,Driving,101,81.9511881188119,73.47218855168435,5.05,11.85,31.68,58.74,99.7,241.8,374.41,68.02000000000001,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,4G,synthetic_session_record,Gaming,Static,1557,80.59028901734104,82.31641357788345,2.4,12.764,31.2,56.52,98.59,225.0919999999997,914.18,67.39,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,4G,synthetic_session_record,Gaming,Walking,1391,85.61987778576564,93.89446474012179,3.43,13.690000000000001,31.5,55.58,108.6,244.89999999999998,1157.08,77.1,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,4G,synthetic_session_record,Streaming,Driving,126,160.37523809523807,154.9685006843096,20.62,31.502499999999998,68.8275,105.92,213.0,484.3725,1122.64,144.1725,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,4G,synthetic_session_record,Streaming,Static,1543,181.50878159429686,197.63942242947164,3.95,27.741,63.795,117.18,223.3,543.4799999999998,1500.0,159.505,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,4G,synthetic_session_record,Streaming,Walking,1435,177.55538675958186,179.44899286135382,4.11,29.975,66.05,121.49,225.365,516.918,1500.0,159.315,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,5G NSA,synthetic_session_record,Browse,Driving,203,77.61536945812809,77.29593526923006,3.03,11.819,30.05,53.09,94.24000000000001,224.13099999999991,500.58,64.19000000000001,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,5G NSA,synthetic_session_record,Browse,Static,2376,89.37244528619529,99.29104052673239,1.46,13.7925,31.655,58.19,109.92750000000001,267.3175,1174.97,78.27250000000001,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,5G NSA,synthetic_session_record,Browse,Walking,2263,89.04076447193991,97.9473180670307,2.38,14.712000000000002,33.385000000000005,58.37,106.605,267.54200000000014,965.77,73.22,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,5G NSA,synthetic_session_record,Call,Driving,171,12.123859649122807,11.861847900041342,0.59,2.0549999999999997,4.96,7.45,14.45,41.82,55.21,9.489999999999998,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,5G NSA,synthetic_session_record,Call,Static,2438,12.486981132075472,13.35488870607749,0.27,1.84,4.5024999999999995,8.34,15.43,36.773,194.3,10.9275,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,5G NSA,synthetic_session_record,Call,Walking,2200,12.480422727272728,17.380088834833778,0.28,1.91,4.327500000000001,8.004999999999999,14.8225,36.41799999999996,450.62,10.495,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,5G NSA,synthetic_session_record,Gaming,Driving,198,195.2958080808081,193.2419079257533,10.68,23.826,74.3575,136.43,239.4475,511.00799999999975,1500.0,165.08999999999997,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,5G NSA,synthetic_session_record,Gaming,Static,2571,204.3621392454298,213.76756133437547,5.81,32.260000000000005,75.92,137.95,255.025,592.885,1500.0,179.10500000000002,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,5G NSA,synthetic_session_record,Gaming,Walking,2223,208.72004048582997,215.4813486173074,6.64,30.620000000000005,76.56,141.23,265.66499999999996,615.2710000000001,1500.0,189.10499999999996,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,5G NSA,synthetic_session_record,Streaming,Driving,193,475.76518134715025,376.38095326174806,39.87,82.236,191.04,344.46,638.03,1303.125999999999,1500.0,446.99,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,5G NSA,synthetic_session_record,Streaming,Static,2613,480.6507079984692,397.9661622447357,16.49,77.47,187.0,347.47,638.27,1500.0,1500.0,451.27,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,5G NSA,synthetic_session_record,Streaming,Walking,2201,484.85156292594274,395.49212527272647,11.28,77.69,190.62,358.57,637.05,1500.0,1500.0,446.42999999999995,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,5G SA,synthetic_session_record,Browse,Driving,196,100.92505102040815,120.50474290271178,5.97,12.899999999999999,34.0925,59.62,113.21,354.685,769.21,79.11749999999999,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,5G SA,synthetic_session_record,Browse,Static,2277,107.8806763285024,118.52229681588398,1.9,16.48,38.09,72.3,133.78,315.2619999999998,1500.0,95.69,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,5G SA,synthetic_session_record,Browse,Walking,1983,102.87136157337368,109.47741788240008,2.91,16.527000000000005,38.79,69.92,126.345,297.9559999999996,1108.7,87.555,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,5G SA,synthetic_session_record,Call,Driving,187,12.364491978609625,12.90895226309437,1.06,1.929,5.13,7.59,14.525,42.31099999999993,83.06,9.395,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,5G SA,synthetic_session_record,Call,Static,2260,12.10037610619469,14.275939874823166,0.34,1.89,4.3774999999999995,8.175,14.09,35.919999999999945,277.98,9.7125,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,5G SA,synthetic_session_record,Call,Walking,2014,11.594349553128101,12.213541902789075,0.17,1.84,4.4,7.92,13.89,33.306999999999995,131.17,9.49,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,5G SA,synthetic_session_record,Gaming,Driving,203,252.64108374384236,250.88842030349673,18.06,46.559,108.61,182.4,298.105,608.3759999999997,1500.0,189.495,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,5G SA,synthetic_session_record,Gaming,Static,2235,245.65189261744965,239.22698882994743,11.29,38.317,92.755,169.03,306.05,712.7469999999968,1500.0,213.29500000000002,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,5G SA,synthetic_session_record,Gaming,Walking,2090,248.24195693779905,253.21861327724469,9.39,36.972,91.77000000000001,169.085,306.7975,756.7054999999999,1500.0,215.0275,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,5G SA,synthetic_session_record,Streaming,Driving,177,604.0706779661017,438.99898311203566,50.94,125.482,247.11,440.21,853.03,1500.0,1500.0,605.92,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,5G SA,synthetic_session_record,Streaming,Static,2265,563.4544282560707,425.1409757744575,13.7,99.434,234.17,432.03,771.69,1500.0,1500.0,537.5200000000001,selected traffic-demand plausibility comparison
synnetqos,SynNetQoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,5G SA,synthetic_session_record,Streaming,Walking,2073,541.1581090207428,412.67851391676066,14.61,102.032,230.76,403.46,731.93,1500.0,1500.0,501.16999999999996,selected traffic-demand plausibility comparison
vienna_4g5g,Vienna 4G/5G,offered_downlink_mbps,Offered downlink traffic,traffic_context,5g,drive_test,,mobile_measurement,0,,,,,,,,,,,selected traffic-demand plausibility comparison
vienna_4g5g,Vienna 4G/5G,offered_downlink_mbps,Offered downlink traffic,traffic_context,lte,drive_test,,mobile_measurement,0,,,,,,,,,,,selected traffic-demand plausibility comparison
campus_qos,Campus QoS,offered_downlink_mbps,Offered downlink traffic,traffic_context,5g,controlled_testbed,,controlled,302,112.99668874172185,37.55894577332799,75.0,75.0,75.0,150.0,150.0,150.0,150.0,75.0,selected traffic-demand plausibility comparison
ucc_5g_context,UCC 5G Context,offered_downlink_mbps,Offered downlink traffic,traffic_context,2g,production_trace,Amazon_Prime,Driving,0,,,,,,,,,,,selected traffic-demand plausibility comparison
ucc_5g_context,UCC 5G Context,offered_downlink_mbps,Offered downlink traffic,traffic_context,3g,production_trace,Amazon_Prime,Driving,0,,,,,,,,,,,selected traffic-demand plausibility comparison
ucc_5g_context,UCC 5G Context,offered_downlink_mbps,Offered downlink traffic,traffic_context,3g,production_trace,Amazon_Prime,Static,0,,,,,,,,,,,selected traffic-demand plausibility comparison
ucc_5g_context,UCC 5G Context,offered_downlink_mbps,Offered downlink traffic,traffic_context,3g,production_trace,Download,Driving,0,,,,,,,,,,,selected traffic-demand plausibility comparison
ucc_5g_context,UCC 5G Context,offered_downlink_mbps,Offered downlink traffic,traffic_context,3g,production_trace,Netflix,Driving,0,,,,,,,,,,,selected traffic-demand plausibility comparison
ucc_5g_context,UCC 5G Context,offered_downlink_mbps,Offered downlink traffic,traffic_context,3g,production_trace,Netflix,Static,0,,,,,,,,,,,selected traffic-demand plausibility comparison
ucc_5g_context,UCC 5G Context,offered_downlink_mbps,Offered downlink traffic,traffic_context,5g,production_trace,Amazon_Prime,Driving,0,,,,,,,,,,,selected traffic-demand plausibility comparison
ucc_5g_context,UCC 5G Context,offered_downlink_mbps,Offered downlink traffic,traffic_context,5g,production_trace,Amazon_Prime,Static,0,,,,,,,,,,,selected traffic-demand plausibility comparison
ucc_5g_context,UCC 5G Context,offered_downlink_mbps,Offered downlink traffic,traffic_context,5g,production_trace,Download,Driving,0,,,,,,,,,,,selected traffic-demand plausibility comparison
ucc_5g_context,UCC 5G Context,offered_downlink_mbps,Offered downlink traffic,traffic_context,5g,production_trace,Download,Static,0,,,,,,,,,,,selected traffic-demand plausibility comparison
ucc_5g_context,UCC 5G Context,offered_downlink_mbps,Offered downlink traffic,traffic_context,5g,production_trace,Netflix,Driving,0,,,,,,,,,,,selected traffic-demand plausibility comparison
ucc_5g_context,UCC 5G Context,offered_downlink_mbps,Offered downlink traffic,traffic_context,5g,production_trace,Netflix,Static,0,,,,,,,,,,,selected traffic-demand plausibility comparison
ucc_5g_context,UCC 5G Context,offered_downlink_mbps,Offered downlink traffic,traffic_context,lte,production_trace,Amazon_Prime,Driving,0,,,,,,,,,,,selected traffic-demand plausibility comparison
ucc_5g_context,UCC 5G Context,offered_downlink_mbps,Offered downlink traffic,traffic_context,lte,production_trace,Amazon_Prime,Static,0,,,,,,,,,,,selected traffic-demand plausibility comparison
