dataset_id,dataset_name,file_path,column_name,dtype_in_sample,sample_size,sample_missing_count,sample_missing_fraction,example_values,sample_row_limit
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_09.37.23.csv,Operatorname,object,1000,0,0.0,"[""B"", ""B"", ""B""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_09.37.23.csv,CellID,int64,1000,0,0.0,"[""12"", ""12"", ""12""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_09.37.23.csv,NetworkMode,object,1000,0,0.0,"[""5G"", ""5G"", ""5G""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_09.37.23.csv,RSRP,int64,1000,0,0.0,"[""-84"", ""-83"", ""-83""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_09.37.23.csv,RSRQ,int64,1000,0,0.0,"[""-12"", ""-14"", ""-14""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_09.37.23.csv,SNR,object,1000,0,0.0,"[""5.0"", ""9.0"", ""9.0""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_09.37.23.csv,CQI,object,1000,0,0.0,"[""15"", ""15"", ""15""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_09.37.23.csv,RSSI,object,1000,0,0.0,"[""-67"", ""-67"", ""-69""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_09.37.23.csv,DL_bitrate,int64,1000,0,0.0,"[""313"", ""35"", ""35""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_09.37.23.csv,UL_bitrate,int64,1000,0,0.0,"[""53"", ""8"", ""8""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_09.37.23.csv,State,object,1000,0,0.0,"[""D"", ""D"", ""D""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_09.37.23.csv,PINGAVG,object,1000,0,0.0,"[""-"", ""-"", ""-""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_09.37.23.csv,PINGMIN,object,1000,0,0.0,"[""-"", ""-"", ""-""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_09.37.23.csv,PINGMAX,object,1000,0,0.0,"[""-"", ""-"", ""-""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_09.37.23.csv,PINGSTDEV,object,1000,0,0.0,"[""-"", ""-"", ""-""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_09.37.23.csv,PINGLOSS,object,1000,0,0.0,"[""-"", ""-"", ""-""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_09.37.23.csv,CELLHEX,object,1000,0,0.0,"[""C"", ""C"", ""C""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_09.37.23.csv,NODEHEX,object,1000,0,0.0,"[""A81B"", ""A81B"", ""A81B""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_09.37.23.csv,LACHEX,object,1000,0,0.0,"[""9CBA"", ""9CBA"", ""9CBA""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_09.37.23.csv,RAWCELLID,int64,1000,0,0.0,"[""11016972"", ""11016972"", ""11016972""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_09.37.23.csv,NRxRSRP,object,1000,0,0.0,"[""-87.0"", ""-86.0"", ""-86.0""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_09.37.23.csv,NRxRSRQ,object,1000,0,0.0,"[""-17.0"", ""-16.0"", ""-16.0""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_13.05.25.csv,Timestamp,object,1000,0,0.0,"[""2019.11.29_13.05.25"", ""2019.11.29_13.05.26"", ""2019.11.29_13.05.27""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_13.05.25.csv,Longitude,float64,1000,0,0.0,"[""-8.474592"", ""-8.474592"", ""-8.474592""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_13.05.25.csv,Latitude,float64,1000,0,0.0,"[""51.899325"", ""51.899325"", ""51.899325""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_13.05.25.csv,Speed,int64,1000,0,0.0,"[""0"", ""0"", ""0""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_13.05.25.csv,Operatorname,object,1000,0,0.0,"[""B"", ""B"", ""B""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_13.05.25.csv,CellID,int64,1000,0,0.0,"[""2"", ""2"", ""2""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_13.05.25.csv,NetworkMode,object,1000,0,0.0,"[""LTE"", ""LTE"", ""LTE""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_13.05.25.csv,RSRP,int64,1000,0,0.0,"[""-104"", ""-104"", ""-104""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_13.05.25.csv,RSRQ,int64,1000,0,0.0,"[""-16"", ""-16"", ""-16""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_13.05.25.csv,SNR,object,1000,0,0.0,"[""-9.0"", ""-8.0"", ""-8.0""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_13.05.25.csv,CQI,object,1000,0,0.0,"[""8"", ""8"", ""8""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_13.05.25.csv,RSSI,object,1000,0,0.0,"[""-86"", ""-86"", ""-86""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_13.05.25.csv,DL_bitrate,int64,1000,0,0.0,"[""0"", ""0"", ""115""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_13.05.25.csv,UL_bitrate,int64,1000,0,0.0,"[""0"", ""0"", ""46""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_13.05.25.csv,State,object,1000,0,0.0,"[""D"", ""I"", ""D""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_13.05.25.csv,PINGAVG,object,1000,0,0.0,"[""-"", ""-"", ""-""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_13.05.25.csv,PINGMIN,object,1000,0,0.0,"[""-"", ""-"", ""-""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_13.05.25.csv,PINGMAX,object,1000,0,0.0,"[""-"", ""-"", ""-""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_13.05.25.csv,PINGSTDEV,object,1000,0,0.0,"[""-"", ""-"", ""-""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_13.05.25.csv,PINGLOSS,object,1000,0,0.0,"[""-"", ""-"", ""-""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_13.05.25.csv,CELLHEX,object,1000,0,0.0,"[""2"", ""2"", ""2""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_13.05.25.csv,NODEHEX,object,1000,0,0.0,"[""5328A"", ""5328A"", ""5328A""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_13.05.25.csv,LACHEX,object,1000,0,0.0,"[""9CBA"", ""9CBA"", ""9CBA""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_13.05.25.csv,RAWCELLID,int64,1000,0,0.0,"[""87198210"", ""87198210"", ""87198210""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_13.05.25.csv,NRxRSRP,object,1000,0,0.0,"[""-"", ""-"", ""-""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Driving/animated-AdventureTime/B_2019.11.29_13.05.25.csv,NRxRSRQ,object,1000,0,0.0,"[""-"", ""-"", ""-""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.19_15.00.47.csv,Timestamp,object,1000,0,0.0,"[""2019.12.19_15.00.47"", ""2019.12.19_15.00.47"", ""2019.12.19_15.00.48""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.19_15.00.47.csv,Longitude,float64,1000,0,0.0,"[""-8.394808"", ""-8.394813000000001"", ""-8.394813000000001""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.19_15.00.47.csv,Latitude,float64,1000,0,0.0,"[""51.886267"", ""51.886271"", ""51.886271""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.19_15.00.47.csv,Speed,int64,1000,0,0.0,"[""0"", ""0"", ""0""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.19_15.00.47.csv,Operatorname,object,1000,0,0.0,"[""B"", ""B"", ""B""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.19_15.00.47.csv,CellID,int64,1000,0,0.0,"[""11"", ""11"", ""11""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.19_15.00.47.csv,NetworkMode,object,1000,0,0.0,"[""5G"", ""5G"", ""5G""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.19_15.00.47.csv,RSRP,int64,1000,0,0.0,"[""-104"", ""-104"", ""-104""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.19_15.00.47.csv,RSRQ,int64,1000,0,0.0,"[""-15"", ""-15"", ""-15""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.19_15.00.47.csv,SNR,float64,1000,0,0.0,"[""-4.0"", ""-4.0"", ""-4.0""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.19_15.00.47.csv,CQI,int64,1000,0,0.0,"[""9"", ""9"", ""9""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.19_15.00.47.csv,RSSI,object,1000,0,0.0,"[""-87"", ""-87"", ""-87""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.19_15.00.47.csv,DL_bitrate,int64,1000,0,0.0,"[""0"", ""0"", ""0""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.19_15.00.47.csv,UL_bitrate,int64,1000,0,0.0,"[""0"", ""0"", ""0""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.19_15.00.47.csv,State,object,1000,0,0.0,"[""D"", ""D"", ""I""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.19_15.00.47.csv,PINGAVG,object,1000,0,0.0,"[""-"", ""-"", ""-""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.19_15.00.47.csv,PINGMIN,object,1000,0,0.0,"[""-"", ""-"", ""-""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.19_15.00.47.csv,PINGMAX,object,1000,0,0.0,"[""-"", ""-"", ""-""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.19_15.00.47.csv,PINGSTDEV,object,1000,0,0.0,"[""-"", ""-"", ""-""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.19_15.00.47.csv,PINGLOSS,object,1000,0,0.0,"[""-"", ""-"", ""-""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.19_15.00.47.csv,CELLHEX,object,1000,0,0.0,"[""B"", ""B"", ""B""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.19_15.00.47.csv,NODEHEX,object,1000,0,0.0,"[""A4DF"", ""A4DF"", ""A4DF""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.19_15.00.47.csv,LACHEX,object,1000,0,0.0,"[""9CBA"", ""9CBA"", ""9CBA""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.19_15.00.47.csv,RAWCELLID,int64,1000,0,0.0,"[""10805003"", ""10805003"", ""10805003""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.19_15.00.47.csv,NRxRSRP,float64,1000,0,0.0,"[""-104.0"", ""-104.0"", ""-104.0""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.19_15.00.47.csv,NRxRSRQ,float64,1000,0,0.0,"[""-8.0"", ""-8.0"", ""-8.0""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.23_10.30.35.csv,Timestamp,object,1000,0,0.0,"[""2019.12.23_10.30.35"", ""2019.12.23_10.30.36"", ""2019.12.23_10.30.36""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.23_10.30.35.csv,Longitude,float64,1000,0,0.0,"[""-8.394631"", ""-8.394631"", ""-8.394681""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.23_10.30.35.csv,Latitude,float64,1000,0,0.0,"[""51.886187"", ""51.886187"", ""51.886109999999995""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.23_10.30.35.csv,Speed,int64,1000,0,0.0,"[""0"", ""0"", ""3""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.23_10.30.35.csv,Operatorname,object,1000,0,0.0,"[""B"", ""B"", ""B""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.23_10.30.35.csv,CellID,int64,1000,0,0.0,"[""11"", ""11"", ""11""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.23_10.30.35.csv,NetworkMode,object,1000,0,0.0,"[""5G"", ""5G"", ""5G""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.23_10.30.35.csv,RSRP,int64,1000,0,0.0,"[""-100"", ""-100"", ""-100""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.23_10.30.35.csv,RSRQ,object,1000,0,0.0,"[""-10"", ""-10"", ""-10""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.23_10.30.35.csv,SNR,object,1000,0,0.0,"[""1.0"", ""1.0"", ""1.0""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.23_10.30.35.csv,CQI,object,1000,0,0.0,"[""10"", ""10"", ""10""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.23_10.30.35.csv,RSSI,object,1000,0,0.0,"[""-"", ""-"", ""-""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.23_10.30.35.csv,DL_bitrate,int64,1000,0,0.0,"[""165"", ""94"", ""94""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.23_10.30.35.csv,UL_bitrate,int64,1000,0,0.0,"[""55"", ""18"", ""18""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.23_10.30.35.csv,State,object,1000,0,0.0,"[""D"", ""D"", ""D""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.23_10.30.35.csv,PINGAVG,object,1000,0,0.0,"[""-"", ""-"", ""-""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.23_10.30.35.csv,PINGMIN,object,1000,0,0.0,"[""-"", ""-"", ""-""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.23_10.30.35.csv,PINGMAX,object,1000,0,0.0,"[""-"", ""-"", ""-""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.23_10.30.35.csv,PINGSTDEV,object,1000,0,0.0,"[""-"", ""-"", ""-""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.23_10.30.35.csv,PINGLOSS,object,1000,0,0.0,"[""-"", ""-"", ""-""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.23_10.30.35.csv,CELLHEX,object,1000,0,0.0,"[""B"", ""B"", ""B""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.23_10.30.35.csv,NODEHEX,object,1000,0,0.0,"[""A4DF"", ""A4DF"", ""A4DF""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.23_10.30.35.csv,LACHEX,object,1000,0,0.0,"[""9CBA"", ""9CBA"", ""9CBA""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.23_10.30.35.csv,RAWCELLID,int64,1000,0,0.0,"[""10805003"", ""10805003"", ""10805003""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.23_10.30.35.csv,NRxRSRP,float64,1000,0,0.0,"[""-105.0"", ""-105.0"", ""-105.0""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2019.12.23_10.30.35.csv,NRxRSRQ,float64,1000,0,0.0,"[""-15.0"", ""-15.0"", ""-15.0""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2020.01.03_08.59.40.csv,Timestamp,object,1000,0,0.0,"[""2020.01.03_08.59.40"", ""2020.01.03_08.59.41"", ""2020.01.03_08.59.41""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2020.01.03_08.59.40.csv,Longitude,float64,1000,0,0.0,"[""-8.394511"", ""-8.394549000000001"", ""-8.394549000000001""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2020.01.03_08.59.40.csv,Latitude,float64,1000,0,0.0,"[""51.886219"", ""51.886207"", ""51.886207""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2020.01.03_08.59.40.csv,Speed,int64,1000,0,0.0,"[""0"", ""0"", ""0""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2020.01.03_08.59.40.csv,Operatorname,object,1000,0,0.0,"[""B"", ""B"", ""B""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2020.01.03_08.59.40.csv,CellID,int64,1000,0,0.0,"[""11"", ""11"", ""11""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2020.01.03_08.59.40.csv,NetworkMode,object,1000,0,0.0,"[""5G"", ""5G"", ""5G""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2020.01.03_08.59.40.csv,RSRP,int64,1000,0,0.0,"[""-99"", ""-99"", ""-99""]",1000
D2,UCC Beyond Throughput 5G dataset,data/raw/ucc_5g_context/5G-production-dataset/Amazon_Prime/Static/Season3-TheExpanse/B_2020.01.03_08.59.40.csv,RSRQ,int64,1000,0,0.0,"[""-9"", ""-9"", ""-9""]",1000
