node_id,graph_view,node_type,degree_total,weighted_degree
warehouse_measurement:measurement:synnetqos_m_00028127:4584e11c0195,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028137:338c0bd8614e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028128:132c619157be,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028129:2217eae6623b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028132:f662ac5422e3,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028133:f5471ea98ba6,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028134:44056f965af3,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028135:16e00d993071,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028136:1d16b4cfb249,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028076:0b3e34bceb6f,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028075:8f9954ad4239,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028074:bdf1cc740283,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028023:0377fc82d7c4,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028016:c482aa027f37,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028017:174fdb8a8516,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028018:6d39c4bc6896,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028019:0d44febc9e4d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044523:dc050a6a96dc,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044522:2f3564f0b962,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028022:3e784668b9f4,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028024:ac0809e9fed3,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028014:efb3e6380869,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028025:bbe3615315dc,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028026:e5cf9488bf34,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028027:a3b647c3bc8e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028028:64ca6e462bb2,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028029:7d3609aad174,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028032:a4515ed2aeaf,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028033:ef1cdb8194a7,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028015:34e9be45cf98,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028013:560fa29303dd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028073:1080cc341215,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028003:97301e95bac2,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027996:adc61147fc8b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027997:886f0e84a344,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027998:d03085dffbcc,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027999:61f2ae47157b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044527:904fabbfb132,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044526:58ce8d006920,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028002:411ff74fdd89,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028004:b06c2541e76d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028012:82db88447bae,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028005:7b7405cb45c0,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028006:d8305143c4d9,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028007:4d2c5987b3de,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028008:682cff675958,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028009:a3508064d14e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044525:bf416e0fce41,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044524:d5dfc2e9ce18,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028034:a2744832dea0,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028035:1193ba17b4f0,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028036:b288b3ef4c87,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028064:40760597e1b6,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028057:04464c3fb2ea,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028058:cf97fb1c6321,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028059:f70634544e97,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044515:40baa4c48925,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044514:961313e96a59,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028062:77586efa20d3,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028063:567c7413e6b9,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028065:f7bdf736ece8,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028037:bfd382db244a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028066:e3834719e68a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028067:8f6075a4d5cb,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028068:ebdadd99e352,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028069:6e5b239f33df,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044513:31b08efe9b8b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044512:e6588db4ab49,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028072:b9f6968e0da3,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028056:d74c270ac2ab,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028055:73b42d65d737,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028054:81f2021b1231,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028053:40f9d503945c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028038:887bfc3f5e7c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028039:06f4afb34aea,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044519:b517f6b92f74,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044518:fee7c8af085b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028042:b3c8bb41c74d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028043:53ae00bfe57e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028044:b3ab0c68edfd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028045:84e9bb01f00e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028046:e266f6ff4c9e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028047:593f54fe9827,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028048:942ad40845d2,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028049:073d78060ace,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044517:81e3304963dd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044516:0c030f7d434c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00028052:e18aa0ee08af,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027164:0a1b5766b0a6,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027099:c6673b18b47b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027162:de74013178be,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026282:10f0ad24cc36,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026274:9f6eb1a8baa9,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026275:dbae561b231c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026276:410120aeeab7,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026277:13e5cf397a72,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026278:4d33e1e7abaf,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026279:9d3bb7593588,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044869:10b75470ca8f,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026283:782087144d12,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026272:2af34de7d8a1,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026284:3474f4af7b5a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026285:b3b2cba14ee2,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026286:c47df47d1e8d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026287:ea502a441336,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026288:15af9214f66d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026289:c96aa257e8bc,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044868:99e7ffcc48ca,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026273:46b1aea3d2a1,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044872:de443e09277d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026292:0ae64a48b682,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044874:cde6c6c291e1,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026253:a40da25adcf6,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026254:89a4156a98a0,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026255:a295dc5e2584,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026256:b11b4a9f599c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026257:2c55b0d90772,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026258:d3d2e75c7d1c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026259:31aeb5a60463,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044873:c9a80e61256d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026269:8661dfe2b671,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026262:56d8cd5c783d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026263:fef41f51b079,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026264:3c558d47ee5b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026265:b575c6b7b4b2,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026266:7952e3cdb202,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026267:959de1237a9a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026268:6f5aba2a2ae1,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044867:547cc51aabf9,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026293:c407ff96e578,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044875:d01ace391a75,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026323:e10f11a403df,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026315:e8a3d083c3ef,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026316:a946930304b3,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026317:3d6b28367278,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026318:263a63a24649,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026319:96c4662c7e88,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044862:43863d2655af,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026322:6e5da0fec7f4,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026324:92414c96ec72,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026313:3fb442fa4c11,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026325:4c452b4eb2dd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026326:876b5d677bcc,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026327:3e93f1f736d9,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026328:a92a182a5161,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026329:3be4166fb3c2,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044859:b2f556e5ca19,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026332:3df85ea48c2f,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026314:2cdb963cf2a5,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026312:9862d0f6d273,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026294:ee6aa7a15118,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026302:dfb23f8e60f5,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026295:51e10c4b2868,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026296:d92f44ed1f17,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026297:2ee88b846ecf,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026298:016efdea4488,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026299:a0afcf7aa769,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044866:e60c5e62f533,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044865:e6a06aa4ec67,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026303:a591b1773219,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044863:6b75764e271a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026304:022f59d65814,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026305:6d07b0da8ad0,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026306:4908c2b9e281,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026307:33e82c870264,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026308:415551228fe4,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026309:4ec65dcd503d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044864:1d290c7df238,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026252:48f360fea9b2,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044876:2dae118ed27d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026167:3fc28c63a473,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026198:838d1622d513,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044887:aab59bccb18f,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026192:6ff1241f5238,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026193:900e754b148c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026194:d54e5ad0e874,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026195:0497c1de474d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026196:65a42c237a10,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026197:e49e2a6c39e3,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026199:26bb98aaa3b8,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026189:234e106d8dcd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044886:b0bb7746ba81,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044885:311a26ed68c3,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026202:603a11d54ce9,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026203:0aaa008acd54,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026204:34b50227d233,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026205:bc4c9462049a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026206:80ea9deca02d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044888:f1445795c4b3,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026188:f5809a85f2c3,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026208:5844b277d04f,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026177:09046fc587f0,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026169:1f093ffb39c2,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044892:4ab1382008e3,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026172:181aeca3667a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026173:31a6d70ce6a7,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026174:7d75598b335e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026175:e56293b3a2fd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026176:0916d15b970c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026178:483e69cf20c3,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026187:a99bd3a55686,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026179:0399732361fc,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044889:f997c91f3c51,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026182:b4cdf695755d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026183:c4ff020a5924,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026184:4efabc6c8baa,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026185:5399027980aa,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026186:f40a58f81a58,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026207:fcb088cbe980,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026209:85dd132dd3f8,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026249:daac889593e7,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044878:c5db3874501e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026233:1adc898048b4,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026234:db6719b4bcb3,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026235:bc95a9a6a4ee,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026236:4a45fe399439,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026237:b19f468d6550,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026238:9badc378ae50,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026239:96def88dbc55,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044877:93dfc27e8e64,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044879:f4ffb4641cc8,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026242:e59032bc06ec,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026243:0beccaaf54a5,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026244:33a97723e3bc,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026245:94d1db49c39f,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026246:48dfee3b75bf,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026247:fef9b4560c82,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026248:b5f30102fe07,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026232:8f41933df7b9,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026229:84d30bd0b154,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044884:9e9f6f3d603c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026218:c001ff4bd288,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044883:749f11c81636,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026212:8dcb3ed607a9,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026213:638253333a12,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026214:1614ed526338,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026215:66bb2257f99c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026216:6fe7214f1c16,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026217:2aaa2d5a9aec,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026219:5c02a6019d55,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026228:f97843a4f874,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044882:ec05f60a12d5,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026222:013e07a2e632,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026223:3643a14f4905,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026224:e25c05567d3c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026225:785d266dbbab,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026226:2cc344ec1976,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026227:12262376ddf5,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026333:ca9744db5085,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026334:4ecaa3d0056f,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026335:dec149b873f7,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026447:9396a058e17a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044838:cd3d1bcc288b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044837:67467be63ee5,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026442:43aa0c3a3c7b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026443:970af92b3f82,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026444:f168c1c7e180,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026445:040c309e6057,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026446:6e7709697d10,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026448:04712a34b9bd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026438:5498ec3de44d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00026449:f7db0bb8c08b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044836:2b841d9571a2,warehouse_measurement,measurement,14,14.0
