node_id,node_type,graph_view,node_label,source_dataset,source_column,source_value,session_id,row_count,degraded_count,degradation_fraction
warehouse_measurement:session:s042_01402:0ad32cd9ed92,session,warehouse_measurement,S042_01402,synnetqos,session_id,S042_01402,S042_01402,10,4,0.4
warehouse_measurement:session:s042_01403:aaadd29adf01,session,warehouse_measurement,S042_01403,synnetqos,session_id,S042_01403,S042_01403,10,6,0.6
warehouse_measurement:session:s042_01404:9db3402252da,session,warehouse_measurement,S042_01404,synnetqos,session_id,S042_01404,S042_01404,10,6,0.6
warehouse_measurement:session:s042_01405:d68f308eb88d,session,warehouse_measurement,S042_01405,synnetqos,session_id,S042_01405,S042_01405,10,2,0.2
warehouse_measurement:session:s042_01406:7fad65c11f9d,session,warehouse_measurement,S042_01406,synnetqos,session_id,S042_01406,S042_01406,10,9,0.9
warehouse_measurement:session:s042_01407:34bcf00a2744,session,warehouse_measurement,S042_01407,synnetqos,session_id,S042_01407,S042_01407,10,7,0.7
warehouse_measurement:session:s042_01408:862a080f912b,session,warehouse_measurement,S042_01408,synnetqos,session_id,S042_01408,S042_01408,10,3,0.3
warehouse_measurement:session:s042_01409:5120fd6e4e8f,session,warehouse_measurement,S042_01409,synnetqos,session_id,S042_01409,S042_01409,10,4,0.4
warehouse_measurement:session:s042_01410:54fcef84d9a0,session,warehouse_measurement,S042_01410,synnetqos,session_id,S042_01410,S042_01410,10,7,0.7
warehouse_measurement:session:s042_01411:b81695b6b1d5,session,warehouse_measurement,S042_01411,synnetqos,session_id,S042_01411,S042_01411,10,9,0.9
warehouse_measurement:session:s042_01412:5b002f709cf7,session,warehouse_measurement,S042_01412,synnetqos,session_id,S042_01412,S042_01412,10,1,0.1
warehouse_measurement:session:s042_01413:b74567cd96c1,session,warehouse_measurement,S042_01413,synnetqos,session_id,S042_01413,S042_01413,10,7,0.7
warehouse_measurement:session:s042_01414:26e003990eda,session,warehouse_measurement,S042_01414,synnetqos,session_id,S042_01414,S042_01414,10,10,1.0
warehouse_measurement:session:s042_01415:3711c27fb594,session,warehouse_measurement,S042_01415,synnetqos,session_id,S042_01415,S042_01415,10,5,0.5
warehouse_measurement:session:s042_01416:180ec2981095,session,warehouse_measurement,S042_01416,synnetqos,session_id,S042_01416,S042_01416,10,2,0.2
warehouse_measurement:session:s042_01417:cdcdb897ae67,session,warehouse_measurement,S042_01417,synnetqos,session_id,S042_01417,S042_01417,10,3,0.3
warehouse_measurement:session:s042_01418:fb3aee8d67e6,session,warehouse_measurement,S042_01418,synnetqos,session_id,S042_01418,S042_01418,10,4,0.4
warehouse_measurement:session:s042_01419:6af108777dff,session,warehouse_measurement,S042_01419,synnetqos,session_id,S042_01419,S042_01419,10,4,0.4
warehouse_measurement:session:s042_01420:ed61e238f2f6,session,warehouse_measurement,S042_01420,synnetqos,session_id,S042_01420,S042_01420,10,1,0.1
warehouse_measurement:session:s042_01421:8f47f1013578,session,warehouse_measurement,S042_01421,synnetqos,session_id,S042_01421,S042_01421,10,9,0.9
warehouse_measurement:session:s042_01422:004642005574,session,warehouse_measurement,S042_01422,synnetqos,session_id,S042_01422,S042_01422,10,6,0.6
warehouse_measurement:session:s042_01423:f2be5608a0e3,session,warehouse_measurement,S042_01423,synnetqos,session_id,S042_01423,S042_01423,10,1,0.1
warehouse_measurement:session:s042_01424:928d2303da32,session,warehouse_measurement,S042_01424,synnetqos,session_id,S042_01424,S042_01424,10,2,0.2
warehouse_measurement:session:s042_01425:96e3e31acfbe,session,warehouse_measurement,S042_01425,synnetqos,session_id,S042_01425,S042_01425,10,5,0.5
warehouse_measurement:session:s042_01426:bfc08bbdeaf7,session,warehouse_measurement,S042_01426,synnetqos,session_id,S042_01426,S042_01426,10,10,1.0
warehouse_measurement:session:s042_01427:cfcf0cdf96be,session,warehouse_measurement,S042_01427,synnetqos,session_id,S042_01427,S042_01427,10,6,0.6
warehouse_measurement:session:s042_01428:9a4b8bd87c61,session,warehouse_measurement,S042_01428,synnetqos,session_id,S042_01428,S042_01428,10,7,0.7
warehouse_measurement:session:s042_01429:64c666cc23cc,session,warehouse_measurement,S042_01429,synnetqos,session_id,S042_01429,S042_01429,10,4,0.4
warehouse_measurement:session:s042_01430:c96ebdae8b38,session,warehouse_measurement,S042_01430,synnetqos,session_id,S042_01430,S042_01430,10,1,0.1
warehouse_measurement:session:s042_01431:e791b6748e2b,session,warehouse_measurement,S042_01431,synnetqos,session_id,S042_01431,S042_01431,10,5,0.5
warehouse_measurement:session:s042_01432:c846de7aeb5d,session,warehouse_measurement,S042_01432,synnetqos,session_id,S042_01432,S042_01432,10,9,0.9
warehouse_measurement:session:s042_01433:7e181db91e38,session,warehouse_measurement,S042_01433,synnetqos,session_id,S042_01433,S042_01433,10,5,0.5
warehouse_measurement:session:s042_01434:ac8a5fab586f,session,warehouse_measurement,S042_01434,synnetqos,session_id,S042_01434,S042_01434,10,9,0.9
warehouse_measurement:session:s042_01435:dd838b001cdb,session,warehouse_measurement,S042_01435,synnetqos,session_id,S042_01435,S042_01435,10,5,0.5
warehouse_measurement:session:s042_01436:ac013432381f,session,warehouse_measurement,S042_01436,synnetqos,session_id,S042_01436,S042_01436,10,2,0.2
warehouse_measurement:session:s042_01437:492344db817f,session,warehouse_measurement,S042_01437,synnetqos,session_id,S042_01437,S042_01437,10,6,0.6
warehouse_measurement:session:s042_01438:d5f42f1aaefb,session,warehouse_measurement,S042_01438,synnetqos,session_id,S042_01438,S042_01438,10,3,0.3
warehouse_measurement:session:s042_01439:97af93cf5aa6,session,warehouse_measurement,S042_01439,synnetqos,session_id,S042_01439,S042_01439,10,9,0.9
warehouse_measurement:session:s042_01440:cf8b54aaa136,session,warehouse_measurement,S042_01440,synnetqos,session_id,S042_01440,S042_01440,10,1,0.1
warehouse_measurement:session:s042_01441:7eaa53e8265b,session,warehouse_measurement,S042_01441,synnetqos,session_id,S042_01441,S042_01441,10,8,0.8
warehouse_measurement:session:s042_01442:7bccd034302b,session,warehouse_measurement,S042_01442,synnetqos,session_id,S042_01442,S042_01442,10,10,1.0
warehouse_measurement:session:s042_01443:ad88ff980c70,session,warehouse_measurement,S042_01443,synnetqos,session_id,S042_01443,S042_01443,10,2,0.2
warehouse_measurement:session:s042_01444:91b7ec02ad1f,session,warehouse_measurement,S042_01444,synnetqos,session_id,S042_01444,S042_01444,10,0,0.0
warehouse_measurement:session:s042_01445:7be91826a962,session,warehouse_measurement,S042_01445,synnetqos,session_id,S042_01445,S042_01445,10,3,0.3
warehouse_measurement:session:s042_01446:950f8271718c,session,warehouse_measurement,S042_01446,synnetqos,session_id,S042_01446,S042_01446,10,3,0.3
warehouse_measurement:session:s042_01447:ec41cb3e0f0a,session,warehouse_measurement,S042_01447,synnetqos,session_id,S042_01447,S042_01447,10,9,0.9
warehouse_measurement:session:s042_01448:d66646e568e6,session,warehouse_measurement,S042_01448,synnetqos,session_id,S042_01448,S042_01448,10,10,1.0
warehouse_measurement:session:s042_01449:58b0378724ac,session,warehouse_measurement,S042_01449,synnetqos,session_id,S042_01449,S042_01449,10,4,0.4
warehouse_measurement:session:s042_01450:3a26fb5b7a89,session,warehouse_measurement,S042_01450,synnetqos,session_id,S042_01450,S042_01450,10,1,0.1
warehouse_measurement:session:s042_01451:89352fbea3e5,session,warehouse_measurement,S042_01451,synnetqos,session_id,S042_01451,S042_01451,10,1,0.1
warehouse_measurement:session:s042_01452:7903136143f2,session,warehouse_measurement,S042_01452,synnetqos,session_id,S042_01452,S042_01452,10,3,0.3
warehouse_measurement:session:s042_01453:259767e8775b,session,warehouse_measurement,S042_01453,synnetqos,session_id,S042_01453,S042_01453,10,0,0.0
warehouse_measurement:session:s042_01454:17b37d6fe086,session,warehouse_measurement,S042_01454,synnetqos,session_id,S042_01454,S042_01454,10,3,0.3
warehouse_measurement:session:s042_01455:62c4b1bad23b,session,warehouse_measurement,S042_01455,synnetqos,session_id,S042_01455,S042_01455,10,6,0.6
warehouse_measurement:session:s042_01456:d2ec790b8bc4,session,warehouse_measurement,S042_01456,synnetqos,session_id,S042_01456,S042_01456,10,7,0.7
warehouse_measurement:session:s042_01457:416594be7add,session,warehouse_measurement,S042_01457,synnetqos,session_id,S042_01457,S042_01457,10,7,0.7
warehouse_measurement:session:s042_01458:8611e13fffe9,session,warehouse_measurement,S042_01458,synnetqos,session_id,S042_01458,S042_01458,10,0,0.0
warehouse_measurement:session:s042_01459:c1264dde1d67,session,warehouse_measurement,S042_01459,synnetqos,session_id,S042_01459,S042_01459,10,3,0.3
warehouse_measurement:session:s042_01460:40a0cfbf290f,session,warehouse_measurement,S042_01460,synnetqos,session_id,S042_01460,S042_01460,10,9,0.9
warehouse_measurement:session:s042_01461:ed052633e415,session,warehouse_measurement,S042_01461,synnetqos,session_id,S042_01461,S042_01461,10,10,1.0
warehouse_measurement:session:s042_01462:033a5d795158,session,warehouse_measurement,S042_01462,synnetqos,session_id,S042_01462,S042_01462,10,1,0.1
warehouse_measurement:session:s042_01463:b5b3c58776a2,session,warehouse_measurement,S042_01463,synnetqos,session_id,S042_01463,S042_01463,10,7,0.7
warehouse_measurement:session:s042_01464:f06ddad554fb,session,warehouse_measurement,S042_01464,synnetqos,session_id,S042_01464,S042_01464,10,4,0.4
warehouse_measurement:session:s042_01465:065703af526a,session,warehouse_measurement,S042_01465,synnetqos,session_id,S042_01465,S042_01465,10,3,0.3
warehouse_measurement:session:s042_01466:cb889abe4963,session,warehouse_measurement,S042_01466,synnetqos,session_id,S042_01466,S042_01466,10,4,0.4
warehouse_measurement:session:s042_01467:ae008b5dc9a2,session,warehouse_measurement,S042_01467,synnetqos,session_id,S042_01467,S042_01467,10,8,0.8
warehouse_measurement:session:s042_01468:9635748b9afe,session,warehouse_measurement,S042_01468,synnetqos,session_id,S042_01468,S042_01468,10,3,0.3
warehouse_measurement:session:s042_01469:2e594e2ca154,session,warehouse_measurement,S042_01469,synnetqos,session_id,S042_01469,S042_01469,10,10,1.0
warehouse_measurement:session:s042_01470:99f16a9955a6,session,warehouse_measurement,S042_01470,synnetqos,session_id,S042_01470,S042_01470,10,4,0.4
warehouse_measurement:session:s042_01471:276535a04f60,session,warehouse_measurement,S042_01471,synnetqos,session_id,S042_01471,S042_01471,10,8,0.8
warehouse_measurement:session:s042_01472:2bf2be046ca6,session,warehouse_measurement,S042_01472,synnetqos,session_id,S042_01472,S042_01472,10,6,0.6
warehouse_measurement:session:s042_01473:72b890aaa818,session,warehouse_measurement,S042_01473,synnetqos,session_id,S042_01473,S042_01473,10,8,0.8
warehouse_measurement:session:s042_01474:5bcf0d881741,session,warehouse_measurement,S042_01474,synnetqos,session_id,S042_01474,S042_01474,10,3,0.3
warehouse_measurement:session:s042_01475:9d8b50e2e96f,session,warehouse_measurement,S042_01475,synnetqos,session_id,S042_01475,S042_01475,10,8,0.8
warehouse_measurement:session:s042_01476:7c347b4eeb08,session,warehouse_measurement,S042_01476,synnetqos,session_id,S042_01476,S042_01476,10,3,0.3
warehouse_measurement:session:s042_01477:32669b7d67c8,session,warehouse_measurement,S042_01477,synnetqos,session_id,S042_01477,S042_01477,10,10,1.0
warehouse_measurement:session:s042_01478:75ec5d1012d7,session,warehouse_measurement,S042_01478,synnetqos,session_id,S042_01478,S042_01478,10,1,0.1
warehouse_measurement:session:s042_01479:3675c20dab62,session,warehouse_measurement,S042_01479,synnetqos,session_id,S042_01479,S042_01479,10,3,0.3
warehouse_measurement:session:s042_01480:bc36dfc8e988,session,warehouse_measurement,S042_01480,synnetqos,session_id,S042_01480,S042_01480,10,0,0.0
warehouse_measurement:session:s042_01481:0d3d0dc242d3,session,warehouse_measurement,S042_01481,synnetqos,session_id,S042_01481,S042_01481,10,10,1.0
warehouse_measurement:session:s042_01482:5b0ba6af4db5,session,warehouse_measurement,S042_01482,synnetqos,session_id,S042_01482,S042_01482,10,4,0.4
warehouse_measurement:session:s042_01483:69170a486cff,session,warehouse_measurement,S042_01483,synnetqos,session_id,S042_01483,S042_01483,10,2,0.2
warehouse_measurement:session:s042_01484:fdb06e21dac8,session,warehouse_measurement,S042_01484,synnetqos,session_id,S042_01484,S042_01484,10,7,0.7
warehouse_measurement:session:s042_01485:3d032be4a22d,session,warehouse_measurement,S042_01485,synnetqos,session_id,S042_01485,S042_01485,10,3,0.3
warehouse_measurement:session:s042_01486:81964e6a3f23,session,warehouse_measurement,S042_01486,synnetqos,session_id,S042_01486,S042_01486,10,2,0.2
warehouse_measurement:session:s042_01487:018235222d94,session,warehouse_measurement,S042_01487,synnetqos,session_id,S042_01487,S042_01487,10,2,0.2
warehouse_measurement:session:s042_01488:34cda81d4792,session,warehouse_measurement,S042_01488,synnetqos,session_id,S042_01488,S042_01488,10,5,0.5
warehouse_measurement:session:s042_01489:73cb4ba57aec,session,warehouse_measurement,S042_01489,synnetqos,session_id,S042_01489,S042_01489,10,6,0.6
warehouse_measurement:session:s042_01490:808d8e5877bc,session,warehouse_measurement,S042_01490,synnetqos,session_id,S042_01490,S042_01490,10,0,0.0
warehouse_measurement:session:s042_01491:89db2a2836e5,session,warehouse_measurement,S042_01491,synnetqos,session_id,S042_01491,S042_01491,10,6,0.6
warehouse_measurement:session:s042_01492:283185c9763f,session,warehouse_measurement,S042_01492,synnetqos,session_id,S042_01492,S042_01492,10,2,0.2
warehouse_measurement:session:s042_01493:38481a896f52,session,warehouse_measurement,S042_01493,synnetqos,session_id,S042_01493,S042_01493,10,3,0.3
warehouse_measurement:session:s042_01494:0b89f8fdf53b,session,warehouse_measurement,S042_01494,synnetqos,session_id,S042_01494,S042_01494,10,5,0.5
warehouse_measurement:session:s042_01495:9e2c756a925a,session,warehouse_measurement,S042_01495,synnetqos,session_id,S042_01495,S042_01495,10,3,0.3
warehouse_measurement:session:s042_01496:bda327613bdb,session,warehouse_measurement,S042_01496,synnetqos,session_id,S042_01496,S042_01496,10,9,0.9
warehouse_measurement:session:s042_01497:d221270ddac9,session,warehouse_measurement,S042_01497,synnetqos,session_id,S042_01497,S042_01497,10,8,0.8
warehouse_measurement:session:s042_01498:ffc5b85544d4,session,warehouse_measurement,S042_01498,synnetqos,session_id,S042_01498,S042_01498,10,4,0.4
warehouse_measurement:session:s042_01499:0f0d69676644,session,warehouse_measurement,S042_01499,synnetqos,session_id,S042_01499,S042_01499,10,6,0.6
warehouse_measurement:session:s042_01500:68bd814d25dd,session,warehouse_measurement,S042_01500,synnetqos,session_id,S042_01500,S042_01500,10,8,0.8
warehouse_measurement:session:s042_01501:270181a86b22,session,warehouse_measurement,S042_01501,synnetqos,session_id,S042_01501,S042_01501,10,7,0.7
warehouse_measurement:session:s042_01502:40d2743b1586,session,warehouse_measurement,S042_01502,synnetqos,session_id,S042_01502,S042_01502,10,3,0.3
warehouse_measurement:session:s042_01503:36978c9a401a,session,warehouse_measurement,S042_01503,synnetqos,session_id,S042_01503,S042_01503,10,6,0.6
warehouse_measurement:session:s042_01504:3ff677f32679,session,warehouse_measurement,S042_01504,synnetqos,session_id,S042_01504,S042_01504,10,2,0.2
warehouse_measurement:session:s042_01505:378bab3787ff,session,warehouse_measurement,S042_01505,synnetqos,session_id,S042_01505,S042_01505,10,4,0.4
warehouse_measurement:session:s042_01506:95ab27dcc176,session,warehouse_measurement,S042_01506,synnetqos,session_id,S042_01506,S042_01506,10,1,0.1
warehouse_measurement:session:s042_01507:c32665081b2d,session,warehouse_measurement,S042_01507,synnetqos,session_id,S042_01507,S042_01507,10,4,0.4
warehouse_measurement:session:s042_01508:a0ed5455a98a,session,warehouse_measurement,S042_01508,synnetqos,session_id,S042_01508,S042_01508,10,3,0.3
warehouse_measurement:session:s042_01509:95e55d87b493,session,warehouse_measurement,S042_01509,synnetqos,session_id,S042_01509,S042_01509,10,10,1.0
warehouse_measurement:session:s042_01510:73b944d23b5a,session,warehouse_measurement,S042_01510,synnetqos,session_id,S042_01510,S042_01510,10,1,0.1
warehouse_measurement:session:s042_01511:b5568358641b,session,warehouse_measurement,S042_01511,synnetqos,session_id,S042_01511,S042_01511,10,5,0.5
warehouse_measurement:session:s042_01512:1dacc9172c0f,session,warehouse_measurement,S042_01512,synnetqos,session_id,S042_01512,S042_01512,10,6,0.6
warehouse_measurement:session:s042_01513:49d8261fc379,session,warehouse_measurement,S042_01513,synnetqos,session_id,S042_01513,S042_01513,10,4,0.4
warehouse_measurement:session:s042_01514:47cd8196e929,session,warehouse_measurement,S042_01514,synnetqos,session_id,S042_01514,S042_01514,10,10,1.0
warehouse_measurement:session:s042_01515:f5551d88c58b,session,warehouse_measurement,S042_01515,synnetqos,session_id,S042_01515,S042_01515,10,5,0.5
warehouse_measurement:session:s042_01516:bdbd4e49c062,session,warehouse_measurement,S042_01516,synnetqos,session_id,S042_01516,S042_01516,10,0,0.0
warehouse_measurement:session:s042_01517:24ce0a73fe5c,session,warehouse_measurement,S042_01517,synnetqos,session_id,S042_01517,S042_01517,10,3,0.3
warehouse_measurement:session:s042_01518:4950d8941ded,session,warehouse_measurement,S042_01518,synnetqos,session_id,S042_01518,S042_01518,10,2,0.2
warehouse_measurement:session:s042_01519:51017e658bd2,session,warehouse_measurement,S042_01519,synnetqos,session_id,S042_01519,S042_01519,10,0,0.0
warehouse_measurement:session:s042_01520:81da9e71bfd9,session,warehouse_measurement,S042_01520,synnetqos,session_id,S042_01520,S042_01520,10,6,0.6
warehouse_measurement:session:s042_01521:8c31b34c5ea5,session,warehouse_measurement,S042_01521,synnetqos,session_id,S042_01521,S042_01521,10,3,0.3
warehouse_measurement:session:s042_01522:b0c73d64fa3f,session,warehouse_measurement,S042_01522,synnetqos,session_id,S042_01522,S042_01522,10,10,1.0
warehouse_measurement:session:s042_01523:f38557a7302a,session,warehouse_measurement,S042_01523,synnetqos,session_id,S042_01523,S042_01523,10,10,1.0
warehouse_measurement:session:s042_01524:6c88b302a0c8,session,warehouse_measurement,S042_01524,synnetqos,session_id,S042_01524,S042_01524,10,10,1.0
warehouse_measurement:session:s042_01525:cf7eedc98f75,session,warehouse_measurement,S042_01525,synnetqos,session_id,S042_01525,S042_01525,10,0,0.0
warehouse_measurement:session:s042_01526:64c60a235a7a,session,warehouse_measurement,S042_01526,synnetqos,session_id,S042_01526,S042_01526,10,6,0.6
warehouse_measurement:session:s042_01527:65b009562f58,session,warehouse_measurement,S042_01527,synnetqos,session_id,S042_01527,S042_01527,10,9,0.9
warehouse_measurement:session:s042_01528:e6ead5f8ac8d,session,warehouse_measurement,S042_01528,synnetqos,session_id,S042_01528,S042_01528,10,9,0.9
warehouse_measurement:session:s042_01529:2c9ff064cc5b,session,warehouse_measurement,S042_01529,synnetqos,session_id,S042_01529,S042_01529,10,10,1.0
warehouse_measurement:session:s042_01530:5de2832ecf88,session,warehouse_measurement,S042_01530,synnetqos,session_id,S042_01530,S042_01530,10,10,1.0
warehouse_measurement:session:s042_01531:efeff0fa3d0d,session,warehouse_measurement,S042_01531,synnetqos,session_id,S042_01531,S042_01531,10,10,1.0
warehouse_measurement:session:s042_01532:b501e8bb16f5,session,warehouse_measurement,S042_01532,synnetqos,session_id,S042_01532,S042_01532,10,8,0.8
warehouse_measurement:session:s042_01533:6c72ec972e5a,session,warehouse_measurement,S042_01533,synnetqos,session_id,S042_01533,S042_01533,10,10,1.0
warehouse_measurement:session:s042_01534:0110ab8bae8e,session,warehouse_measurement,S042_01534,synnetqos,session_id,S042_01534,S042_01534,10,9,0.9
warehouse_measurement:session:s042_01535:6b4cb531e9b3,session,warehouse_measurement,S042_01535,synnetqos,session_id,S042_01535,S042_01535,10,5,0.5
warehouse_measurement:session:s042_01536:1a4388b75199,session,warehouse_measurement,S042_01536,synnetqos,session_id,S042_01536,S042_01536,10,4,0.4
warehouse_measurement:session:s042_01537:2cc963065455,session,warehouse_measurement,S042_01537,synnetqos,session_id,S042_01537,S042_01537,10,0,0.0
warehouse_measurement:session:s042_01538:c44a707654f0,session,warehouse_measurement,S042_01538,synnetqos,session_id,S042_01538,S042_01538,10,10,1.0
warehouse_measurement:session:s042_01539:138db177303a,session,warehouse_measurement,S042_01539,synnetqos,session_id,S042_01539,S042_01539,10,8,0.8
warehouse_measurement:session:s042_01540:07c4c17477ff,session,warehouse_measurement,S042_01540,synnetqos,session_id,S042_01540,S042_01540,10,7,0.7
warehouse_measurement:session:s042_01541:736821eff591,session,warehouse_measurement,S042_01541,synnetqos,session_id,S042_01541,S042_01541,10,9,0.9
warehouse_measurement:session:s042_01542:effb43f99126,session,warehouse_measurement,S042_01542,synnetqos,session_id,S042_01542,S042_01542,10,2,0.2
warehouse_measurement:session:s042_01543:99bb62ea2ca6,session,warehouse_measurement,S042_01543,synnetqos,session_id,S042_01543,S042_01543,10,10,1.0
warehouse_measurement:session:s042_01544:599a64f5a148,session,warehouse_measurement,S042_01544,synnetqos,session_id,S042_01544,S042_01544,10,7,0.7
warehouse_measurement:session:s042_01545:6b21a762f20c,session,warehouse_measurement,S042_01545,synnetqos,session_id,S042_01545,S042_01545,10,9,0.9
warehouse_measurement:session:s042_01546:fca16e27cc40,session,warehouse_measurement,S042_01546,synnetqos,session_id,S042_01546,S042_01546,10,1,0.1
warehouse_measurement:session:s042_01547:47b66ade38a3,session,warehouse_measurement,S042_01547,synnetqos,session_id,S042_01547,S042_01547,10,9,0.9
warehouse_measurement:session:s042_01548:36cc7a642061,session,warehouse_measurement,S042_01548,synnetqos,session_id,S042_01548,S042_01548,10,0,0.0
warehouse_measurement:session:s042_01549:ed0945a0364a,session,warehouse_measurement,S042_01549,synnetqos,session_id,S042_01549,S042_01549,10,4,0.4
warehouse_measurement:session:s042_01550:59d0ab926f03,session,warehouse_measurement,S042_01550,synnetqos,session_id,S042_01550,S042_01550,10,7,0.7
warehouse_measurement:session:s042_01551:7467236cedc4,session,warehouse_measurement,S042_01551,synnetqos,session_id,S042_01551,S042_01551,10,9,0.9
warehouse_measurement:session:s042_01552:317a8c4229b3,session,warehouse_measurement,S042_01552,synnetqos,session_id,S042_01552,S042_01552,10,5,0.5
warehouse_measurement:session:s042_01553:0416fda2c030,session,warehouse_measurement,S042_01553,synnetqos,session_id,S042_01553,S042_01553,10,1,0.1
warehouse_measurement:session:s042_01554:4cf8b35eef60,session,warehouse_measurement,S042_01554,synnetqos,session_id,S042_01554,S042_01554,10,4,0.4
warehouse_measurement:session:s042_01555:692bfb6899bf,session,warehouse_measurement,S042_01555,synnetqos,session_id,S042_01555,S042_01555,10,10,1.0
warehouse_measurement:session:s042_01556:2dbcea316b1b,session,warehouse_measurement,S042_01556,synnetqos,session_id,S042_01556,S042_01556,10,9,0.9
warehouse_measurement:session:s042_01557:6bbf2469c3e0,session,warehouse_measurement,S042_01557,synnetqos,session_id,S042_01557,S042_01557,10,2,0.2
warehouse_measurement:session:s042_01558:42be02bb8099,session,warehouse_measurement,S042_01558,synnetqos,session_id,S042_01558,S042_01558,10,1,0.1
warehouse_measurement:session:s042_01559:0156c79c2494,session,warehouse_measurement,S042_01559,synnetqos,session_id,S042_01559,S042_01559,10,1,0.1
warehouse_measurement:session:s042_01560:3981b4abce95,session,warehouse_measurement,S042_01560,synnetqos,session_id,S042_01560,S042_01560,10,8,0.8
warehouse_measurement:session:s042_01561:1b7885a44cdf,session,warehouse_measurement,S042_01561,synnetqos,session_id,S042_01561,S042_01561,10,3,0.3
warehouse_measurement:session:s042_01562:a37c38f28bb5,session,warehouse_measurement,S042_01562,synnetqos,session_id,S042_01562,S042_01562,10,4,0.4
warehouse_measurement:session:s042_01563:9d4911efa396,session,warehouse_measurement,S042_01563,synnetqos,session_id,S042_01563,S042_01563,10,9,0.9
warehouse_measurement:session:s042_01564:325a303c1b22,session,warehouse_measurement,S042_01564,synnetqos,session_id,S042_01564,S042_01564,10,1,0.1
warehouse_measurement:session:s042_01565:e7ffcc456e10,session,warehouse_measurement,S042_01565,synnetqos,session_id,S042_01565,S042_01565,10,5,0.5
warehouse_measurement:session:s042_01566:c3958917996f,session,warehouse_measurement,S042_01566,synnetqos,session_id,S042_01566,S042_01566,10,4,0.4
warehouse_measurement:session:s042_01567:fb48137113a5,session,warehouse_measurement,S042_01567,synnetqos,session_id,S042_01567,S042_01567,10,5,0.5
warehouse_measurement:session:s042_01568:df6c312cd690,session,warehouse_measurement,S042_01568,synnetqos,session_id,S042_01568,S042_01568,10,0,0.0
warehouse_measurement:session:s042_01569:03ba1cc7bd56,session,warehouse_measurement,S042_01569,synnetqos,session_id,S042_01569,S042_01569,10,7,0.7
warehouse_measurement:session:s042_01570:cbc352807bed,session,warehouse_measurement,S042_01570,synnetqos,session_id,S042_01570,S042_01570,10,3,0.3
warehouse_measurement:session:s042_01571:8b90ef5e2bdb,session,warehouse_measurement,S042_01571,synnetqos,session_id,S042_01571,S042_01571,10,2,0.2
warehouse_measurement:session:s042_01572:8b175152836e,session,warehouse_measurement,S042_01572,synnetqos,session_id,S042_01572,S042_01572,10,9,0.9
warehouse_measurement:session:s042_01573:917c203eebf8,session,warehouse_measurement,S042_01573,synnetqos,session_id,S042_01573,S042_01573,10,4,0.4
warehouse_measurement:session:s042_01574:4e19038d57bd,session,warehouse_measurement,S042_01574,synnetqos,session_id,S042_01574,S042_01574,10,8,0.8
warehouse_measurement:session:s042_01575:1523c4874dcb,session,warehouse_measurement,S042_01575,synnetqos,session_id,S042_01575,S042_01575,10,3,0.3
warehouse_measurement:session:s042_01576:b380873aeaca,session,warehouse_measurement,S042_01576,synnetqos,session_id,S042_01576,S042_01576,10,2,0.2
warehouse_measurement:session:s042_01577:3ecdcb11d8ae,session,warehouse_measurement,S042_01577,synnetqos,session_id,S042_01577,S042_01577,10,3,0.3
warehouse_measurement:session:s042_01578:3b196e3c3ecd,session,warehouse_measurement,S042_01578,synnetqos,session_id,S042_01578,S042_01578,10,10,1.0
warehouse_measurement:session:s042_01579:540a210d7e32,session,warehouse_measurement,S042_01579,synnetqos,session_id,S042_01579,S042_01579,10,9,0.9
warehouse_measurement:session:s042_01580:3a3f4826a7cc,session,warehouse_measurement,S042_01580,synnetqos,session_id,S042_01580,S042_01580,10,9,0.9
warehouse_measurement:session:s042_01581:4dc5f4290035,session,warehouse_measurement,S042_01581,synnetqos,session_id,S042_01581,S042_01581,10,4,0.4
warehouse_measurement:session:s042_01582:9da7f527b83a,session,warehouse_measurement,S042_01582,synnetqos,session_id,S042_01582,S042_01582,10,10,1.0
warehouse_measurement:session:s042_01583:bdb16f31c2e0,session,warehouse_measurement,S042_01583,synnetqos,session_id,S042_01583,S042_01583,10,9,0.9
warehouse_measurement:session:s042_01584:07c582505f94,session,warehouse_measurement,S042_01584,synnetqos,session_id,S042_01584,S042_01584,10,1,0.1
warehouse_measurement:session:s042_01585:787ec88963e1,session,warehouse_measurement,S042_01585,synnetqos,session_id,S042_01585,S042_01585,10,0,0.0
warehouse_measurement:session:s042_01586:3598940d40b4,session,warehouse_measurement,S042_01586,synnetqos,session_id,S042_01586,S042_01586,10,10,1.0
warehouse_measurement:session:s042_01587:5d39b199b79f,session,warehouse_measurement,S042_01587,synnetqos,session_id,S042_01587,S042_01587,10,6,0.6
warehouse_measurement:session:s042_01588:aa45a5a4b412,session,warehouse_measurement,S042_01588,synnetqos,session_id,S042_01588,S042_01588,10,0,0.0
warehouse_measurement:session:s042_01589:6b50c59923a0,session,warehouse_measurement,S042_01589,synnetqos,session_id,S042_01589,S042_01589,10,2,0.2
warehouse_measurement:session:s042_01590:608b596baeab,session,warehouse_measurement,S042_01590,synnetqos,session_id,S042_01590,S042_01590,10,7,0.7
warehouse_measurement:session:s042_01591:58e755766d02,session,warehouse_measurement,S042_01591,synnetqos,session_id,S042_01591,S042_01591,10,4,0.4
warehouse_measurement:session:s042_01592:bd8adfffe1aa,session,warehouse_measurement,S042_01592,synnetqos,session_id,S042_01592,S042_01592,10,2,0.2
