measurement_id,session_id,timestamp,service_degraded,high_latency,high_jitter,downlink_service_shortfall,poor_video_quality,hour,is_weekend,signal_strength_dbm,los_probability,distance_2d_m,distance_3d_m,breakpoint_distance_m,path_loss_db,deterministic_path_loss_db,shadow_fading_db,fast_fading_db,obstruction_penalty_db,weather_penalty_db,mobility_penalty_db,indoor_penalty_db,contextual_penalty_db,effective_tx_power_dbm,signal_strength_unclipped_dbm,rsrp_clipped,link_capacity_downlink_mbps,link_capacity_upload_mbps,offered_downlink_mbps,offered_upload_mbps,battery_level_percent,temperature_c,connected_duration_min,interval_handover_count,cumulative_handover_count,activity_factor,data_usage_mb,distance_to_tower_km,carrier_frequency_ghz,day_of_week,time_of_day_bin,deployment_area,area_type,ue_profile,ue_capability_class,network_type,operator_profile,infrastructure_profile,propagation_model,propagation_scenario,los_state,band,app_type,movement_speed,weather,obstruction_level,congestion_level,tower_load
synnetqos_m_00008238,S042_00823,2025-08-08 08:47:39.612005,0,0,0,0,0,8,False,-79.6,0.0269,669.22,669.27,156,120.66,130.98,-10.32,1.07,2,0,2,0,4,44,-79.6,False,49.88,7.48,3.31,0.41,97.81,30.5,8,0,4,0.101,2.59,0.669,2.6,Friday,morning,Area_D,Urban,UE-Basic,Basic,4G,Operator_I,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Call,Walking,Clear,Low,Medium,Light
synnetqos_m_00008239,S042_00823,2025-08-08 08:48:39.612005,1,1,1,1,1,8,False,-108.64,0.0263,684.36,684.41,156,150.27,131.33,18.94,1.63,2,0,2,0,4,44,-108.64,False,0.0,0.0,55.5,8.56,97.72,29.4,9,1,5,0.133,0.0,0.684,2.6,Friday,morning,Area_D,Urban,UE-Basic,Basic,4G,Operator_I,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Streaming,Walking,Clear,Low,High,Heavy
synnetqos_m_00008240,S042_00823,2025-08-08 08:49:39.612005,1,1,0,0,0,8,False,-99.96,0.0269,669.41,669.46,156,134.73,130.99,3.74,-5.23,2,0,2,0,4,44,-99.96,False,10.29,1.54,3.38,0.08,97.64,27.8,10,2,7,0.123,2.97,0.669,2.6,Friday,morning,Area_D,Urban,UE-Basic,Basic,4G,Operator_I,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Call,Walking,Clear,Low,Medium,Light
synnetqos_m_00008241,S042_00824,2025-08-10 08:01:47.214236,0,0,0,0,0,8,True,-86.3,0.0515,350.0,350.1,1560,113.34,114.13,-0.78,3.04,8,0,2,10,20,44,-86.3,False,188.22,65.88,342.06,68.59,83.84,25.8,1,0,0,0.083,109.44,0.35,26.0,Sunday,morning,Area_D,Urban,UE-Advanced,Advanced,5G SA,Operator_I,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,LOS,n258,Streaming,Walking,Clear,Medium,High,Moderate
synnetqos_m_00008242,S042_00824,2025-08-10 08:02:47.214236,1,1,1,1,0,8,True,-121.97,0.0668,271.59,271.73,1560,144.16,138.46,5.69,-1.82,8,0,2,10,20,44,-121.97,False,0.0,0.0,121.15,3.23,83.72,30.6,2,3,3,0.086,0.0,0.272,26.0,Sunday,morning,Area_D,Urban,UE-Advanced,Advanced,5G SA,Operator_I,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n258,Gaming,Walking,Clear,Medium,High,Light
synnetqos_m_00008243,S042_00824,2025-08-10 08:03:47.214236,1,1,0,1,0,8,True,-113.18,0.0665,272.57,272.7,1560,139.64,138.52,1.12,2.46,8,0,2,10,20,44,-113.18,False,3.8,1.33,80.25,1.13,83.6,30.3,3,1,4,0.119,3.4,0.273,26.0,Sunday,morning,Area_D,Urban,UE-Advanced,Advanced,5G SA,Operator_I,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n258,Browse,Walking,Clear,Medium,High,Light
synnetqos_m_00008244,S042_00824,2025-08-10 08:04:47.214236,1,0,0,1,0,8,True,-120.8,0.055,328.17,328.28,1560,140.52,141.36,-0.84,-4.28,8,0,2,10,20,44,-120.8,False,0.0,0.0,454.68,5.12,83.48,31.7,4,0,4,0.107,0.0,0.328,26.0,Sunday,morning,Area_D,Urban,UE-Advanced,Advanced,5G SA,Operator_I,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n258,Gaming,Walking,Clear,Medium,Medium,Light
synnetqos_m_00008245,S042_00824,2025-08-10 08:05:47.214236,1,0,0,1,0,8,True,-128.91,0.0521,345.63,345.73,1560,149.4,142.16,7.25,-3.51,8,0,2,10,20,44,-128.91,False,17.18,6.01,435.24,9.52,83.34,31.9,5,2,6,0.112,13.29,0.346,26.0,Sunday,morning,Area_D,Urban,UE-Advanced,Advanced,5G SA,Operator_I,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n258,Streaming,Walking,Clear,Medium,Medium,Light
synnetqos_m_00008246,S042_00824,2025-08-10 08:06:47.214236,1,1,0,0,0,8,True,-109.38,0.0515,350.0,350.1,1560,133.25,142.35,-9.1,-0.13,8,0,2,10,20,44,-109.38,False,2.8,0.98,7.7,0.1,83.24,30.4,6,4,10,0.079,1.66,0.35,26.0,Sunday,morning,Area_D,Urban,UE-Advanced,Advanced,5G SA,Operator_I,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n258,Call,Walking,Clear,Medium,High,Moderate
synnetqos_m_00008247,S042_00824,2025-08-10 08:07:47.214236,1,0,0,1,0,8,True,-119.92,0.0515,350.0,350.1,1560,142.47,142.35,0.12,-1.45,8,0,2,10,20,44,-119.92,False,3.21,1.12,76.39,4.84,83.11,29.4,7,0,10,0.137,3.19,0.35,26.0,Sunday,morning,Area_D,Urban,UE-Advanced,Advanced,5G SA,Operator_I,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n258,Gaming,Walking,Clear,Medium,Medium,Light
synnetqos_m_00008248,S042_00824,2025-08-10 08:08:47.214236,0,0,0,0,0,8,True,-114.42,0.0521,345.85,345.95,1560,134.88,142.17,-7.29,-3.54,8,0,2,10,20,44,-114.42,False,7.02,2.46,11.14,0.81,82.99,31.0,8,6,16,0.103,5.13,0.346,26.0,Sunday,morning,Area_D,Urban,UE-Advanced,Advanced,5G SA,Operator_I,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n258,Browse,Walking,Clear,Medium,Medium,Light
synnetqos_m_00008249,S042_00824,2025-08-10 08:09:47.214236,1,1,0,1,0,8,True,-117.93,0.0566,318.86,318.97,1560,142.08,140.92,1.16,0.16,8,0,2,10,20,44,-117.93,False,0.0,0.0,954.36,1.73,82.87,32.4,9,4,20,0.129,0.0,0.319,26.0,Sunday,morning,Area_D,Urban,UE-Advanced,Advanced,5G SA,Operator_I,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n258,Gaming,Walking,Clear,Medium,High,Light
synnetqos_m_00008250,S042_00824,2025-08-10 08:10:47.214236,0,0,0,0,0,8,True,-125.6,0.0724,251.46,251.6,1560,150.53,137.28,13.24,0.93,8,0,2,10,20,44,-125.6,False,3.97,1.39,8.52,0.11,82.74,29.4,10,0,20,0.095,2.73,0.251,26.0,Sunday,morning,Area_D,Urban,UE-Advanced,Advanced,5G SA,Operator_I,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n258,Call,Walking,Clear,Medium,Medium,Light
synnetqos_m_00008251,S042_00825,2025-08-03 17:28:34.440663,0,0,0,0,0,17,True,-64.19,0.0839,220.0,220.16,42,96.47,92.0,4.47,1.28,8,5,0,0,13,44,-64.19,False,705.07,176.27,612.43,59.34,84.76,30.6,1,0,0,0.117,522.01,0.22,0.7,Sunday,afternoon,Area_B,Urban,UE-Standard,Standard,5G NSA,Operator_D,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,LOS,n28,Streaming,Static,Rainy,Medium,Low,Light
synnetqos_m_00008252,S042_00825,2025-08-03 17:29:34.440663,0,0,0,0,0,17,True,-75.96,0.0839,220.0,220.16,42,107.8,101.8,6.0,0.83,8,5,0,0,13,44,-75.96,False,159.18,39.8,68.24,0.45,84.67,28.0,2,0,0,0.071,33.66,0.22,0.7,Sunday,afternoon,Area_B,Urban,UE-Standard,Standard,5G NSA,Operator_D,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n28,Browse,Static,Rainy,Medium,High,Heavy
synnetqos_m_00008253,S042_00825,2025-08-03 17:30:34.440663,0,0,0,0,0,17,True,-76.5,0.0839,220.0,220.16,42,104.97,101.8,3.17,-2.53,8,5,0,0,13,44,-76.5,False,414.91,103.73,521.63,13.52,84.37,30.7,3,0,0,0.086,242.12,0.22,0.7,Sunday,afternoon,Area_B,Urban,UE-Standard,Standard,5G NSA,Operator_D,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n28,Streaming,Static,Rainy,Medium,Medium,Moderate
synnetqos_m_00008254,S042_00825,2025-08-03 17:31:34.440663,0,0,0,0,0,17,True,-65.27,0.0839,220.0,220.16,42,95.05,101.8,-6.75,-1.22,8,5,0,0,13,44,-65.27,False,164.95,41.24,67.9,2.57,84.26,28.0,4,0,0,0.112,59.5,0.22,0.7,Sunday,afternoon,Area_B,Urban,UE-Standard,Standard,5G NSA,Operator_D,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n28,Browse,Static,Rainy,Medium,High,Moderate
synnetqos_m_00008255,S042_00825,2025-08-03 17:32:34.440663,0,0,0,0,0,17,True,-73.87,0.0839,220.0,220.16,42,104.94,101.8,3.14,0.07,8,5,0,0,13,44,-73.87,False,405.26,101.32,66.98,62.59,84.16,29.8,5,0,0,0.095,44.4,0.22,0.7,Sunday,afternoon,Area_B,Urban,UE-Standard,Standard,5G NSA,Operator_D,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n28,Streaming,Static,Rainy,Medium,Medium,Light
synnetqos_m_00008256,S042_00825,2025-08-03 17:33:34.440663,1,0,0,1,0,17,True,-63.75,0.0839,220.0,220.16,42,94.64,101.8,-7.16,-0.11,8,5,0,0,13,44,-63.75,False,170.58,42.64,1500.0,7.5,83.96,31.4,6,0,0,0.127,148.66,0.22,0.7,Sunday,afternoon,Area_B,Urban,UE-Standard,Standard,5G NSA,Operator_D,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n28,Streaming,Static,Rainy,Medium,High,Light
synnetqos_m_00008257,S042_00825,2025-08-03 17:34:34.440663,0,0,0,0,0,17,True,-73.57,0.0839,220.0,220.16,42,101.03,101.8,-0.77,-3.54,8,5,0,0,13,44,-73.57,False,411.91,102.98,176.17,11.95,83.78,32.3,7,0,0,0.093,125.28,0.22,0.7,Sunday,afternoon,Area_B,Urban,UE-Standard,Standard,5G NSA,Operator_D,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n28,Streaming,Static,Rainy,Medium,Medium,Moderate
synnetqos_m_00008258,S042_00825,2025-08-03 17:35:34.440663,0,0,0,0,0,17,True,-64.69,0.0839,220.0,220.16,42,95.48,101.8,-6.32,-0.21,8,5,0,0,13,44,-64.69,False,430.77,107.69,103.49,0.28,83.64,30.6,8,0,0,0.122,87.06,0.22,0.7,Sunday,afternoon,Area_B,Urban,UE-Standard,Standard,5G NSA,Operator_D,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n28,Browse,Static,Rainy,Medium,Medium,Moderate
synnetqos_m_00008259,S042_00825,2025-08-03 17:36:34.440663,0,0,0,0,0,17,True,-59.78,0.0839,220.0,220.16,42,90.32,101.8,-11.48,-0.46,8,5,0,0,13,44,-59.78,False,411.54,102.88,87.59,15.23,83.51,29.3,9,0,0,0.121,81.89,0.22,0.7,Sunday,afternoon,Area_B,Urban,UE-Standard,Standard,5G NSA,Operator_D,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n28,Gaming,Static,Rainy,Medium,Medium,Light
synnetqos_m_00008260,S042_00825,2025-08-03 17:37:34.440663,0,0,0,0,0,17,True,-59.18,0.0839,220.0,220.16,42,91.6,92.0,-0.4,1.42,8,5,0,0,13,44,-59.18,False,412.52,103.13,51.75,0.18,83.42,30.1,10,0,0,0.112,40.08,0.22,0.7,Sunday,afternoon,Area_B,Urban,UE-Standard,Standard,5G NSA,Operator_D,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,LOS,n28,Call,Static,Rainy,Medium,Medium,Moderate
synnetqos_m_00008261,S042_00826,2025-08-25 01:00:35.258179,1,0,0,1,0,1,False,-98.16,0.0342,526.06,526.13,210,116.94,130.04,-13.11,2.77,8,8,2,10,28,44,-98.16,False,94.31,23.58,339.19,21.56,93.5,31.3,1,0,0,0.075,52.74,0.526,3.5,Monday,night,Area_E,Urban,UE-Basic,Basic,5G NSA,Operator_L,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Streaming,Walking,Foggy,Medium,Medium,Moderate
synnetqos_m_00008262,S042_00826,2025-08-25 01:01:35.258179,1,1,0,1,0,1,False,-104.0,0.0328,549.61,549.67,210,116.65,130.71,-14.06,-3.34,8,8,2,10,28,44,-104.0,False,0.0,0.0,87.4,2.7,93.39,31.8,2,2,2,0.112,0.0,0.55,3.5,Monday,night,Area_E,Urban,UE-Basic,Basic,5G NSA,Operator_L,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Browse,Walking,Foggy,Medium,High,Heavy
synnetqos_m_00008263,S042_00826,2025-08-25 01:02:35.258179,1,1,0,1,0,1,False,-119.28,0.028,642.88,642.94,210,136.73,133.12,3.61,1.45,8,8,2,10,28,44,-119.28,False,6.96,1.74,23.36,0.37,93.24,29.7,3,0,2,0.101,5.26,0.643,3.5,Monday,night,Area_E,Urban,UE-Basic,Basic,5G NSA,Operator_L,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Browse,Walking,Foggy,Medium,Medium,Moderate
synnetqos_m_00008264,S042_00826,2025-08-25 01:03:35.258179,1,1,0,1,0,1,False,-131.01,0.0259,695.36,695.41,210,145.42,134.32,11.1,-1.59,8,8,2,10,28,44,-131.01,False,5.67,1.42,81.09,0.06,93.09,27.9,4,1,3,0.111,4.7,0.695,3.5,Monday,night,Area_E,Urban,UE-Basic,Basic,5G NSA,Operator_L,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Browse,Walking,Foggy,Medium,High,Heavy
synnetqos_m_00008265,S042_00826,2025-08-25 01:04:35.258179,1,0,0,1,0,1,False,-116.75,0.0255,705.86,705.91,210,131.23,134.55,-3.32,-1.52,8,8,2,10,28,44,-116.75,False,11.44,2.86,160.51,24.47,92.95,30.6,5,1,4,0.08,6.48,0.706,3.5,Monday,night,Area_E,Urban,UE-Basic,Basic,5G NSA,Operator_L,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Gaming,Walking,Foggy,Medium,Low,Light
synnetqos_m_00008266,S042_00826,2025-08-25 01:05:35.258179,1,0,0,1,0,1,False,-133.58,0.0253,711.42,711.48,210,147.17,134.67,12.5,-2.41,8,8,2,10,28,44,-133.58,False,10.9,2.72,114.52,95.69,92.8,28.2,6,3,7,0.107,8.2,0.711,3.5,Monday,night,Area_E,Urban,UE-Basic,Basic,5G NSA,Operator_L,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Streaming,Walking,Foggy,Medium,Low,Light
synnetqos_m_00008267,S042_00826,2025-08-25 01:06:35.258179,1,1,0,0,0,1,False,-109.72,0.025,720.53,720.58,210,126.82,134.86,-8.04,1.1,8,8,2,10,28,44,-109.72,False,12.28,3.07,2.16,0.13,92.67,30.5,7,1,8,0.07,1.13,0.721,3.5,Monday,night,Area_E,Urban,UE-Basic,Basic,5G NSA,Operator_L,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Call,Walking,Foggy,Medium,Medium,Light
synnetqos_m_00008268,S042_00826,2025-08-25 01:07:35.258179,1,0,0,1,0,1,False,-116.15,0.0231,780.28,780.33,210,129.64,136.09,-6.44,-2.51,8,8,2,10,28,44,-116.15,False,9.25,2.31,39.06,0.56,92.52,31.1,8,0,8,0.123,8.51,0.78,3.5,Monday,night,Area_E,Urban,UE-Basic,Basic,5G NSA,Operator_L,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Browse,Walking,Foggy,Medium,Low,Light
synnetqos_m_00008269,S042_00826,2025-08-25 01:08:35.258179,1,1,0,1,1,1,False,-123.99,0.0278,647.32,647.37,210,138.66,133.22,5.43,-1.33,8,8,2,10,28,44,-123.99,False,3.8,0.95,512.75,108.84,92.38,27.3,9,1,9,0.06,1.7,0.647,3.5,Monday,night,Area_E,Urban,UE-Basic,Basic,5G NSA,Operator_L,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Streaming,Walking,Foggy,Medium,Medium,Moderate
synnetqos_m_00008270,S042_00826,2025-08-25 01:09:35.258179,1,1,1,1,1,1,False,-123.65,0.0276,651.73,651.78,210,138.51,133.33,5.18,-1.14,8,8,2,10,28,44,-123.65,False,5.68,1.42,361.68,8.22,92.23,31.3,10,3,12,0.078,3.33,0.652,3.5,Monday,night,Area_E,Urban,UE-Basic,Basic,5G NSA,Operator_L,Moderately_Degraded,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Streaming,Walking,Foggy,Medium,High,Heavy
synnetqos_m_00008271,S042_00827,2025-08-15 22:40:56.463143,1,0,0,1,0,22,False,-75.33,0.0248,725.97,726.02,156,116.99,132.23,-15.24,1.66,2,0,2,0,4,44,-75.33,False,26.73,4.01,568.16,12.29,93.12,29.9,1,1,1,0.093,17.82,0.726,2.6,Friday,evening,Area_C,Urban,UE-Advanced,Advanced,4G,Operator_G,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Streaming,Walking,Clear,Low,High,Light
synnetqos_m_00008272,S042_00827,2025-08-15 22:41:56.463143,0,0,0,0,0,22,False,-86.64,0.0254,708.83,708.88,156,131.11,131.86,-0.76,4.47,2,0,2,0,4,44,-86.64,False,51.52,7.73,31.12,0.52,93.06,27.2,2,2,3,0.07,16.14,0.709,2.6,Friday,evening,Area_C,Urban,UE-Advanced,Advanced,4G,Operator_G,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Browse,Walking,Clear,Low,Medium,Light
synnetqos_m_00008273,S042_00827,2025-08-15 22:42:56.463143,1,1,1,1,0,22,False,-101.92,0.0225,799.89,799.94,156,143.05,133.72,9.33,1.13,2,0,2,0,4,44,-101.92,False,3.71,0.56,156.7,11.04,92.99,28.2,3,3,6,0.087,2.4,0.8,2.6,Friday,evening,Area_C,Urban,UE-Advanced,Advanced,4G,Operator_G,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Gaming,Walking,Clear,Low,High,Light
synnetqos_m_00008274,S042_00827,2025-08-15 22:43:56.463143,1,1,0,1,0,22,False,-111.78,0.0143,1260.66,1260.69,156,146.34,140.69,5.65,-1.44,2,0,6,0,8,44,-111.78,False,1.72,0.26,144.48,2.08,92.9,28.6,4,5,11,0.091,1.11,1.261,2.6,Friday,evening,Area_C,Urban,UE-Advanced,Advanced,4G,Operator_G,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Gaming,Driving,Clear,Low,Medium,Light
synnetqos_m_00008275,S042_00827,2025-08-15 22:44:56.463143,1,1,0,1,0,22,False,-95.54,0.0139,1293.9,1293.93,156,133.95,141.09,-7.14,2.41,2,0,6,0,8,44,-95.54,False,4.47,0.67,241.8,12.17,92.84,30.7,5,3,14,0.044,1.49,1.294,2.6,Friday,evening,Area_C,Urban,UE-Advanced,Advanced,4G,Operator_G,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Gaming,Driving,Clear,Low,High,Light
synnetqos_m_00008276,S042_00827,2025-08-15 22:45:56.463143,1,1,0,1,0,22,False,-125.63,0.009,2000.0,2000.02,156,162.52,147.77,14.75,0.89,2,0,6,0,8,44,-125.63,False,0.0,0.0,60.04,1.31,92.75,29.5,6,2,16,0.094,0.0,2.0,2.6,Friday,evening,Area_C,Urban,UE-Advanced,Advanced,4G,Operator_G,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Browse,Driving,Clear,Low,Medium,Light
synnetqos_m_00008277,S042_00827,2025-08-15 22:46:56.463143,1,1,0,1,0,22,False,-111.14,0.009,2000.0,2000.02,156,150.12,147.77,2.36,2.99,2,0,6,0,8,44,-111.14,False,2.53,0.38,123.92,1.65,92.67,31.2,7,4,20,0.138,2.4,2.0,2.6,Friday,evening,Area_C,Urban,UE-Advanced,Advanced,4G,Operator_G,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Gaming,Driving,Clear,Low,Medium,Light
synnetqos_m_00008278,S042_00827,2025-08-15 22:47:56.463143,1,1,1,1,1,22,False,-109.17,0.009,2000.0,2000.02,156,145.37,147.77,-2.4,0.19,2,0,6,0,8,44,-109.17,False,1.1,0.16,61.25,13.48,92.59,32.4,8,2,22,0.045,0.37,2.0,2.6,Friday,evening,Area_C,Urban,UE-Advanced,Advanced,4G,Operator_G,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Streaming,Driving,Clear,Low,High,Moderate
synnetqos_m_00008279,S042_00827,2025-08-15 22:48:56.463143,1,1,0,1,0,22,False,-118.1,0.0093,1940.08,1940.09,156,155.2,147.3,7.91,1.1,2,0,6,0,8,44,-118.1,False,0.0,0.0,33.53,0.3,92.49,30.6,9,2,24,0.096,0.0,1.94,2.6,Friday,evening,Area_C,Urban,UE-Advanced,Advanced,4G,Operator_G,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Browse,Driving,Clear,Low,Medium,Light
synnetqos_m_00008280,S042_00827,2025-08-15 22:49:56.463143,1,1,1,1,0,22,False,-106.34,0.0106,1699.99,1700.01,156,141.25,145.27,-4.03,-1.1,2,0,6,0,8,44,-106.34,False,1.2,0.18,46.88,20.75,92.42,29.5,10,2,26,0.108,0.93,1.7,2.6,Friday,evening,Area_C,Urban,UE-Advanced,Advanced,4G,Operator_G,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,LTE_Anchor,Gaming,Driving,Clear,Low,High,Light
synnetqos_m_00008281,S042_00828,2025-08-19 01:25:50.555313,0,0,0,0,0,1,False,-97.7,0.0254,710.0,710.05,210,132.81,134.64,-1.83,3.11,2,0,0,10,12,44,-97.7,False,70.8,24.78,25.19,34.52,80.64,31.6,1,0,0,0.083,16.4,0.71,3.5,Tuesday,night,Area_A,Urban,UE-Standard,Standard,5G SA,Operator_B,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Gaming,Static,Clear,Low,High,Heavy
synnetqos_m_00008282,S042_00828,2025-08-19 01:26:50.555313,0,0,0,0,0,1,False,-98.27,0.0254,710.0,710.05,210,130.41,134.64,-4.23,0.13,2,0,0,10,12,44,-98.27,False,71.06,24.87,32.2,0.38,80.54,30.7,2,0,0,0.047,10.96,0.71,3.5,Tuesday,night,Area_A,Urban,UE-Standard,Standard,5G SA,Operator_B,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Call,Static,Clear,Low,High,Heavy
synnetqos_m_00008283,S042_00828,2025-08-19 01:27:50.555313,0,0,0,0,0,1,False,-96.52,0.0254,710.0,710.05,210,129.51,134.64,-5.13,0.99,2,0,0,10,12,44,-96.52,False,238.43,83.45,128.85,3.23,80.37,32.0,3,0,0,0.08,70.98,0.71,3.5,Tuesday,night,Area_A,Urban,UE-Standard,Standard,5G SA,Operator_B,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Gaming,Static,Clear,Low,Medium,Moderate
synnetqos_m_00008284,S042_00828,2025-08-19 01:28:50.555313,0,0,0,0,0,1,False,-106.87,0.0254,710.0,710.05,210,139.7,134.64,5.06,0.84,2,0,0,10,12,44,-106.87,False,77.9,27.26,10.81,0.23,80.26,31.7,4,0,0,0.051,3.92,0.71,3.5,Tuesday,night,Area_A,Urban,UE-Standard,Standard,5G SA,Operator_B,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Call,Static,Clear,Low,Low,Light
synnetqos_m_00008285,S042_00828,2025-08-19 01:29:50.555313,0,0,0,0,0,1,False,-90.44,0.0254,710.0,710.05,210,120.51,134.64,-14.13,-1.93,2,0,0,10,12,44,-90.44,False,165.12,57.79,7.34,0.25,80.17,31.1,5,0,0,0.122,6.79,0.71,3.5,Tuesday,night,Area_A,Urban,UE-Standard,Standard,5G SA,Operator_B,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Call,Static,Clear,Low,High,Heavy
synnetqos_m_00008286,S042_00828,2025-08-19 01:30:50.555313,1,0,0,1,0,1,False,-108.95,0.0254,710.0,710.05,210,141.96,134.64,7.32,1.01,2,0,0,10,12,44,-108.95,False,54.5,19.08,664.01,58.77,80.0,31.8,6,0,0,0.141,55.12,0.71,3.5,Tuesday,night,Area_A,Urban,UE-Standard,Standard,5G SA,Operator_B,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Streaming,Static,Clear,Low,Low,Light
synnetqos_m_00008287,S042_00828,2025-08-19 01:31:50.555313,1,1,0,1,0,1,False,-110.13,0.0254,710.0,710.05,210,140.33,134.64,5.69,-1.8,2,0,0,10,12,44,-110.13,False,11.04,3.86,1500.0,3.34,79.88,29.8,7,0,0,0.161,12.97,0.71,3.5,Tuesday,night,Area_A,Urban,UE-Standard,Standard,5G SA,Operator_B,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Browse,Static,Clear,Low,High,Heavy
synnetqos_m_00008288,S042_00828,2025-08-19 01:32:50.555313,0,0,0,0,0,1,False,-96.89,0.0254,710.0,710.05,210,129.0,134.64,-5.64,0.11,2,0,0,10,12,44,-96.89,False,225.82,79.04,54.17,1.65,79.75,29.8,8,0,0,0.094,35.99,0.71,3.5,Tuesday,night,Area_A,Urban,UE-Standard,Standard,5G SA,Operator_B,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Browse,Static,Clear,Low,Medium,Moderate
synnetqos_m_00008289,S042_00828,2025-08-19 01:33:50.555313,1,0,0,1,0,1,False,-104.46,0.0254,710.0,710.05,210,138.4,134.64,3.76,1.94,2,0,0,10,12,44,-104.46,False,76.04,26.61,286.2,17.1,79.6,32.0,9,0,0,0.082,45.58,0.71,3.5,Tuesday,night,Area_A,Urban,UE-Standard,Standard,5G SA,Operator_B,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Gaming,Static,Clear,Low,Medium,Moderate
synnetqos_m_00008290,S042_00828,2025-08-19 01:34:50.555313,0,0,0,0,0,1,False,-102.32,0.0254,710.0,710.05,210,137.58,134.64,2.94,3.26,2,0,0,10,12,44,-102.32,False,180.24,63.08,30.71,0.23,79.47,31.2,10,0,0,0.106,23.21,0.71,3.5,Tuesday,night,Area_A,Urban,UE-Standard,Standard,5G SA,Operator_B,Nominal,tr38901_umi_street_canyon,UMi_Street_Canyon,NLOS,n78,Call,Static,Clear,Low,Low,Light
