measurement_id,session_id,timestamp,service_degraded,signal_strength_dbm,los_probability,distance_2d_m,path_loss_db,contextual_penalty_db,link_capacity_downlink_mbps,offered_downlink_mbps,download_speed_mbps,offered_upload_mbps,upload_speed_mbps,latency_ms,jitter_ms,ping_ms,interval_handover_count,activity_factor,data_usage_mb,distance_to_tower_km,throughput_satisfaction_ratio,downlink_shortfall_fraction,network_type,infrastructure_profile,band,app_type,movement_speed,weather,obstruction_level,congestion_level,tower_load,time_of_day_bin
synnetqos_m_00004916,S042_00491,2025-07-27 06:58:33.104559,1,-101.4,0.0337,534.54,133.69,10,1.91,327.37,1.82,83.3,0.27,293.53,0.73,298.1,0,0.076,1.04,0.535,0.005559458716437059,0.994440541283563,4G,Nominal,LTE_Anchor,Streaming,Walking,Clear,Medium,High,Heavy,morning
synnetqos_m_00004917,S042_00491,2025-07-27 06:59:33.104559,0,-74.19,0.0337,534.54,112.03,8,56.89,24.29,24.1,0.26,0.26,70.4,0.16,69.5,0,0.102,18.46,0.535,0.9921778509674765,0.00782214903252354,4G,Nominal,LTE_Anchor,Browse,Static,Clear,Medium,Medium,Light,morning
synnetqos_m_00004918,S042_00491,2025-07-27 07:00:33.104559,0,-89.38,0.0337,534.54,127.78,8,39.09,37.59,35.55,2.14,2.16,127.42,0.17,125.0,0,0.092,24.41,0.535,0.9457302474062249,0.05426975259377509,4G,Nominal,LTE_Anchor,Browse,Static,Clear,Medium,Medium,Light,morning
synnetqos_m_00004919,S042_00491,2025-07-27 07:01:33.104559,0,-93.46,0.0337,534.54,129.71,8,55.09,62.94,53.81,46.69,8.26,99.2,0.16,100.4,0,0.08,32.12,0.535,0.8549412138544646,0.14505878614553536,4G,Nominal,LTE_Anchor,Streaming,Static,Clear,Medium,Low,Light,morning
synnetqos_m_00004920,S042_00491,2025-07-27 07:02:33.104559,1,-86.46,0.0337,534.54,119.9,8,15.99,1.1,1.08,0.31,0.3,173.67,0.34,175.6,0,0.103,0.83,0.535,0.9818181818181818,0.018181818181818188,4G,Nominal,LTE_Anchor,Call,Static,Clear,Medium,High,Heavy,morning
synnetqos_m_00004921,S042_00492,2025-08-03 21:44:01.634469,0,-81.63,0.0711,255.95,123.25,4,528.01,28.45,26.76,0.05,0.05,44.56,0.11,38.9,0,0.124,24.79,0.256,0.940597539543058,0.059402460456941975,5G SA,Nominal,n257,Call,Walking,Clear,Low,Medium,Moderate,evening
synnetqos_m_00004922,S042_00492,2025-08-03 21:45:01.634469,1,-103.59,0.0731,249.39,143.77,4,10.65,152.18,10.32,1.82,1.86,159.09,0.44,156.4,2,0.096,7.46,0.249,0.06781443027993166,0.9321855697200684,5G SA,Nominal,n257,Browse,Walking,Clear,Low,High,Heavy,evening
synnetqos_m_00004923,S042_00492,2025-08-03 21:46:01.634469,0,-85.54,0.0725,251.2,124.98,4,206.99,219.75,206.99,3.65,3.68,83.49,0.16,85.4,1,0.065,101.35,0.251,0.9419340159271901,0.05806598407280994,5G SA,Nominal,n257,Gaming,Walking,Clear,Low,High,Light,evening
synnetqos_m_00004924,S042_00492,2025-08-03 21:47:01.634469,0,-94.34,0.0864,214.25,137.34,4,292.08,34.84,33.09,1.43,1.32,74.83,0.17,79.2,1,0.115,28.66,0.214,0.9497703788748565,0.05022962112514351,5G SA,Nominal,n257,Browse,Walking,Clear,Low,Medium,Light,evening
synnetqos_m_00004925,S042_00492,2025-08-03 21:48:01.634469,1,-101.24,0.091,204.84,138.84,4,51.57,379.37,51.57,22.76,16.48,148.97,0.4,148.9,0,0.115,44.54,0.205,0.13593589371853335,0.8640641062814667,5G SA,Nominal,n257,Gaming,Walking,Clear,Low,High,Moderate,evening
synnetqos_m_00004926,S042_00492,2025-08-03 21:49:01.634469,0,-87.4,0.091,204.84,128.44,2,849.08,287.0,259.92,41.95,38.31,35.92,0.05,31.6,0,0.095,185.77,0.205,0.9056445993031359,0.0943554006968641,5G SA,Nominal,n257,Streaming,Static,Clear,Low,Low,Light,evening
synnetqos_m_00004927,S042_00492,2025-08-03 21:50:01.634469,0,-76.03,0.091,204.84,118.01,2,240.95,82.7,77.09,0.21,0.2,40.51,0.06,43.5,0,0.07,40.24,0.205,0.9321644498186216,0.06783555018137843,5G SA,Nominal,n257,Browse,Static,Clear,Low,High,Heavy,evening
synnetqos_m_00004928,S042_00492,2025-08-03 21:51:01.634469,0,-83.41,0.091,204.84,130.44,2,571.61,19.75,18.72,0.97,1.0,44.89,0.08,48.4,0,0.078,10.9,0.205,0.9478481012658228,0.05215189873417725,5G SA,Nominal,n257,Browse,Static,Clear,Low,Medium,Moderate,evening
synnetqos_m_00004929,S042_00492,2025-08-03 21:52:01.634469,0,-96.45,0.091,204.84,141.55,2,256.49,33.44,34.44,1.59,1.5,69.77,0.09,69.9,0,0.142,36.67,0.205,1.0299043062200957,0.0,5G SA,Nominal,n257,Browse,Static,Clear,Low,Medium,Moderate,evening
synnetqos_m_00004930,S042_00492,2025-08-03 21:53:01.634469,0,-84.11,0.091,204.84,127.69,2,559.3,555.19,537.64,19.27,17.89,43.15,0.06,42.1,0,0.097,392.91,0.205,0.9683892000936615,0.03161079990633853,5G SA,Nominal,n257,Streaming,Static,Clear,Low,Medium,Moderate,evening
synnetqos_m_00004931,S042_00493,2025-08-04 18:25:01.650267,0,-78.67,0.0254,710.0,112.77,13,165.16,10.55,9.92,0.16,0.15,80.32,0.12,83.2,0,0.107,7.97,0.71,0.9402843601895734,0.0597156398104266,5G NSA,Nominal,n28,Call,Static,Rainy,Medium,High,Light,evening
synnetqos_m_00004932,S042_00493,2025-08-04 18:26:01.650267,0,-83.56,0.0254,710.0,114.02,13,171.89,180.49,171.89,88.95,42.97,104.34,0.21,104.8,0,0.069,88.9,0.71,0.9523519308548949,0.04764806914510511,5G NSA,Nominal,n28,Streaming,Static,Rainy,Medium,High,Light,evening
synnetqos_m_00004933,S042_00493,2025-08-04 18:27:01.650267,0,-88.02,0.0254,710.0,119.89,13,366.2,56.97,54.69,1.16,1.08,80.41,0.1,82.1,0,0.127,52.08,0.71,0.9599789362822538,0.040021063717746164,5G NSA,Nominal,n28,Browse,Static,Rainy,Medium,Medium,Moderate,evening
synnetqos_m_00004934,S042_00493,2025-08-04 18:28:01.650267,0,-90.19,0.0254,710.0,119.06,13,101.35,73.58,68.98,47.97,23.94,135.96,0.32,132.8,0,0.097,50.39,0.71,0.9374830116879588,0.06251698831204122,5G NSA,Nominal,n28,Streaming,Static,Rainy,Medium,High,Moderate,evening
synnetqos_m_00004935,S042_00493,2025-08-04 18:29:01.650267,0,-89.98,0.0254,710.0,123.73,13,321.37,103.71,106.58,0.84,0.82,89.46,0.19,86.4,0,0.117,93.87,0.71,1.027673319834153,0.0,5G NSA,Nominal,n28,Browse,Static,Rainy,Medium,Medium,Moderate,evening
synnetqos_m_00004936,S042_00493,2025-08-04 18:30:01.650267,1,-101.56,0.0254,710.0,130.01,13,28.28,196.97,28.28,1.95,1.9,180.55,0.21,183.8,0,0.115,24.49,0.71,0.14357516373051735,0.8564248362694826,5G NSA,Nominal,n28,Gaming,Static,Rainy,Medium,High,Light,evening
synnetqos_m_00004937,S042_00493,2025-08-04 18:31:01.650267,0,-94.66,0.0254,710.0,127.84,13,233.94,75.2,69.27,0.4,0.41,101.57,0.1,90.3,0,0.124,64.66,0.71,0.9211436170212766,0.07885638297872344,5G NSA,Nominal,n28,Browse,Static,Rainy,Medium,Medium,Light,evening
synnetqos_m_00004938,S042_00493,2025-08-04 18:32:01.650267,1,-98.62,0.0254,710.0,128.51,13,43.79,70.98,43.79,1.31,1.38,171.74,0.37,166.3,0,0.113,37.05,0.71,0.6169343477035785,0.38306565229642153,5G NSA,Nominal,n28,Browse,Static,Rainy,Medium,High,Light,evening
synnetqos_m_00004939,S042_00493,2025-08-04 18:33:01.650267,0,-87.3,0.0254,710.0,116.71,13,378.7,221.2,200.22,4.49,4.54,73.4,0.09,70.6,0,0.103,154.42,0.71,0.9051537070524412,0.09484629294755875,5G NSA,Nominal,n28,Gaming,Static,Rainy,Medium,Medium,Light,evening
synnetqos_m_00004940,S042_00493,2025-08-04 18:34:01.650267,0,-93.88,0.0254,710.0,120.36,13,245.85,8.64,8.89,0.1,0.1,96.71,0.17,97.8,0,0.124,8.25,0.71,1.0289351851851851,0.0,5G NSA,Nominal,n28,Call,Static,Rainy,Medium,Medium,Light,evening
synnetqos_m_00004941,S042_00494,2025-07-31 07:29:43.286700,1,-113.79,0.0605,298.76,142.87,12,1.45,67.81,1.32,0.33,0.32,272.52,0.57,274.0,0,0.101,1.0,0.299,0.019466155434301725,0.9805338445656983,5G NSA,Nominal,n260,Call,Walking,Foggy,Low,High,Moderate,morning
synnetqos_m_00004942,S042_00494,2025-07-31 07:30:43.286700,0,-85.62,0.0608,297.45,116.12,12,268.9,28.93,29.93,0.38,0.39,79.62,0.14,80.2,2,0.136,30.42,0.297,1.0345661942620117,0.0,5G NSA,Nominal,n260,Call,Walking,Foggy,Low,Medium,Light,morning
synnetqos_m_00004943,S042_00494,2025-07-31 07:31:43.286700,1,-109.25,0.0628,288.21,139.55,12,12.53,15.33,11.69,0.54,0.52,157.19,0.45,153.0,1,0.074,6.52,0.288,0.7625570776255708,0.2374429223744292,5G NSA,Nominal,n260,Call,Walking,Foggy,Low,Medium,Moderate,morning
synnetqos_m_00004944,S042_00494,2025-07-31 07:32:43.286700,1,-121.38,0.0602,300.0,150.7,12,2.87,12.9,2.64,0.25,0.23,141.57,0.25,139.2,2,0.129,2.55,0.3,0.20465116279069767,0.7953488372093023,5G NSA,Nominal,n260,Call,Walking,Foggy,Low,Low,Light,morning
synnetqos_m_00004945,S042_00494,2025-07-31 07:33:43.286700,1,-124.15,0.0602,300.0,153.47,12,0.0,54.91,0.0,16.95,0.0,199.65,0.36,195.9,1,0.092,0.0,0.3,0.0,1.0,5G NSA,Nominal,n260,Streaming,Walking,Foggy,Low,Medium,Light,morning
synnetqos_m_00004946,S042_00494,2025-07-31 07:34:43.286700,1,-105.44,0.0602,300.0,138.16,12,8.16,289.89,7.82,0.33,0.33,229.3,0.54,233.6,2,0.082,4.8,0.3,0.026975749422194627,0.9730242505778054,5G NSA,Nominal,n260,Browse,Walking,Foggy,Low,High,Heavy,morning
synnetqos_m_00004947,S042_00494,2025-07-31 07:35:43.286700,1,-131.77,0.0628,288.23,160.15,12,0.0,3.24,0.0,0.16,0.0,202.35,0.39,203.1,3,0.072,0.0,0.288,0.0,1.0,5G NSA,Nominal,n260,Call,Walking,Foggy,Low,Medium,Moderate,morning
synnetqos_m_00004948,S042_00494,2025-07-31 07:36:43.286700,1,-112.93,0.0658,275.52,144.67,12,0.0,45.41,0.0,0.38,0.0,181.69,0.22,185.3,2,0.125,0.0,0.276,0.0,1.0,5G NSA,Nominal,n260,Browse,Walking,Foggy,Low,Medium,Moderate,morning
synnetqos_m_00004949,S042_00494,2025-07-31 07:37:43.286700,1,-119.38,0.073,249.73,150.01,12,4.18,518.76,3.86,1.75,1.04,145.52,0.23,151.9,1,0.105,3.04,0.25,0.0074408204179196545,0.9925591795820804,5G NSA,Nominal,n260,Gaming,Walking,Foggy,Low,Low,Light,morning
synnetqos_m_00004950,S042_00494,2025-07-31 07:38:43.286700,1,-108.01,0.0719,253.09,139.24,12,7.62,122.77,7.55,8.89,1.88,241.26,0.5,238.8,0,0.132,7.47,0.253,0.06149710841410768,0.9385028915858923,5G NSA,Nominal,n260,Gaming,Walking,Foggy,Low,High,Moderate,morning
synnetqos_m_00004951,S042_00495,2025-08-08 07:40:53.401762,1,-94.38,0.0442,407.21,107.06,30,63.45,48.01,43.65,0.55,0.51,163.92,0.5,168.2,1,0.072,23.72,0.407,0.90918558633618,0.09081441366382004,5G NSA,Nominal,n78,Browse,Walking,Clear,High,High,Moderate,morning
synnetqos_m_00004952,S042_00495,2025-08-08 07:41:53.401762,1,-116.95,0.0471,382.72,134.08,30,0.0,65.75,0.0,0.24,0.0,182.17,0.48,185.8,1,0.093,0.0,0.383,0.0,1.0,5G NSA,Nominal,n78,Browse,Walking,Clear,High,Medium,Moderate,morning
synnetqos_m_00004953,S042_00495,2025-08-08 07:42:53.401762,1,-109.56,0.0472,381.16,121.09,30,10.13,58.37,10.13,0.42,0.4,258.21,0.67,259.4,0,0.086,6.52,0.381,0.17354805550796645,0.8264519444920335,5G NSA,Nominal,n78,Browse,Walking,Clear,High,High,Heavy,morning
synnetqos_m_00004954,S042_00495,2025-08-08 07:43:53.401762,1,-112.19,0.0529,341.01,126.68,30,18.98,1387.29,18.16,135.44,4.29,179.96,0.36,176.9,2,0.096,13.07,0.341,0.013090269518269432,0.9869097304817306,5G NSA,Nominal,n78,Streaming,Walking,Clear,High,Medium,Moderate,morning
synnetqos_m_00004955,S042_00495,2025-08-08 07:44:53.401762,1,-113.84,0.06,300.86,126.73,30,0.0,409.01,0.0,62.65,0.0,176.92,0.5,183.3,2,0.14,0.0,0.301,0.0,1.0,5G NSA,Nominal,n78,Streaming,Walking,Clear,High,Medium,Moderate,morning
synnetqos_m_00004956,S042_00495,2025-08-08 07:45:53.401762,0,-99.58,0.062,291.57,113.51,30,92.41,82.31,82.25,35.92,23.1,123.1,0.28,126.5,2,0.129,79.85,0.292,0.9992710484752764,0.0007289515247236311,5G NSA,Nominal,n78,Streaming,Walking,Clear,High,Medium,Light,morning
synnetqos_m_00004957,S042_00495,2025-08-08 07:46:53.401762,1,-114.9,0.0538,335.33,126.6,30,0.76,53.63,0.71,9.44,0.17,180.31,0.47,186.4,0,0.139,0.74,0.335,0.013238858847659891,0.9867611411523401,5G NSA,Nominal,n78,Gaming,Walking,Clear,High,Medium,Moderate,morning
synnetqos_m_00004958,S042_00495,2025-08-08 07:47:53.401762,1,-112.14,0.0542,332.86,127.78,30,9.88,257.31,9.88,9.64,2.47,162.58,0.28,159.5,0,0.149,11.01,0.333,0.03839726400062182,0.9616027359993782,5G NSA,Nominal,n78,Streaming,Walking,Clear,High,Medium,Moderate,morning
synnetqos_m_00004959,S042_00495,2025-08-08 07:48:53.401762,0,-104.93,0.0599,301.46,118.97,30,34.14,10.81,10.19,0.23,0.21,145.59,0.25,149.5,0,0.113,8.63,0.301,0.942645698427382,0.057354301572618005,5G NSA,Nominal,n78,Call,Walking,Clear,High,Medium,Light,morning
synnetqos_m_00004960,S042_00495,2025-08-08 07:49:53.401762,1,-115.09,0.0636,284.6,128.35,30,0.0,82.21,0.0,0.47,0.0,178.16,0.41,174.2,0,0.135,0.0,0.285,0.0,1.0,5G NSA,Nominal,n78,Browse,Walking,Clear,High,Medium,Moderate,morning
synnetqos_m_00004961,S042_00496,2025-08-17 10:02:56.338293,1,-124.86,0.009,2000.0,159.56,8,0.0,17.86,0.0,0.07,0.0,174.48,0.52,170.8,0,0.074,0.0,2.0,0.0,1.0,5G NSA,Nominal,n41,Call,Static,Clear,Medium,Medium,Light,morning
synnetqos_m_00004962,S042_00496,2025-08-17 10:03:56.338293,1,-114.39,0.009,2000.0,149.15,8,13.86,573.37,13.86,17.13,3.26,247.65,0.63,252.0,0,0.053,5.53,2.0,0.024172872665120252,0.9758271273348798,5G NSA,Nominal,n41,Streaming,Static,Clear,Medium,High,Heavy,morning
synnetqos_m_00004963,S042_00496,2025-08-17 10:04:56.338293,1,-121.44,0.009,2000.0,158.07,8,1.49,49.02,1.4,0.7,0.36,274.41,0.64,274.1,0,0.068,0.71,2.0,0.02855977152182782,0.9714402284781721,5G NSA,Nominal,n41,Browse,Static,Clear,Medium,High,Heavy,morning
synnetqos_m_00004964,S042_00496,2025-08-17 10:05:56.338293,1,-118.67,0.009,2000.0,151.82,8,2.35,152.91,2.35,27.69,0.59,175.46,0.25,171.2,0,0.063,1.1,2.0,0.015368517428552744,0.9846314825714473,5G NSA,Nominal,n41,Gaming,Static,Clear,Medium,Medium,Light,morning
synnetqos_m_00004965,S042_00496,2025-08-17 10:06:56.338293,1,-111.87,0.009,2000.0,147.71,8,3.08,78.48,3.03,0.46,0.46,154.21,0.19,149.1,0,0.115,2.6,2.0,0.03860856269113149,0.9613914373088686,5G NSA,Nominal,n41,Browse,Static,Clear,Medium,Medium,Light,morning
synnetqos_m_00004966,S042_00496,2025-08-17 10:07:56.338293,1,-129.58,0.009,2000.0,168.26,8,0.0,44.05,0.0,0.32,0.0,274.54,0.38,267.4,0,0.065,0.0,2.0,0.0,1.0,5G NSA,Nominal,n41,Call,Static,Clear,Medium,High,Heavy,morning
synnetqos_m_00004967,S042_00496,2025-08-17 10:08:56.338293,1,-116.6,0.009,2000.0,150.4,8,0.0,209.66,0.0,79.35,0.0,165.23,0.18,166.3,0,0.091,0.0,2.0,0.0,1.0,5G NSA,Nominal,n41,Streaming,Static,Clear,Medium,Medium,Light,morning
synnetqos_m_00004968,S042_00496,2025-08-17 10:09:56.338293,1,-119.98,0.009,2000.0,155.35,8,8.95,68.67,8.95,3.53,2.11,174.95,0.47,180.7,0,0.101,6.79,2.0,0.13033347895733216,0.8696665210426678,5G NSA,Nominal,n41,Gaming,Static,Clear,Medium,Medium,Moderate,morning
synnetqos_m_00004969,S042_00496,2025-08-17 10:10:56.338293,0,-110.31,0.009,2000.0,150.89,8,8.0,7.38,7.53,0.88,0.79,145.1,0.26,133.8,0,0.077,4.33,2.0,1.0203252032520325,0.0,5G NSA,Nominal,n41,Call,Static,Clear,Medium,Medium,Moderate,morning
synnetqos_m_00004970,S042_00496,2025-08-17 10:11:56.338293,1,-113.51,0.009,2000.0,149.65,8,0.0,32.92,0.0,0.46,0.0,152.8,0.24,147.4,0,0.095,0.0,2.0,0.0,1.0,5G NSA,Nominal,n41,Call,Static,Clear,Medium,Medium,Moderate,morning
synnetqos_m_00004971,S042_00497,2025-07-29 16:36:42.002342,1,-116.49,0.0154,1168.75,144.33,18,0.29,1134.32,0.27,33.96,0.09,133.89,0.29,136.6,1,0.113,0.23,1.169,0.00023802806968051347,0.9997619719303195,5G SA,Severely_Degraded,n78,Streaming,Walking,Foggy,Medium,Medium,Moderate,afternoon
synnetqos_m_00004972,S042_00497,2025-07-29 16:37:42.002342,1,-118.23,0.0156,1153.87,145.46,18,2.58,1152.7,2.48,54.22,0.87,142.75,0.24,146.9,0,0.088,1.63,1.154,0.0021514704606575862,0.9978485295393424,5G SA,Severely_Degraded,n78,Streaming,Walking,Foggy,Medium,Medium,Moderate,afternoon
synnetqos_m_00004973,S042_00497,2025-07-29 16:38:42.002342,1,-125.8,0.0148,1218.79,147.91,18,0.0,36.26,0.0,0.28,0.0,140.07,0.17,136.6,0,0.107,0.0,1.219,0.0,1.0,5G SA,Severely_Degraded,n78,Call,Walking,Foggy,Medium,Medium,Moderate,afternoon
synnetqos_m_00004974,S042_00497,2025-07-29 16:39:42.002342,1,-124.72,0.0144,1249.93,149.52,18,7.27,407.74,6.64,2.95,2.37,216.47,0.67,216.5,0,0.079,3.91,1.25,0.016284887428263107,0.9837151125717369,5G SA,Severely_Degraded,n78,Gaming,Walking,Foggy,Medium,High,Heavy,afternoon
synnetqos_m_00004975,S042_00497,2025-07-29 16:40:42.002342,1,-109.08,0.0144,1249.93,139.34,16,16.94,209.01,15.75,43.89,5.67,105.05,0.13,111.1,0,0.094,11.07,1.25,0.07535524616047079,0.9246447538395293,5G SA,Severely_Degraded,n78,Streaming,Static,Foggy,Medium,Medium,Light,afternoon
synnetqos_m_00004976,S042_00497,2025-07-29 16:41:42.002342,1,-126.73,0.0143,1260.93,150.33,18,0.0,503.84,0.0,10.4,0.0,108.15,0.22,103.5,0,0.103,0.0,1.261,0.0,1.0,5G SA,Severely_Degraded,n78,Streaming,Walking,Foggy,Medium,Low,Light,afternoon
synnetqos_m_00004977,S042_00497,2025-07-29 16:42:42.002342,1,-120.48,0.0146,1232.18,142.84,18,0.0,112.21,0.0,12.35,0.0,139.95,0.46,135.1,2,0.095,0.0,1.232,0.0,1.0,5G SA,Severely_Degraded,n78,Streaming,Walking,Foggy,Medium,Medium,Light,afternoon
synnetqos_m_00004978,S042_00497,2025-07-29 16:43:42.002342,1,-133.46,0.0149,1211.39,160.22,18,1.57,200.16,1.57,250.0,0.54,107.54,0.23,111.3,1,0.145,1.71,1.211,0.007843725019984014,0.992156274980016,5G SA,Severely_Degraded,n78,Streaming,Walking,Foggy,Medium,Low,Light,afternoon
synnetqos_m_00004979,S042_00497,2025-07-29 16:44:42.002342,0,-116.0,0.0145,1237.34,142.52,18,25.02,42.18,23.69,0.27,0.25,98.11,0.23,110.3,1,0.088,15.59,1.237,0.5616405879563775,0.4383594120436225,5G SA,Severely_Degraded,n78,Browse,Walking,Foggy,Medium,Low,Light,afternoon
synnetqos_m_00004980,S042_00497,2025-07-29 16:45:42.002342,1,-120.63,0.0145,1237.34,151.07,16,5.64,207.53,5.27,2.4,1.78,199.41,0.46,192.6,0,0.118,4.65,1.237,0.025393918951476892,0.9746060810485231,5G SA,Severely_Degraded,n78,Browse,Static,Foggy,Medium,High,Moderate,afternoon
synnetqos_m_00004981,S042_00498,2025-08-16 15:13:31.103624,1,-96.32,0.0554,325.65,125.23,14,6.86,66.03,6.86,22.51,1.03,255.57,0.93,259.0,1,0.105,5.4,0.326,0.10389217022565501,0.896107829774345,4G,Nominal,LTE_Anchor,Streaming,Walking,Clear,Low,High,Light,afternoon
synnetqos_m_00004982,S042_00498,2025-08-16 15:14:31.103624,1,-100.77,0.06,301.3,126.75,14,9.27,72.37,9.27,4.72,1.39,183.69,0.36,186.1,1,0.13,9.04,0.301,0.1280917507254387,0.8719082492745613,4G,Nominal,LTE_Anchor,Streaming,Walking,Clear,Low,Medium,Light,afternoon
synnetqos_m_00004983,S042_00498,2025-08-16 15:15:31.103624,1,-99.93,0.0539,334.37,128.04,14,13.7,6.63,6.46,0.13,0.13,177.32,0.36,173.5,1,0.134,6.49,0.334,0.9743589743589743,0.02564102564102566,4G,Nominal,LTE_Anchor,Call,Walking,Clear,Low,Medium,Moderate,afternoon
synnetqos_m_00004984,S042_00498,2025-08-16 15:16:31.103624,1,-103.72,0.0512,352.05,135.46,14,4.01,8.95,3.75,0.7,0.55,314.28,0.76,318.3,1,0.157,4.42,0.352,0.4189944134078213,0.5810055865921787,4G,Nominal,LTE_Anchor,Browse,Walking,Clear,Low,High,Heavy,afternoon
synnetqos_m_00004985,S042_00498,2025-08-16 15:17:31.103624,1,-95.96,0.0512,352.25,126.32,14,7.85,33.57,7.85,64.34,1.11,261.2,1.19,263.1,1,0.118,6.92,0.352,0.23383973786118556,0.7661602621388144,4G,Nominal,LTE_Anchor,Streaming,Walking,Clear,Low,High,Moderate,afternoon
synnetqos_m_00004986,S042_00498,2025-08-16 15:18:31.103624,1,-94.09,0.0555,324.96,120.94,14,24.08,217.94,23.97,18.54,3.54,148.81,0.33,146.7,0,0.09,16.22,0.325,0.10998439937597504,0.890015600624025,4G,Nominal,LTE_Anchor,Streaming,Walking,Clear,Low,Medium,Moderate,afternoon
synnetqos_m_00004987,S042_00498,2025-08-16 15:19:31.103624,0,-79.47,0.0632,286.33,110.87,14,49.28,22.0,21.25,1.29,1.27,97.23,0.09,88.1,0,0.103,16.45,0.286,0.9659090909090909,0.03409090909090906,4G,Nominal,LTE_Anchor,Browse,Walking,Clear,Low,Medium,Light,afternoon
synnetqos_m_00004988,S042_00498,2025-08-16 15:20:31.103624,0,-83.03,0.0648,279.64,113.61,14,44.73,29.28,27.21,1.24,1.21,117.9,0.21,115.3,2,0.107,21.83,0.28,0.9293032786885246,0.07069672131147542,4G,Nominal,LTE_Anchor,Gaming,Walking,Clear,Low,Medium,Moderate,afternoon
synnetqos_m_00004989,S042_00498,2025-08-16 15:21:31.103624,0,-90.16,0.07,259.62,116.42,14,64.52,0.59,0.6,0.36,0.34,95.76,0.18,88.1,2,0.113,0.51,0.26,1.0169491525423728,0.0,4G,Nominal,LTE_Anchor,Call,Walking,Clear,Low,Low,Light,afternoon
synnetqos_m_00004990,S042_00498,2025-08-16 15:22:31.103624,0,-52.78,0.0899,206.93,83.66,14,21.15,5.45,5.19,1.38,1.4,86.99,0.12,91.0,1,0.144,5.62,0.207,0.9522935779816514,0.047706422018348627,4G,Nominal,LTE_Anchor,Call,Walking,Clear,Low,High,Heavy,afternoon
synnetqos_m_00004991,S042_00499,2025-08-10 00:00:14.209669,0,-83.5,0.0439,410.0,99.0,28,733.25,247.13,229.67,22.93,21.49,36.55,0.03,32.6,0,0.116,199.19,0.41,0.9293489256666532,0.07065107433334683,5G SA,Nominal,n28,Streaming,Static,Clear,High,Low,Light,night
synnetqos_m_00004992,S042_00499,2025-08-10 00:01:14.209669,0,-84.49,0.0439,410.0,101.15,28,436.53,16.81,17.14,0.17,0.17,48.35,0.11,46.1,0,0.137,17.62,0.41,1.0196311719214755,0.0,5G SA,Nominal,n28,Browse,Static,Clear,High,Medium,Moderate,night
synnetqos_m_00004993,S042_00499,2025-08-10 00:02:14.209669,1,-112.76,0.039,461.97,128.86,30,0.0,7.54,0.0,0.21,0.0,176.49,0.62,180.7,0,0.114,0.0,0.462,0.0,1.0,5G SA,Nominal,n28,Call,Walking,Clear,High,High,Heavy,night
synnetqos_m_00004994,S042_00499,2025-08-10 00:03:14.209669,1,-102.44,0.038,473.71,117.44,30,64.29,1500.0,58.78,123.63,20.67,102.04,0.27,101.1,2,0.093,40.97,0.474,0.03918666666666667,0.9608133333333333,5G SA,Nominal,n28,Streaming,Walking,Clear,High,Medium,Moderate,night
synnetqos_m_00004995,S042_00499,2025-08-10 00:04:14.209669,0,-110.21,0.0398,452.7,125.23,30,35.1,9.29,9.32,0.55,0.5,88.66,0.14,83.6,0,0.113,7.87,0.453,1.0032292787944026,0.0,5G SA,Nominal,n28,Call,Walking,Clear,High,Low,Light,night
synnetqos_m_00004996,S042_00499,2025-08-10 00:05:14.209669,1,-104.97,0.0384,468.66,116.93,30,24.26,277.99,23.27,43.41,8.27,163.47,0.46,162.8,3,0.087,15.15,0.469,0.08370804705205223,0.9162919529479477,5G SA,Nominal,n28,Streaming,Walking,Clear,High,High,Heavy,night
synnetqos_m_00004997,S042_00499,2025-08-10 00:06:14.209669,0,-89.07,0.0343,524.82,104.2,30,139.35,5.44,5.13,0.48,0.45,87.52,0.13,85.8,2,0.123,4.75,0.525,0.9430147058823528,0.05698529411764719,5G SA,Nominal,n28,Call,Walking,Clear,High,High,Heavy,night
synnetqos_m_00004998,S042_00499,2025-08-10 00:07:14.209669,0,-102.57,0.03,600.47,113.73,30,125.21,120.8,116.98,3.28,3.42,74.71,0.11,75.7,1,0.12,105.46,0.6,0.9683774834437087,0.031622516556291336,5G SA,Nominal,n28,Gaming,Walking,Clear,High,Low,Light,night
synnetqos_m_00004999,S042_00499,2025-08-10 00:08:14.209669,1,-103.7,0.0254,707.32,115.9,30,111.52,389.33,101.42,11.3,11.81,74.22,0.21,74.7,0,0.088,66.8,0.707,0.26049880564045924,0.7395011943595408,5G SA,Nominal,n28,Streaming,Walking,Clear,High,Low,Light,night
synnetqos_m_00005000,S042_00499,2025-08-10 00:09:14.209669,0,-98.91,0.0254,707.32,118.3,28,255.95,21.31,20.59,0.37,0.37,57.42,0.07,57.3,0,0.1,15.49,0.707,0.9662130455185359,0.03378695448146407,5G SA,Nominal,n28,Browse,Static,Clear,High,Low,Light,night
synnetqos_m_00005001,S042_00500,2025-08-20 16:45:26.733272,0,-89.59,0.0624,290.0,125.54,8,704.03,241.84,229.79,2.84,2.95,47.11,0.04,41.6,0,0.087,150.05,0.29,0.9501736685411842,0.049826331458815765,5G SA,Moderately_Degraded,n78,Gaming,Static,Clear,Medium,Low,Light,afternoon
