measurement_id,session_id,service_degraded,items
synnetqos_m_00003963,S042_00396,0,app_type=Browse;band=n77;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_NSA;obstruction_level=Low;offered_downlink_mbps=offered_moderate;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=morning;tower_load=Moderate;weather=Foggy
synnetqos_m_00003964,S042_00396,0,app_type=Streaming;band=n77;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Static;network_type=5G_NSA;obstruction_level=Low;offered_downlink_mbps=offered_very_high;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=morning;tower_load=Moderate;weather=Foggy
synnetqos_m_00003965,S042_00396,0,app_type=Call;band=n77;congestion_level=Low;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_NSA;obstruction_level=Low;offered_downlink_mbps=offered_moderate;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=morning;tower_load=Light;weather=Foggy
synnetqos_m_00003966,S042_00396,0,app_type=Streaming;band=n77;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_NSA;obstruction_level=Low;offered_downlink_mbps=offered_high;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=morning;tower_load=Moderate;weather=Foggy
synnetqos_m_00003967,S042_00396,0,app_type=Gaming;band=n77;congestion_level=High;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_moderate;latency_ms=latency_moderate;movement_speed=Walking;network_type=5G_NSA;obstruction_level=Low;offered_downlink_mbps=offered_high;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=morning;tower_load=Light;weather=Foggy
synnetqos_m_00003968,S042_00396,0,app_type=Browse;band=n77;congestion_level=High;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Walking;network_type=5G_NSA;obstruction_level=Low;offered_downlink_mbps=offered_moderate;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=morning;tower_load=Heavy;weather=Foggy
synnetqos_m_00003969,S042_00396,1,app_type=Streaming;band=n77;congestion_level=High;downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Nominal;jitter_ms=jitter_moderate;latency_ms=latency_high;movement_speed=Walking;network_type=5G_NSA;obstruction_level=Low;offered_downlink_mbps=offered_very_high;service_degraded=1;signal_strength_dbm=signal_moderate;time_of_day=morning;tower_load=Light;weather=Foggy
synnetqos_m_00003970,S042_00396,0,app_type=Call;band=n77;congestion_level=Low;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Walking;network_type=5G_NSA;obstruction_level=Low;offered_downlink_mbps=offered_low;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=morning;tower_load=Light;weather=Foggy
synnetqos_m_00003971,S042_00397,0,app_type=Call;band=n28;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Severely_Degraded;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Static;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_moderate;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=night;tower_load=Light;weather=Clear
synnetqos_m_00003972,S042_00397,0,app_type=Streaming;band=n28;congestion_level=High;downlink_shortfall_fraction=shortfall_high;infrastructure_profile=Severely_Degraded;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Static;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_very_high;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=night;tower_load=Heavy;weather=Clear
synnetqos_m_00003973,S042_00397,0,app_type=Call;band=n28;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Severely_Degraded;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Walking;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_moderate;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=night;tower_load=Moderate;weather=Clear
synnetqos_m_00003974,S042_00397,0,app_type=Call;band=n28;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Severely_Degraded;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Walking;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_low;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=night;tower_load=Moderate;weather=Clear
synnetqos_m_00003975,S042_00397,0,app_type=Call;band=n28;congestion_level=Low;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Severely_Degraded;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Walking;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_moderate;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=night;tower_load=Light;weather=Clear
synnetqos_m_00003976,S042_00397,0,app_type=Streaming;band=n28;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Severely_Degraded;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Static;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_very_high;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=night;tower_load=Moderate;weather=Clear
synnetqos_m_00003977,S042_00397,0,app_type=Streaming;band=n28;congestion_level=Low;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Severely_Degraded;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Static;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_high;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=night;tower_load=Light;weather=Clear
synnetqos_m_00003978,S042_00397,0,app_type=Browse;band=n28;congestion_level=High;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Severely_Degraded;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Walking;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_very_high;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=night;tower_load=Heavy;weather=Clear
synnetqos_m_00003979,S042_00397,0,app_type=Browse;band=n28;congestion_level=Low;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Severely_Degraded;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Walking;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_moderate;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=night;tower_load=Light;weather=Clear
synnetqos_m_00003980,S042_00397,0,app_type=Call;band=n28;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Severely_Degraded;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Walking;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_low;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=night;tower_load=Moderate;weather=Clear
synnetqos_m_00003981,S042_00398,0,app_type=Call;band=n78;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Walking;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_moderate;service_degraded=0;signal_strength_dbm=signal_weak;time_of_day=night;tower_load=Light;weather=Clear
synnetqos_m_00003982,S042_00398,0,app_type=Browse;band=n78;congestion_level=Low;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Walking;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_high;service_degraded=0;signal_strength_dbm=signal_weak;time_of_day=night;tower_load=Light;weather=Clear
synnetqos_m_00003983,S042_00398,1,app_type=Gaming;band=n78;congestion_level=High;downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_moderate;latency_ms=latency_high;movement_speed=Walking;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_high;service_degraded=1;signal_strength_dbm=signal_weak;time_of_day=night;tower_load=Heavy;weather=Clear
synnetqos_m_00003984,S042_00398,0,app_type=Streaming;band=n78;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Walking;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_very_high;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=night;tower_load=Moderate;weather=Clear
synnetqos_m_00003985,S042_00398,1,app_type=Streaming;band=n78;congestion_level=Medium;downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Walking;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_very_high;service_degraded=1;signal_strength_dbm=signal_weak;time_of_day=night;tower_load=Moderate;weather=Clear
synnetqos_m_00003986,S042_00398,0,app_type=Gaming;band=n78;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Walking;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_high;service_degraded=0;signal_strength_dbm=signal_weak;time_of_day=night;tower_load=Moderate;weather=Clear
synnetqos_m_00003987,S042_00398,0,app_type=Gaming;band=n78;congestion_level=Low;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Walking;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_high;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=night;tower_load=Light;weather=Clear
synnetqos_m_00003988,S042_00398,0,app_type=Gaming;band=n78;congestion_level=High;downlink_shortfall_fraction=shortfall_moderate;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Walking;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_very_high;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=night;tower_load=Moderate;weather=Clear
synnetqos_m_00003989,S042_00398,0,app_type=Streaming;band=n78;congestion_level=Low;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Walking;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_very_high;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=night;tower_load=Light;weather=Clear
synnetqos_m_00003990,S042_00398,0,app_type=Gaming;band=n78;congestion_level=High;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_moderate;latency_ms=latency_moderate;movement_speed=Walking;network_type=5G_SA;obstruction_level=Low;offered_downlink_mbps=offered_high;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=night;tower_load=Heavy;weather=Clear
synnetqos_m_00003991,S042_00399,1,app_type=Streaming;band=n77;congestion_level=Medium;downlink_shortfall_fraction=shortfall_high;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_NSA;obstruction_level=Medium;offered_downlink_mbps=offered_very_high;service_degraded=1;signal_strength_dbm=signal_moderate;time_of_day=morning;tower_load=Moderate;weather=Rainy
synnetqos_m_00003992,S042_00399,1,app_type=Browse;band=n77;congestion_level=High;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_high;movement_speed=Static;network_type=5G_NSA;obstruction_level=Medium;offered_downlink_mbps=offered_high;service_degraded=1;signal_strength_dbm=signal_moderate;time_of_day=morning;tower_load=Moderate;weather=Rainy
synnetqos_m_00003993,S042_00399,0,app_type=Call;band=n77;congestion_level=Low;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_NSA;obstruction_level=Medium;offered_downlink_mbps=offered_moderate;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=morning;tower_load=Light;weather=Rainy
synnetqos_m_00003994,S042_00399,0,app_type=Gaming;band=n77;congestion_level=Low;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_NSA;obstruction_level=Medium;offered_downlink_mbps=offered_high;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=morning;tower_load=Light;weather=Rainy
synnetqos_m_00003995,S042_00399,1,app_type=Streaming;band=n77;congestion_level=High;downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Nominal;jitter_ms=jitter_moderate;latency_ms=latency_high;movement_speed=Static;network_type=5G_NSA;obstruction_level=Medium;offered_downlink_mbps=offered_very_high;service_degraded=1;signal_strength_dbm=signal_weak;time_of_day=morning;tower_load=Moderate;weather=Rainy
synnetqos_m_00003996,S042_00399,1,app_type=Browse;band=n77;congestion_level=High;downlink_shortfall_fraction=shortfall_high;infrastructure_profile=Nominal;jitter_ms=jitter_moderate;latency_ms=latency_high;movement_speed=Static;network_type=5G_NSA;obstruction_level=Medium;offered_downlink_mbps=offered_moderate;service_degraded=1;signal_strength_dbm=signal_weak;time_of_day=morning;tower_load=Heavy;weather=Rainy
synnetqos_m_00003997,S042_00399,1,app_type=Gaming;band=n77;congestion_level=High;downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Nominal;jitter_ms=jitter_moderate;latency_ms=latency_high;movement_speed=Walking;network_type=5G_NSA;obstruction_level=Medium;offered_downlink_mbps=offered_very_high;service_degraded=1;signal_strength_dbm=signal_weak;time_of_day=morning;tower_load=Heavy;weather=Rainy
synnetqos_m_00003998,S042_00399,0,app_type=Call;band=n77;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Walking;network_type=5G_NSA;obstruction_level=Medium;offered_downlink_mbps=offered_low;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=morning;tower_load=Moderate;weather=Rainy
synnetqos_m_00003999,S042_00399,1,app_type=Gaming;band=n77;congestion_level=High;downlink_shortfall_fraction=shortfall_high;infrastructure_profile=Nominal;jitter_ms=jitter_moderate;latency_ms=latency_high;movement_speed=Driving;network_type=5G_NSA;obstruction_level=Medium;offered_downlink_mbps=offered_very_high;service_degraded=1;signal_strength_dbm=signal_moderate;time_of_day=morning;tower_load=Heavy;weather=Rainy
synnetqos_m_00004000,S042_00399,0,app_type=Gaming;band=n77;congestion_level=High;downlink_shortfall_fraction=shortfall_moderate;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Driving;network_type=5G_NSA;obstruction_level=Medium;offered_downlink_mbps=offered_very_high;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=morning;tower_load=Moderate;weather=Rainy
synnetqos_m_00004001,S042_00400,1,app_type=Call;band=LTE_Anchor;congestion_level=High;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_moderate;latency_ms=latency_high;movement_speed=Static;network_type=4G;obstruction_level=Low;offered_downlink_mbps=offered_low;service_degraded=1;signal_strength_dbm=signal_moderate;time_of_day=evening;tower_load=Heavy;weather=Clear
synnetqos_m_00004002,S042_00400,0,app_type=Browse;band=LTE_Anchor;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=4G;obstruction_level=Low;offered_downlink_mbps=offered_moderate;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=evening;tower_load=Moderate;weather=Clear
synnetqos_m_00004003,S042_00400,0,app_type=Call;band=LTE_Anchor;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=4G;obstruction_level=Low;offered_downlink_mbps=offered_moderate;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=evening;tower_load=Moderate;weather=Clear
synnetqos_m_00004004,S042_00400,0,app_type=Call;band=LTE_Anchor;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=4G;obstruction_level=Low;offered_downlink_mbps=offered_low;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=evening;tower_load=Light;weather=Clear
synnetqos_m_00004005,S042_00400,1,app_type=Streaming;band=LTE_Anchor;congestion_level=Medium;downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=4G;obstruction_level=Low;offered_downlink_mbps=offered_very_high;service_degraded=1;signal_strength_dbm=signal_moderate;time_of_day=evening;tower_load=Light;weather=Clear
synnetqos_m_00004006,S042_00400,0,app_type=Call;band=LTE_Anchor;congestion_level=High;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_moderate;latency_ms=latency_moderate;movement_speed=Static;network_type=4G;obstruction_level=Low;offered_downlink_mbps=offered_low;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=evening;tower_load=Heavy;weather=Clear
synnetqos_m_00004007,S042_00400,0,app_type=Gaming;band=LTE_Anchor;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=4G;obstruction_level=Low;offered_downlink_mbps=offered_moderate;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=evening;tower_load=Light;weather=Clear
synnetqos_m_00004008,S042_00400,1,app_type=Gaming;band=LTE_Anchor;congestion_level=Medium;downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Nominal;jitter_ms=jitter_moderate;latency_ms=latency_high;movement_speed=Static;network_type=4G;obstruction_level=Low;offered_downlink_mbps=offered_high;service_degraded=1;signal_strength_dbm=signal_moderate;time_of_day=evening;tower_load=Moderate;weather=Clear
synnetqos_m_00004009,S042_00400,1,app_type=Streaming;band=LTE_Anchor;congestion_level=High;downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Nominal;jitter_ms=jitter_moderate;latency_ms=latency_moderate;movement_speed=Static;network_type=4G;obstruction_level=Low;offered_downlink_mbps=offered_very_high;service_degraded=1;signal_strength_dbm=signal_strong;time_of_day=evening;tower_load=Light;weather=Clear
synnetqos_m_00004010,S042_00400,1,app_type=Streaming;band=LTE_Anchor;congestion_level=Medium;downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=4G;obstruction_level=Low;offered_downlink_mbps=offered_very_high;service_degraded=1;signal_strength_dbm=signal_moderate;time_of_day=evening;tower_load=Light;weather=Clear
synnetqos_m_00004011,S042_00401,0,app_type=Call;band=n78;congestion_level=High;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_NSA;obstruction_level=Medium;offered_downlink_mbps=offered_moderate;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=evening;tower_load=Moderate;weather=Clear
synnetqos_m_00004012,S042_00401,1,app_type=Streaming;band=n78;congestion_level=High;downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Nominal;jitter_ms=jitter_moderate;latency_ms=latency_high;movement_speed=Static;network_type=5G_NSA;obstruction_level=Medium;offered_downlink_mbps=offered_very_high;service_degraded=1;signal_strength_dbm=signal_weak;time_of_day=evening;tower_load=Heavy;weather=Clear
synnetqos_m_00004013,S042_00401,0,app_type=Browse;band=n78;congestion_level=High;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_moderate;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_NSA;obstruction_level=Medium;offered_downlink_mbps=offered_moderate;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=evening;tower_load=Moderate;weather=Clear
synnetqos_m_00004014,S042_00401,0,app_type=Streaming;band=n78;congestion_level=Medium;downlink_shortfall_fraction=shortfall_high;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_NSA;obstruction_level=Medium;offered_downlink_mbps=offered_very_high;service_degraded=0;signal_strength_dbm=signal_weak;time_of_day=evening;tower_load=Light;weather=Clear
synnetqos_m_00004015,S042_00401,0,app_type=Call;band=n78;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_NSA;obstruction_level=Medium;offered_downlink_mbps=offered_moderate;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=evening;tower_load=Moderate;weather=Clear
synnetqos_m_00004016,S042_00401,0,app_type=Gaming;band=n78;congestion_level=High;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_NSA;obstruction_level=Medium;offered_downlink_mbps=offered_high;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=evening;tower_load=Light;weather=Clear
synnetqos_m_00004017,S042_00401,1,app_type=Browse;band=n78;congestion_level=High;downlink_shortfall_fraction=shortfall_high;infrastructure_profile=Nominal;jitter_ms=jitter_moderate;latency_ms=latency_high;movement_speed=Walking;network_type=5G_NSA;obstruction_level=Medium;offered_downlink_mbps=offered_high;service_degraded=1;signal_strength_dbm=signal_moderate;time_of_day=evening;tower_load=Moderate;weather=Clear
synnetqos_m_00004018,S042_00401,1,app_type=Browse;band=n78;congestion_level=Medium;downlink_shortfall_fraction=shortfall_moderate;infrastructure_profile=Nominal;jitter_ms=jitter_moderate;latency_ms=latency_high;movement_speed=Walking;network_type=5G_NSA;obstruction_level=Medium;offered_downlink_mbps=offered_moderate;service_degraded=1;signal_strength_dbm=signal_weak;time_of_day=evening;tower_load=Light;weather=Clear
synnetqos_m_00004019,S042_00401,0,app_type=Browse;band=n78;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Walking;network_type=5G_NSA;obstruction_level=Medium;offered_downlink_mbps=offered_high;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=evening;tower_load=Moderate;weather=Clear
synnetqos_m_00004020,S042_00401,1,app_type=Streaming;band=n78;congestion_level=High;downlink_shortfall_fraction=shortfall_high;infrastructure_profile=Nominal;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Walking;network_type=5G_NSA;obstruction_level=Medium;offered_downlink_mbps=offered_very_high;service_degraded=1;signal_strength_dbm=signal_strong;time_of_day=evening;tower_load=Heavy;weather=Clear
synnetqos_m_00004021,S042_00402,0,app_type=Streaming;band=n77;congestion_level=Low;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Static;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_very_high;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=night;tower_load=Light;weather=Clear
synnetqos_m_00004022,S042_00402,0,app_type=Call;band=n77;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_low;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=night;tower_load=Moderate;weather=Clear
synnetqos_m_00004023,S042_00402,0,app_type=Streaming;band=n77;congestion_level=High;downlink_shortfall_fraction=shortfall_moderate;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_very_high;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=night;tower_load=Heavy;weather=Clear
synnetqos_m_00004024,S042_00402,0,app_type=Gaming;band=n77;congestion_level=Low;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Static;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_high;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=night;tower_load=Light;weather=Clear
synnetqos_m_00004025,S042_00402,0,app_type=Browse;band=n77;congestion_level=High;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Static;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_high;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=night;tower_load=Heavy;weather=Clear
synnetqos_m_00004026,S042_00402,0,app_type=Gaming;band=n77;congestion_level=High;downlink_shortfall_fraction=shortfall_high;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Static;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_very_high;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=night;tower_load=Heavy;weather=Clear
synnetqos_m_00004027,S042_00402,0,app_type=Streaming;band=n77;congestion_level=Low;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Static;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_very_high;service_degraded=0;signal_strength_dbm=signal_strong;time_of_day=night;tower_load=Light;weather=Clear
synnetqos_m_00004028,S042_00402,0,app_type=Call;band=n77;congestion_level=Low;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Walking;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_low;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=night;tower_load=Light;weather=Clear
synnetqos_m_00004029,S042_00402,0,app_type=Call;band=n77;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Walking;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_low;service_degraded=0;signal_strength_dbm=signal_moderate;time_of_day=night;tower_load=Moderate;weather=Clear
synnetqos_m_00004030,S042_00402,0,app_type=Gaming;band=n77;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;latency_ms=latency_moderate;movement_speed=Walking;network_type=5G_SA;obstruction_level=Medium;offered_downlink_mbps=offered_moderate;service_degraded=0;signal_strength_dbm=signal_weak;time_of_day=night;tower_load=Moderate;weather=Clear
synnetqos_m_00004031,S042_00403,1,app_type=Streaming;band=n78;congestion_level=Medium;downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Severely_Degraded;jitter_ms=jitter_moderate;latency_ms=latency_high;movement_speed=Walking;network_type=5G_NSA;obstruction_level=Medium;offered_downlink_mbps=offered_very_high;service_degraded=1;signal_strength_dbm=signal_weak;time_of_day=night;tower_load=Moderate;weather=Clear
