edge_id,source_node_id,target_node_id,edge_type,graph_view,is_directed,edge_weight,source_dataset,metric,non_missing_count,non_missing_fraction,comparison_status,recommended_use,claim_scope,source_column,source_value,row_count,reference_dataset,comparison_context,median_difference,wasserstein_distance,ks_statistic,comparison_scope
edge_2378e3b44579207590,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_5slots_ratio2_50up_150down_rep2:a311096b6445,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_5slots_ratio2_50up_150down_rep2,2.0,,,,,,
edge_949bb35b0397b80388,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_5slots_ratio2_50up_150down_rep4:7c2602117bbe,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_5slots_ratio2_50up_150down_rep4,2.0,,,,,,
edge_4e3e997a1d2ead00cf,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_20slots_ratio4_50up_150down_rep4:1ad836999e44,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_20slots_ratio4_50up_150down_rep4,2.0,,,,,,
edge_3ce1a56655e90812ec,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_5slots_ratio2_50up_150down_rep5:88f45c398846,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_5slots_ratio2_50up_150down_rep5,2.0,,,,,,
edge_a3ea48105b8b7a680e,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_5slots_ratio4_50up_150down_rep1:20bb535abd8c,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_5slots_ratio4_50up_150down_rep1,2.0,,,,,,
edge_5a620cdf473635f288,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_5slots_ratio4_50up_150down_rep2:4b21ede951d3,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_5slots_ratio4_50up_150down_rep2,2.0,,,,,,
edge_5916a5061dddb58306,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_5slots_ratio4_50up_150down_rep3:318e125ba3ea,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_5slots_ratio4_50up_150down_rep3,2.0,,,,,,
edge_1f8e19767affcb9a07,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_5slots_ratio4_50up_150down_rep4:4b3bb3635a54,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_5slots_ratio4_50up_150down_rep4,2.0,,,,,,
edge_bd4cd9effcb4a88175,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_5slots_ratio4_50up_150down_rep5:e6039757535e,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_5slots_ratio4_50up_150down_rep5,2.0,,,,,,
edge_234210648a5a825e18,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_20slots_ratio4_50up_150down_rep5:324b66c77da6,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_20slots_ratio4_50up_150down_rep5,2.0,,,,,,
edge_776a27fcf9d72b3913,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_20slots_ratio4_50up_150down_rep3:a849f1c93d6a,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_20slots_ratio4_50up_150down_rep3,2.0,,,,,,
edge_d2dabdcb452ea14f87,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_10slots_ratio4_50up_150down_rep2:e559967f1016,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_10slots_ratio4_50up_150down_rep2,2.0,,,,,,
edge_096acced9899a805b6,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_20slots_ratio1_50up_150down_rep4:1b97db2b9a72,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_20slots_ratio1_50up_150down_rep4,2.0,,,,,,
edge_824715460b3dce9abd,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_10slots_ratio4_50up_150down_rep3:71515aba5ce4,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_10slots_ratio4_50up_150down_rep3,2.0,,,,,,
edge_0cedba2f7c278692a8,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_10slots_ratio4_50up_150down_rep4:b8e29600b22d,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_10slots_ratio4_50up_150down_rep4,2.0,,,,,,
edge_82b6ed00571359096b,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_10slots_ratio4_50up_150down_rep5:e0ecca97dbbd,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_10slots_ratio4_50up_150down_rep5,2.0,,,,,,
edge_bc8fb8920b5979757f,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_20slots_ratio1_50up_150down_rep1:9295961e5e44,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_20slots_ratio1_50up_150down_rep1,2.0,,,,,,
edge_8bf0f2c63a6a4f0ce0,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_20slots_ratio1_50up_150down_rep2:a6556553b8c6,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_20slots_ratio1_50up_150down_rep2,2.0,,,,,,
edge_96cd60393594de486f,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_20slots_ratio1_50up_150down_rep3:9c79c160bf8c,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_20slots_ratio1_50up_150down_rep3,2.0,,,,,,
edge_04a7ee9c5c35919782,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_20slots_ratio1_50up_150down_rep5:8cedf6d6ed35,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_20slots_ratio1_50up_150down_rep5,2.0,,,,,,
edge_013307204a73e94b8c,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_20slots_ratio4_50up_150down_rep2:16c226b897c0,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_20slots_ratio4_50up_150down_rep2,2.0,,,,,,
edge_f9dd05b6fc7f2ddcad,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_20slots_ratio2_50up_150down_rep1:901c29d3dcf8,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_20slots_ratio2_50up_150down_rep1,2.0,,,,,,
edge_55c3a65b6c0526ca69,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_20slots_ratio2_50up_150down_rep2:4f2dfc4d371b,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_20slots_ratio2_50up_150down_rep2,2.0,,,,,,
edge_ea4bb33f649685ccc1,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_20slots_ratio2_50up_150down_rep3:9334934f7939,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_20slots_ratio2_50up_150down_rep3,2.0,,,,,,
edge_afffb7adc427822d20,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_20slots_ratio2_50up_150down_rep4:79610fe7c555,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_20slots_ratio2_50up_150down_rep4,2.0,,,,,,
edge_d10ddbe04630f3a50a,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_20slots_ratio2_50up_150down_rep5:c18826e6229f,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_20slots_ratio2_50up_150down_rep5,2.0,,,,,,
edge_0a8c8b045e3d452fff,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_40mhz_20slots_ratio4_50up_150down_rep1:0bdfedeb9aa0,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_40mhz_20slots_ratio4_50up_150down_rep1,2.0,,,,,,
edge_eac3ac94fcdcd261fb,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_20slots_ratio1_25up_75down_rep4:724c2f6c19f4,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_20slots_ratio1_25up_75down_rep4,2.0,,,,,,
edge_a50aeadf2cc6c1acb2,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_20slots_ratio4_25up_75down_rep2:a3cfee08a41a,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_20slots_ratio4_25up_75down_rep2,2.0,,,,,,
edge_5aca6af49c60e604d1,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_20slots_ratio1_25up_75down_rep2:bd6c66b9b63e,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_20slots_ratio1_25up_75down_rep2,2.0,,,,,,
edge_e1072d531864d1fc81,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_40mhz_10slots_ratio2_50up_150down_rep1:7cc9fa5ae503,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_40mhz_10slots_ratio2_50up_150down_rep1,2.0,,,,,,
edge_d3191a35b2a5e8fe8f,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_20mhz_5slots_ratio2_25up_75down_rep2:aec58f27f989,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_20mhz_5slots_ratio2_25up_75down_rep2,2.0,,,,,,
edge_338ec1ed01ec5ce4fd,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_20mhz_5slots_ratio2_25up_75down_rep4:bc08f045d0c9,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_20mhz_5slots_ratio2_25up_75down_rep4,2.0,,,,,,
edge_adacbbee9bddb073b2,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_20mhz_5slots_ratio2_25up_75down_rep5:156968f4de09,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_20mhz_5slots_ratio2_25up_75down_rep5,2.0,,,,,,
edge_a7ad3813e86ef4541a,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_20mhz_5slots_ratio4_25up_75down_rep2:f8c47a8b27e8,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_20mhz_5slots_ratio4_25up_75down_rep2,2.0,,,,,,
edge_5407e0e24329b65b74,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_20mhz_5slots_ratio4_25up_75down_rep3:1a339d41661f,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_20mhz_5slots_ratio4_25up_75down_rep3,2.0,,,,,,
edge_c3391744ff900c2224,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_20mhz_5slots_ratio4_25up_75down_rep5:824fdece825e,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_20mhz_5slots_ratio4_25up_75down_rep5,2.0,,,,,,
edge_2769a41f3f285793ec,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_20slots_ratio1_25up_75down_rep1:4c7372b4a18b,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_20slots_ratio1_25up_75down_rep1,2.0,,,,,,
edge_6e127ad42d11b7306c,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_20mhz_5slots_ratio1_25up_75down_rep5:c2fc34066292,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_20mhz_5slots_ratio1_25up_75down_rep5,2.0,,,,,,
edge_db75f8e449956136b4,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_40mhz_10slots_ratio2_50up_150down_rep3:d7b5147aaf37,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_40mhz_10slots_ratio2_50up_150down_rep3,2.0,,,,,,
edge_dcf12bada36c5e6f2c,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_40mhz_10slots_ratio2_50up_150down_rep5:b02bd65fe093,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_40mhz_10slots_ratio2_50up_150down_rep5,2.0,,,,,,
edge_88e46688e7664f65fb,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_40mhz_10slots_ratio4_50up_150down_rep1:296843547335,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_40mhz_10slots_ratio4_50up_150down_rep1,2.0,,,,,,
edge_fd2c72299e6e01cf47,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_40mhz_10slots_ratio4_50up_150down_rep2:3bf229af9329,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_40mhz_10slots_ratio4_50up_150down_rep2,2.0,,,,,,
edge_9ee231e813117cd3ab,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_40mhz_10slots_ratio4_50up_150down_rep3:84d058d0502d,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_40mhz_10slots_ratio4_50up_150down_rep3,2.0,,,,,,
edge_70f7ff2060501ab16b,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_40mhz_10slots_ratio4_50up_150down_rep4:c02673c98813,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_40mhz_10slots_ratio4_50up_150down_rep4,2.0,,,,,,
edge_ea7bd69f0ffe0abdfc,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_20mhz_5slots_ratio2_25up_75down_rep1:b04d05fbe915,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_20mhz_5slots_ratio2_25up_75down_rep1,2.0,,,,,,
edge_0f6efe42f4995c42ee,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_20mhz_5slots_ratio1_25up_75down_rep4:43045290c6f5,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_20mhz_5slots_ratio1_25up_75down_rep4,2.0,,,,,,
edge_679fa76123df7d39ec,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_40mhz_20slots_ratio1_50up_150down_rep2:2c7d9865d38d,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_40mhz_20slots_ratio1_50up_150down_rep2,2.0,,,,,,
edge_f7f31d8f46abf03cc2,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_20mhz_20slots_ratio1_25up_75down_rep3:5925792bad04,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_20mhz_20slots_ratio1_25up_75down_rep3,2.0,,,,,,
edge_8de82f1b1505b72c40,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_20mhz_10slots_ratio2_25up_75down_rep3:1bf494f3353b,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_20mhz_10slots_ratio2_25up_75down_rep3,2.0,,,,,,
edge_32820f37a2f0133f96,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_20mhz_10slots_ratio2_25up_75down_rep4:2f82456649f3,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_20mhz_10slots_ratio2_25up_75down_rep4,2.0,,,,,,
edge_33ddb2ad7b0077fb2b,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_20mhz_10slots_ratio2_25up_75down_rep5:9a46d3b4cdf9,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_20mhz_10slots_ratio2_25up_75down_rep5,2.0,,,,,,
edge_894c4f87b93de44448,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_20mhz_10slots_ratio4_25up_75down_rep1:f13b8307c286,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_20mhz_10slots_ratio4_25up_75down_rep1,2.0,,,,,,
edge_067423e76686bcd8dc,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_20mhz_10slots_ratio4_25up_75down_rep2:75679cd7b6c5,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_20mhz_10slots_ratio4_25up_75down_rep2,2.0,,,,,,
edge_5e465599a699534a08,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_20mhz_10slots_ratio4_25up_75down_rep5:4215626180f8,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_20mhz_10slots_ratio4_25up_75down_rep5,2.0,,,,,,
edge_a54703fc267e38e730,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_20mhz_20slots_ratio1_25up_75down_rep4:143ca7391793,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_20mhz_20slots_ratio1_25up_75down_rep4,2.0,,,,,,
edge_43b4fd3d8d713c7fc2,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_20mhz_5slots_ratio1_25up_75down_rep3:17e0e8531edf,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_20mhz_5slots_ratio1_25up_75down_rep3,2.0,,,,,,
edge_1a42d654ddd5ac9daf,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_20mhz_20slots_ratio1_25up_75down_rep5:c4f46a91cba2,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_20mhz_20slots_ratio1_25up_75down_rep5,2.0,,,,,,
edge_9e1c587342054828e6,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_20mhz_20slots_ratio2_25up_75down_rep1:42e14a1583be,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_20mhz_20slots_ratio2_25up_75down_rep1,2.0,,,,,,
edge_4454015f338c3286b3,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_20mhz_20slots_ratio2_25up_75down_rep2:c9d310289bad,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_20mhz_20slots_ratio2_25up_75down_rep2,2.0,,,,,,
edge_06a73b357b83b05062,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_20mhz_20slots_ratio2_25up_75down_rep4:ad26b57dee40,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_20mhz_20slots_ratio2_25up_75down_rep4,2.0,,,,,,
edge_84a4042bc4031ae7a4,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_20mhz_20slots_ratio2_25up_75down_rep5:4c96ac957101,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_20mhz_20slots_ratio2_25up_75down_rep5,2.0,,,,,,
edge_60a83015219cd21777,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_20mhz_5slots_ratio1_25up_75down_rep1:b69e829ef6b7,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_20mhz_5slots_ratio1_25up_75down_rep1,2.0,,,,,,
edge_fcc77d138b2c95262a,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_40mhz_20slots_ratio1_50up_150down_rep1:92c9aa0f3d55,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_40mhz_20slots_ratio1_50up_150down_rep1,2.0,,,,,,
edge_f6494e4042ae28e4c4,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_40mhz_10slots_ratio2_50up_150down_rep2:799ffc201172,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_40mhz_10slots_ratio2_50up_150down_rep2,2.0,,,,,,
edge_40f074e432d6a3e2e7,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_40mhz_20slots_ratio1_50up_150down_rep3:3ce0d477c0ad,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_40mhz_20slots_ratio1_50up_150down_rep3,2.0,,,,,,
edge_ffcb3c0e2a5ea6bb97,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_40mhz_20slots_ratio1_50up_150down_rep4:fbf7c6351894,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_40mhz_20slots_ratio1_50up_150down_rep4,2.0,,,,,,
edge_f05efcfdf3e8f68b85,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_10slots_ratio1_25up_75down_rep2:f042f7ddfc85,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_10slots_ratio1_25up_75down_rep2,2.0,,,,,,
edge_5e348eec7114f8100c,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_10slots_ratio1_25up_75down_rep3:b7c66be06ca4,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_10slots_ratio1_25up_75down_rep3,2.0,,,,,,
edge_f9cf75fcc26f8061ca,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_10slots_ratio1_25up_75down_rep4:25eef53c10d6,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_10slots_ratio1_25up_75down_rep4,2.0,,,,,,
edge_3888993a96067cd24d,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_10slots_ratio1_25up_75down_rep5:5d4869588b58,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_10slots_ratio1_25up_75down_rep5,2.0,,,,,,
edge_4c94049d233a5c4147,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_10slots_ratio2_25up_75down_rep1:4cf3092a27e9,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_10slots_ratio2_25up_75down_rep1,2.0,,,,,,
edge_9d4f038d741be297dd,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_10slots_ratio2_25up_75down_rep2:175758342274,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_10slots_ratio2_25up_75down_rep2,2.0,,,,,,
edge_6cfb6599661e4ef4cc,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_10slots_ratio2_25up_75down_rep4:f947c4223ce8,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_10slots_ratio2_25up_75down_rep4,2.0,,,,,,
edge_9677aecfbc18442388,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_oai_b200_40mhz_5slots_ratio4_50up_150down_rep5:25e5d7195b56,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,oai_b200_40mhz_5slots_ratio4_50up_150down_rep5,2.0,,,,,,
edge_0a3b824edf83cc4cfd,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_10slots_ratio2_25up_75down_rep5:aef22e604af8,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_10slots_ratio2_25up_75down_rep5,2.0,,,,,,
edge_8c73e55897c881efb5,external_reference_evidence:source:campus_qos:7d40f1cbee10,external_reference_evidence:reference_context:scenario_srs_b200_20mhz_10slots_ratio4_25up_75down_rep1:9d9d49dc1f75,source_has_reference_context,external_reference_evidence,True,2.0,campus_qos,,,,,,,scenario,srs_b200_20mhz_10slots_ratio4_25up_75down_rep1,2.0,,,,,,
