edge_id,source_node_id,target_node_id,edge_type,graph_view,is_directed,edge_weight,session_id,source_measurement_id,target_measurement_id,source_service_degraded,target_service_degraded
edge_20b44ab21f5d899106,warehouse_measurement:measurement:synnetqos_m_00012923:0e67ebe6e534,warehouse_measurement:measurement:synnetqos_m_00012924:a701522716d4,next_measurement,warehouse_measurement,True,1.0,S042_01292,synnetqos_m_00012923,synnetqos_m_00012924,1,0
edge_9a0f52632a2ebac8a7,warehouse_measurement:measurement:synnetqos_m_00012924:a701522716d4,warehouse_measurement:measurement:synnetqos_m_00012925:43a8843b30a5,next_measurement,warehouse_measurement,True,1.0,S042_01292,synnetqos_m_00012924,synnetqos_m_00012925,0,1
edge_5f447cf84a9abe56c6,warehouse_measurement:measurement:synnetqos_m_00012925:43a8843b30a5,warehouse_measurement:measurement:synnetqos_m_00012926:d50daf444946,next_measurement,warehouse_measurement,True,1.0,S042_01292,synnetqos_m_00012925,synnetqos_m_00012926,1,1
edge_04efa0ebdce6903097,warehouse_measurement:measurement:synnetqos_m_00012926:d50daf444946,warehouse_measurement:measurement:synnetqos_m_00012927:68d298e21eb0,next_measurement,warehouse_measurement,True,1.0,S042_01292,synnetqos_m_00012926,synnetqos_m_00012927,1,0
edge_b6405ac986aa056dde,warehouse_measurement:measurement:synnetqos_m_00012927:68d298e21eb0,warehouse_measurement:measurement:synnetqos_m_00012928:c615bc1c69cf,next_measurement,warehouse_measurement,True,1.0,S042_01292,synnetqos_m_00012927,synnetqos_m_00012928,0,1
edge_8309fa02d2ecb05ea1,warehouse_measurement:measurement:synnetqos_m_00012928:c615bc1c69cf,warehouse_measurement:measurement:synnetqos_m_00012929:d364d5fb91ac,next_measurement,warehouse_measurement,True,1.0,S042_01292,synnetqos_m_00012928,synnetqos_m_00012929,1,1
edge_b8b1db7de1a0415ded,warehouse_measurement:measurement:synnetqos_m_00012929:d364d5fb91ac,warehouse_measurement:measurement:synnetqos_m_00012930:93cf5d364a5d,next_measurement,warehouse_measurement,True,1.0,S042_01292,synnetqos_m_00012929,synnetqos_m_00012930,1,0
edge_a02c14e8b486c72992,warehouse_measurement:measurement:synnetqos_m_00012931:6da4cc72d102,warehouse_measurement:measurement:synnetqos_m_00012932:0c7066f7e7f5,next_measurement,warehouse_measurement,True,1.0,S042_01293,synnetqos_m_00012931,synnetqos_m_00012932,1,0
edge_41acf010dfd79bc10f,warehouse_measurement:measurement:synnetqos_m_00012932:0c7066f7e7f5,warehouse_measurement:measurement:synnetqos_m_00012933:9d4ad9fad8b8,next_measurement,warehouse_measurement,True,1.0,S042_01293,synnetqos_m_00012932,synnetqos_m_00012933,0,0
edge_b765e139db4bf560a4,warehouse_measurement:measurement:synnetqos_m_00012933:9d4ad9fad8b8,warehouse_measurement:measurement:synnetqos_m_00012934:9f8f53f984b2,next_measurement,warehouse_measurement,True,1.0,S042_01293,synnetqos_m_00012933,synnetqos_m_00012934,0,1
edge_af49a8435df200149b,warehouse_measurement:measurement:synnetqos_m_00012934:9f8f53f984b2,warehouse_measurement:measurement:synnetqos_m_00012935:df4b78ca9308,next_measurement,warehouse_measurement,True,1.0,S042_01293,synnetqos_m_00012934,synnetqos_m_00012935,1,1
edge_58e9a7ab196ac48fc7,warehouse_measurement:measurement:synnetqos_m_00012935:df4b78ca9308,warehouse_measurement:measurement:synnetqos_m_00012936:94231abffa3e,next_measurement,warehouse_measurement,True,1.0,S042_01293,synnetqos_m_00012935,synnetqos_m_00012936,1,1
edge_2529f568da660f2081,warehouse_measurement:measurement:synnetqos_m_00012936:94231abffa3e,warehouse_measurement:measurement:synnetqos_m_00012937:6c5a9ae907eb,next_measurement,warehouse_measurement,True,1.0,S042_01293,synnetqos_m_00012936,synnetqos_m_00012937,1,1
edge_39ffd4c0c58c3995dd,warehouse_measurement:measurement:synnetqos_m_00012937:6c5a9ae907eb,warehouse_measurement:measurement:synnetqos_m_00012938:67feab2e0099,next_measurement,warehouse_measurement,True,1.0,S042_01293,synnetqos_m_00012937,synnetqos_m_00012938,1,1
edge_feb4f26a5e54e62e21,warehouse_measurement:measurement:synnetqos_m_00012938:67feab2e0099,warehouse_measurement:measurement:synnetqos_m_00012939:8885d69a7ffe,next_measurement,warehouse_measurement,True,1.0,S042_01293,synnetqos_m_00012938,synnetqos_m_00012939,1,1
edge_ef4589deec3abd8bff,warehouse_measurement:measurement:synnetqos_m_00012939:8885d69a7ffe,warehouse_measurement:measurement:synnetqos_m_00012940:28cfce281f18,next_measurement,warehouse_measurement,True,1.0,S042_01293,synnetqos_m_00012939,synnetqos_m_00012940,1,1
edge_af8d59b7e3a572ca81,warehouse_measurement:measurement:synnetqos_m_00012941:6aeafd928cc3,warehouse_measurement:measurement:synnetqos_m_00012942:62d766edd007,next_measurement,warehouse_measurement,True,1.0,S042_01294,synnetqos_m_00012941,synnetqos_m_00012942,1,1
edge_6f8cc42475cd3ca570,warehouse_measurement:measurement:synnetqos_m_00012942:62d766edd007,warehouse_measurement:measurement:synnetqos_m_00012943:016e577ecddf,next_measurement,warehouse_measurement,True,1.0,S042_01294,synnetqos_m_00012942,synnetqos_m_00012943,1,1
edge_72c72d0610f601406b,warehouse_measurement:measurement:synnetqos_m_00012943:016e577ecddf,warehouse_measurement:measurement:synnetqos_m_00012944:83f1633b4c6a,next_measurement,warehouse_measurement,True,1.0,S042_01294,synnetqos_m_00012943,synnetqos_m_00012944,1,0
edge_971154e817590ba892,warehouse_measurement:measurement:synnetqos_m_00012944:83f1633b4c6a,warehouse_measurement:measurement:synnetqos_m_00012945:b6615359ad2f,next_measurement,warehouse_measurement,True,1.0,S042_01294,synnetqos_m_00012944,synnetqos_m_00012945,0,1
edge_74d6d3b9b05658e6d1,warehouse_measurement:measurement:synnetqos_m_00012945:b6615359ad2f,warehouse_measurement:measurement:synnetqos_m_00012946:96e12415c6ec,next_measurement,warehouse_measurement,True,1.0,S042_01294,synnetqos_m_00012945,synnetqos_m_00012946,1,0
edge_4f6712f5d38f8578da,warehouse_measurement:measurement:synnetqos_m_00012946:96e12415c6ec,warehouse_measurement:measurement:synnetqos_m_00012947:75654261310a,next_measurement,warehouse_measurement,True,1.0,S042_01294,synnetqos_m_00012946,synnetqos_m_00012947,0,1
edge_b3f0775cee5cc6082b,warehouse_measurement:measurement:synnetqos_m_00012947:75654261310a,warehouse_measurement:measurement:synnetqos_m_00012948:9ce40bc94123,next_measurement,warehouse_measurement,True,1.0,S042_01294,synnetqos_m_00012947,synnetqos_m_00012948,1,1
edge_e47f728bbbf1f69ce4,warehouse_measurement:measurement:synnetqos_m_00012948:9ce40bc94123,warehouse_measurement:measurement:synnetqos_m_00012949:4592c16826b4,next_measurement,warehouse_measurement,True,1.0,S042_01294,synnetqos_m_00012948,synnetqos_m_00012949,1,1
edge_189acbd097c23e70ac,warehouse_measurement:measurement:synnetqos_m_00012949:4592c16826b4,warehouse_measurement:measurement:synnetqos_m_00012950:66b39e9d5632,next_measurement,warehouse_measurement,True,1.0,S042_01294,synnetqos_m_00012949,synnetqos_m_00012950,1,1
edge_e1071ca5ec786762b2,warehouse_measurement:measurement:synnetqos_m_00012951:e5300ef6d64e,warehouse_measurement:measurement:synnetqos_m_00012952:64aebbe2cca7,next_measurement,warehouse_measurement,True,1.0,S042_01295,synnetqos_m_00012951,synnetqos_m_00012952,0,1
edge_92f6b9ed12f961431a,warehouse_measurement:measurement:synnetqos_m_00012952:64aebbe2cca7,warehouse_measurement:measurement:synnetqos_m_00012953:0b0341559907,next_measurement,warehouse_measurement,True,1.0,S042_01295,synnetqos_m_00012952,synnetqos_m_00012953,1,0
edge_189cec0992c581cbb9,warehouse_measurement:measurement:synnetqos_m_00012953:0b0341559907,warehouse_measurement:measurement:synnetqos_m_00012954:896d47e0ea88,next_measurement,warehouse_measurement,True,1.0,S042_01295,synnetqos_m_00012953,synnetqos_m_00012954,0,0
edge_83aab3f29d9e275740,warehouse_measurement:measurement:synnetqos_m_00012954:896d47e0ea88,warehouse_measurement:measurement:synnetqos_m_00012955:20506b5a1619,next_measurement,warehouse_measurement,True,1.0,S042_01295,synnetqos_m_00012954,synnetqos_m_00012955,0,0
edge_a429e40febfd03f1f0,warehouse_measurement:measurement:synnetqos_m_00012955:20506b5a1619,warehouse_measurement:measurement:synnetqos_m_00012956:36a500f54d66,next_measurement,warehouse_measurement,True,1.0,S042_01295,synnetqos_m_00012955,synnetqos_m_00012956,0,0
edge_87bacbc0c1d5c33bff,warehouse_measurement:measurement:synnetqos_m_00012956:36a500f54d66,warehouse_measurement:measurement:synnetqos_m_00012957:dcbfa073b70b,next_measurement,warehouse_measurement,True,1.0,S042_01295,synnetqos_m_00012956,synnetqos_m_00012957,0,0
edge_9c8190e61806161e72,warehouse_measurement:measurement:synnetqos_m_00012957:dcbfa073b70b,warehouse_measurement:measurement:synnetqos_m_00012958:dc14ca1ee352,next_measurement,warehouse_measurement,True,1.0,S042_01295,synnetqos_m_00012957,synnetqos_m_00012958,0,1
edge_f62c4d309b7447e8b0,warehouse_measurement:measurement:synnetqos_m_00012958:dc14ca1ee352,warehouse_measurement:measurement:synnetqos_m_00012959:c840852e8a2d,next_measurement,warehouse_measurement,True,1.0,S042_01295,synnetqos_m_00012958,synnetqos_m_00012959,1,1
edge_19cee8e10b263f2312,warehouse_measurement:measurement:synnetqos_m_00012959:c840852e8a2d,warehouse_measurement:measurement:synnetqos_m_00012960:f70d824df842,next_measurement,warehouse_measurement,True,1.0,S042_01295,synnetqos_m_00012959,synnetqos_m_00012960,1,1
edge_4962798df09e4c48f7,warehouse_measurement:measurement:synnetqos_m_00012961:8cb5107cdc3d,warehouse_measurement:measurement:synnetqos_m_00012962:6c88e7561426,next_measurement,warehouse_measurement,True,1.0,S042_01296,synnetqos_m_00012961,synnetqos_m_00012962,0,0
edge_568df72be15a3e1b40,warehouse_measurement:measurement:synnetqos_m_00012962:6c88e7561426,warehouse_measurement:measurement:synnetqos_m_00012963:add95db8104d,next_measurement,warehouse_measurement,True,1.0,S042_01296,synnetqos_m_00012962,synnetqos_m_00012963,0,0
edge_1b1f1c6ad983e8c665,warehouse_measurement:measurement:synnetqos_m_00012963:add95db8104d,warehouse_measurement:measurement:synnetqos_m_00012964:755e3cfffa03,next_measurement,warehouse_measurement,True,1.0,S042_01296,synnetqos_m_00012963,synnetqos_m_00012964,0,0
edge_958d0a30e409fdffa1,warehouse_measurement:measurement:synnetqos_m_00012964:755e3cfffa03,warehouse_measurement:measurement:synnetqos_m_00012965:0cf3c2c580f2,next_measurement,warehouse_measurement,True,1.0,S042_01296,synnetqos_m_00012964,synnetqos_m_00012965,0,1
edge_ae5974e7785df00aa7,warehouse_measurement:measurement:synnetqos_m_00012965:0cf3c2c580f2,warehouse_measurement:measurement:synnetqos_m_00012966:04786642bb0e,next_measurement,warehouse_measurement,True,1.0,S042_01296,synnetqos_m_00012965,synnetqos_m_00012966,1,0
edge_ba6261deac3f0c8ab6,warehouse_measurement:measurement:synnetqos_m_00012966:04786642bb0e,warehouse_measurement:measurement:synnetqos_m_00012967:cf43eda9dfb1,next_measurement,warehouse_measurement,True,1.0,S042_01296,synnetqos_m_00012966,synnetqos_m_00012967,0,0
edge_1f703d56ab4ef2df98,warehouse_measurement:measurement:synnetqos_m_00012967:cf43eda9dfb1,warehouse_measurement:measurement:synnetqos_m_00012968:7909e2affe62,next_measurement,warehouse_measurement,True,1.0,S042_01296,synnetqos_m_00012967,synnetqos_m_00012968,0,0
edge_e5132453636900a915,warehouse_measurement:measurement:synnetqos_m_00012968:7909e2affe62,warehouse_measurement:measurement:synnetqos_m_00012969:dcf71818823e,next_measurement,warehouse_measurement,True,1.0,S042_01296,synnetqos_m_00012968,synnetqos_m_00012969,0,0
edge_2bf8a8cda5c3652068,warehouse_measurement:measurement:synnetqos_m_00012969:dcf71818823e,warehouse_measurement:measurement:synnetqos_m_00012970:a6e695c2d172,next_measurement,warehouse_measurement,True,1.0,S042_01296,synnetqos_m_00012969,synnetqos_m_00012970,0,0
edge_457b879502b062ccf5,warehouse_measurement:measurement:synnetqos_m_00012971:49b3e4ae5356,warehouse_measurement:measurement:synnetqos_m_00012972:a95a4852a657,next_measurement,warehouse_measurement,True,1.0,S042_01297,synnetqos_m_00012971,synnetqos_m_00012972,1,1
edge_6c2d375751508a380e,warehouse_measurement:measurement:synnetqos_m_00012972:a95a4852a657,warehouse_measurement:measurement:synnetqos_m_00012973:de2b271e9110,next_measurement,warehouse_measurement,True,1.0,S042_01297,synnetqos_m_00012972,synnetqos_m_00012973,1,1
edge_a931be8d4d3b1914b7,warehouse_measurement:measurement:synnetqos_m_00012973:de2b271e9110,warehouse_measurement:measurement:synnetqos_m_00012974:15a90ffd7035,next_measurement,warehouse_measurement,True,1.0,S042_01297,synnetqos_m_00012973,synnetqos_m_00012974,1,1
edge_8ca2d6778cc95f514b,warehouse_measurement:measurement:synnetqos_m_00012974:15a90ffd7035,warehouse_measurement:measurement:synnetqos_m_00012975:66fbd829c6fc,next_measurement,warehouse_measurement,True,1.0,S042_01297,synnetqos_m_00012974,synnetqos_m_00012975,1,1
edge_537ed0b1bbb226c8d9,warehouse_measurement:measurement:synnetqos_m_00012975:66fbd829c6fc,warehouse_measurement:measurement:synnetqos_m_00012976:35696cf43c82,next_measurement,warehouse_measurement,True,1.0,S042_01297,synnetqos_m_00012975,synnetqos_m_00012976,1,0
edge_12d076737efdc00b5e,warehouse_measurement:measurement:synnetqos_m_00012976:35696cf43c82,warehouse_measurement:measurement:synnetqos_m_00012977:53ec1f19563d,next_measurement,warehouse_measurement,True,1.0,S042_01297,synnetqos_m_00012976,synnetqos_m_00012977,0,1
edge_0b439ca42638c94ebc,warehouse_measurement:measurement:synnetqos_m_00012977:53ec1f19563d,warehouse_measurement:measurement:synnetqos_m_00012978:52707d99c67d,next_measurement,warehouse_measurement,True,1.0,S042_01297,synnetqos_m_00012977,synnetqos_m_00012978,1,0
edge_f35d9198ed0c35e08e,warehouse_measurement:measurement:synnetqos_m_00012978:52707d99c67d,warehouse_measurement:measurement:synnetqos_m_00012979:6de18e3a06c9,next_measurement,warehouse_measurement,True,1.0,S042_01297,synnetqos_m_00012978,synnetqos_m_00012979,0,0
edge_ea7fefd8b6d51e5dbd,warehouse_measurement:measurement:synnetqos_m_00012979:6de18e3a06c9,warehouse_measurement:measurement:synnetqos_m_00012980:c1c596da3a98,next_measurement,warehouse_measurement,True,1.0,S042_01297,synnetqos_m_00012979,synnetqos_m_00012980,0,1
edge_ca9c314f71a9e61710,warehouse_measurement:measurement:synnetqos_m_00012981:d839d3367bcd,warehouse_measurement:measurement:synnetqos_m_00012982:7346eb0e9e3d,next_measurement,warehouse_measurement,True,1.0,S042_01298,synnetqos_m_00012981,synnetqos_m_00012982,1,1
edge_40908dcbbf834d0363,warehouse_measurement:measurement:synnetqos_m_00012982:7346eb0e9e3d,warehouse_measurement:measurement:synnetqos_m_00012983:f4218c8db695,next_measurement,warehouse_measurement,True,1.0,S042_01298,synnetqos_m_00012982,synnetqos_m_00012983,1,1
edge_14804efac4825a8b08,warehouse_measurement:measurement:synnetqos_m_00012983:f4218c8db695,warehouse_measurement:measurement:synnetqos_m_00012984:ce85c510c7ca,next_measurement,warehouse_measurement,True,1.0,S042_01298,synnetqos_m_00012983,synnetqos_m_00012984,1,1
edge_002de8b6a4aebecbd2,warehouse_measurement:measurement:synnetqos_m_00012984:ce85c510c7ca,warehouse_measurement:measurement:synnetqos_m_00012985:97cc33f165f7,next_measurement,warehouse_measurement,True,1.0,S042_01298,synnetqos_m_00012984,synnetqos_m_00012985,1,1
edge_ce9cbd906c99e4f1f3,warehouse_measurement:measurement:synnetqos_m_00012985:97cc33f165f7,warehouse_measurement:measurement:synnetqos_m_00012986:9bc336321c9c,next_measurement,warehouse_measurement,True,1.0,S042_01298,synnetqos_m_00012985,synnetqos_m_00012986,1,1
edge_cc0ea22a958ae4aaa0,warehouse_measurement:measurement:synnetqos_m_00012986:9bc336321c9c,warehouse_measurement:measurement:synnetqos_m_00012987:aa5e1d4a9d26,next_measurement,warehouse_measurement,True,1.0,S042_01298,synnetqos_m_00012986,synnetqos_m_00012987,1,0
edge_753eea37f0393edad9,warehouse_measurement:measurement:synnetqos_m_00012987:aa5e1d4a9d26,warehouse_measurement:measurement:synnetqos_m_00012988:44d8b9f5be41,next_measurement,warehouse_measurement,True,1.0,S042_01298,synnetqos_m_00012987,synnetqos_m_00012988,0,1
edge_1eb5076db2d4b1becb,warehouse_measurement:measurement:synnetqos_m_00012988:44d8b9f5be41,warehouse_measurement:measurement:synnetqos_m_00012989:ecd566012052,next_measurement,warehouse_measurement,True,1.0,S042_01298,synnetqos_m_00012988,synnetqos_m_00012989,1,0
edge_476fee623bf9da698c,warehouse_measurement:measurement:synnetqos_m_00012989:ecd566012052,warehouse_measurement:measurement:synnetqos_m_00012990:ddeb61e6ca9e,next_measurement,warehouse_measurement,True,1.0,S042_01298,synnetqos_m_00012989,synnetqos_m_00012990,0,0
edge_95c9354cf36ba6de63,warehouse_measurement:measurement:synnetqos_m_00012991:d911c9915b89,warehouse_measurement:measurement:synnetqos_m_00012992:03f96757f1b8,next_measurement,warehouse_measurement,True,1.0,S042_01299,synnetqos_m_00012991,synnetqos_m_00012992,1,1
edge_16bad44fde6e3fc67d,warehouse_measurement:measurement:synnetqos_m_00012992:03f96757f1b8,warehouse_measurement:measurement:synnetqos_m_00012993:81137385fb73,next_measurement,warehouse_measurement,True,1.0,S042_01299,synnetqos_m_00012992,synnetqos_m_00012993,1,1
edge_22b08172b7d715714d,warehouse_measurement:measurement:synnetqos_m_00012993:81137385fb73,warehouse_measurement:measurement:synnetqos_m_00012994:c37f8ceb9e1f,next_measurement,warehouse_measurement,True,1.0,S042_01299,synnetqos_m_00012993,synnetqos_m_00012994,1,1
edge_f3e61194a35bf0f180,warehouse_measurement:measurement:synnetqos_m_00012994:c37f8ceb9e1f,warehouse_measurement:measurement:synnetqos_m_00012995:84e4a741a2dd,next_measurement,warehouse_measurement,True,1.0,S042_01299,synnetqos_m_00012994,synnetqos_m_00012995,1,1
edge_86103fc6648319c912,warehouse_measurement:measurement:synnetqos_m_00012995:84e4a741a2dd,warehouse_measurement:measurement:synnetqos_m_00012996:5b2359d5c06f,next_measurement,warehouse_measurement,True,1.0,S042_01299,synnetqos_m_00012995,synnetqos_m_00012996,1,1
edge_48f7081cf900776f0a,warehouse_measurement:measurement:synnetqos_m_00012996:5b2359d5c06f,warehouse_measurement:measurement:synnetqos_m_00012997:01b6804ee7e1,next_measurement,warehouse_measurement,True,1.0,S042_01299,synnetqos_m_00012996,synnetqos_m_00012997,1,1
edge_7c627d1ca095ee41ce,warehouse_measurement:measurement:synnetqos_m_00012997:01b6804ee7e1,warehouse_measurement:measurement:synnetqos_m_00012998:9e34656a17fb,next_measurement,warehouse_measurement,True,1.0,S042_01299,synnetqos_m_00012997,synnetqos_m_00012998,1,1
edge_c8c521ca26ef2a9ad7,warehouse_measurement:measurement:synnetqos_m_00012998:9e34656a17fb,warehouse_measurement:measurement:synnetqos_m_00012999:7c35a1bd5b5d,next_measurement,warehouse_measurement,True,1.0,S042_01299,synnetqos_m_00012998,synnetqos_m_00012999,1,1
edge_67debc0ead2a1d0528,warehouse_measurement:measurement:synnetqos_m_00012999:7c35a1bd5b5d,warehouse_measurement:measurement:synnetqos_m_00013000:ec302edd38ec,next_measurement,warehouse_measurement,True,1.0,S042_01299,synnetqos_m_00012999,synnetqos_m_00013000,1,1
edge_2f943a48301efcd4e7,warehouse_measurement:measurement:synnetqos_m_00013001:3f3bf25b3abf,warehouse_measurement:measurement:synnetqos_m_00013002:49d404457212,next_measurement,warehouse_measurement,True,1.0,S042_01300,synnetqos_m_00013001,synnetqos_m_00013002,1,1
edge_a11aedf052a8d46055,warehouse_measurement:measurement:synnetqos_m_00013002:49d404457212,warehouse_measurement:measurement:synnetqos_m_00013003:d1cccfd1b0ba,next_measurement,warehouse_measurement,True,1.0,S042_01300,synnetqos_m_00013002,synnetqos_m_00013003,1,1
edge_46ff985090c1a5c86d,warehouse_measurement:measurement:synnetqos_m_00013003:d1cccfd1b0ba,warehouse_measurement:measurement:synnetqos_m_00013004:90f4348d2f72,next_measurement,warehouse_measurement,True,1.0,S042_01300,synnetqos_m_00013003,synnetqos_m_00013004,1,1
edge_4e9d86b01f41700d54,warehouse_measurement:measurement:synnetqos_m_00013004:90f4348d2f72,warehouse_measurement:measurement:synnetqos_m_00013005:685f826d00a1,next_measurement,warehouse_measurement,True,1.0,S042_01300,synnetqos_m_00013004,synnetqos_m_00013005,1,1
edge_b378b13f723b3257bd,warehouse_measurement:measurement:synnetqos_m_00013005:685f826d00a1,warehouse_measurement:measurement:synnetqos_m_00013006:8bfa22d3f88e,next_measurement,warehouse_measurement,True,1.0,S042_01300,synnetqos_m_00013005,synnetqos_m_00013006,1,1
edge_52d3267cbdd6d01528,warehouse_measurement:measurement:synnetqos_m_00013006:8bfa22d3f88e,warehouse_measurement:measurement:synnetqos_m_00013007:cf708a02df05,next_measurement,warehouse_measurement,True,1.0,S042_01300,synnetqos_m_00013006,synnetqos_m_00013007,1,1
edge_e07c7e5a9d1cec57d7,warehouse_measurement:measurement:synnetqos_m_00013007:cf708a02df05,warehouse_measurement:measurement:synnetqos_m_00013008:047eb159996e,next_measurement,warehouse_measurement,True,1.0,S042_01300,synnetqos_m_00013007,synnetqos_m_00013008,1,1
edge_7912bb66d2ffe94cab,warehouse_measurement:measurement:synnetqos_m_00013008:047eb159996e,warehouse_measurement:measurement:synnetqos_m_00013009:bd8c1cb327dc,next_measurement,warehouse_measurement,True,1.0,S042_01300,synnetqos_m_00013008,synnetqos_m_00013009,1,1
edge_d76ee689b606e8db51,warehouse_measurement:measurement:synnetqos_m_00013009:bd8c1cb327dc,warehouse_measurement:measurement:synnetqos_m_00013010:e27165ed9cbe,next_measurement,warehouse_measurement,True,1.0,S042_01300,synnetqos_m_00013009,synnetqos_m_00013010,1,1
edge_294145e8ab7a83f286,warehouse_measurement:measurement:synnetqos_m_00013011:6a011132e56c,warehouse_measurement:measurement:synnetqos_m_00013012:2d7f25c60624,next_measurement,warehouse_measurement,True,1.0,S042_01301,synnetqos_m_00013011,synnetqos_m_00013012,1,1
edge_9b0f1d04d37b70e9c6,warehouse_measurement:measurement:synnetqos_m_00013012:2d7f25c60624,warehouse_measurement:measurement:synnetqos_m_00013013:30c05422cc85,next_measurement,warehouse_measurement,True,1.0,S042_01301,synnetqos_m_00013012,synnetqos_m_00013013,1,1
edge_375986a4f0b32ab86e,warehouse_measurement:measurement:synnetqos_m_00013013:30c05422cc85,warehouse_measurement:measurement:synnetqos_m_00013014:e44f760b8f70,next_measurement,warehouse_measurement,True,1.0,S042_01301,synnetqos_m_00013013,synnetqos_m_00013014,1,1
edge_d25b529e728e6849ed,warehouse_measurement:measurement:synnetqos_m_00013014:e44f760b8f70,warehouse_measurement:measurement:synnetqos_m_00013015:87010d726ec8,next_measurement,warehouse_measurement,True,1.0,S042_01301,synnetqos_m_00013014,synnetqos_m_00013015,1,1
edge_819cf98a015ca84e75,warehouse_measurement:measurement:synnetqos_m_00013015:87010d726ec8,warehouse_measurement:measurement:synnetqos_m_00013016:7f29e884df59,next_measurement,warehouse_measurement,True,1.0,S042_01301,synnetqos_m_00013015,synnetqos_m_00013016,1,1
edge_dd03d9046d178a03b6,warehouse_measurement:measurement:synnetqos_m_00013016:7f29e884df59,warehouse_measurement:measurement:synnetqos_m_00013017:f7dde5f93bb3,next_measurement,warehouse_measurement,True,1.0,S042_01301,synnetqos_m_00013016,synnetqos_m_00013017,1,1
edge_0bc069997c7b3c1b85,warehouse_measurement:measurement:synnetqos_m_00013017:f7dde5f93bb3,warehouse_measurement:measurement:synnetqos_m_00013018:fac1d6100162,next_measurement,warehouse_measurement,True,1.0,S042_01301,synnetqos_m_00013017,synnetqos_m_00013018,1,1
edge_7728bc3ec7fa2791f9,warehouse_measurement:measurement:synnetqos_m_00013018:fac1d6100162,warehouse_measurement:measurement:synnetqos_m_00013019:bcb2f062f7a5,next_measurement,warehouse_measurement,True,1.0,S042_01301,synnetqos_m_00013018,synnetqos_m_00013019,1,1
edge_ed78fc46301482de57,warehouse_measurement:measurement:synnetqos_m_00013019:bcb2f062f7a5,warehouse_measurement:measurement:synnetqos_m_00013020:8154f9a52384,next_measurement,warehouse_measurement,True,1.0,S042_01301,synnetqos_m_00013019,synnetqos_m_00013020,1,1
edge_de0ba9779c19da063c,warehouse_measurement:measurement:synnetqos_m_00013021:ec7209ebd915,warehouse_measurement:measurement:synnetqos_m_00013022:b71af1565186,next_measurement,warehouse_measurement,True,1.0,S042_01302,synnetqos_m_00013021,synnetqos_m_00013022,1,1
edge_38621bec5a405fbbce,warehouse_measurement:measurement:synnetqos_m_00013022:b71af1565186,warehouse_measurement:measurement:synnetqos_m_00013023:1a14523f86dc,next_measurement,warehouse_measurement,True,1.0,S042_01302,synnetqos_m_00013022,synnetqos_m_00013023,1,1
edge_81a9a8ddead061f6b3,warehouse_measurement:measurement:synnetqos_m_00013023:1a14523f86dc,warehouse_measurement:measurement:synnetqos_m_00013024:b1ac8f248729,next_measurement,warehouse_measurement,True,1.0,S042_01302,synnetqos_m_00013023,synnetqos_m_00013024,1,1
edge_6f1d6d8cee0719e007,warehouse_measurement:measurement:synnetqos_m_00013024:b1ac8f248729,warehouse_measurement:measurement:synnetqos_m_00013025:7a402201eff2,next_measurement,warehouse_measurement,True,1.0,S042_01302,synnetqos_m_00013024,synnetqos_m_00013025,1,1
edge_10a873707606974a59,warehouse_measurement:measurement:synnetqos_m_00013025:7a402201eff2,warehouse_measurement:measurement:synnetqos_m_00013026:6180f67e0b86,next_measurement,warehouse_measurement,True,1.0,S042_01302,synnetqos_m_00013025,synnetqos_m_00013026,1,1
edge_20f1f3598cc798e58c,warehouse_measurement:measurement:synnetqos_m_00013026:6180f67e0b86,warehouse_measurement:measurement:synnetqos_m_00013027:f2a120ba7897,next_measurement,warehouse_measurement,True,1.0,S042_01302,synnetqos_m_00013026,synnetqos_m_00013027,1,1
edge_3157d3caa2219fbc6b,warehouse_measurement:measurement:synnetqos_m_00013027:f2a120ba7897,warehouse_measurement:measurement:synnetqos_m_00013028:0d9805ed1fc7,next_measurement,warehouse_measurement,True,1.0,S042_01302,synnetqos_m_00013027,synnetqos_m_00013028,1,0
edge_5ddf3ac3879b4cc10a,warehouse_measurement:measurement:synnetqos_m_00013028:0d9805ed1fc7,warehouse_measurement:measurement:synnetqos_m_00013029:19a999d21210,next_measurement,warehouse_measurement,True,1.0,S042_01302,synnetqos_m_00013028,synnetqos_m_00013029,0,1
edge_41e363b57d2dcd6001,warehouse_measurement:measurement:synnetqos_m_00013029:19a999d21210,warehouse_measurement:measurement:synnetqos_m_00013030:e290962d6e95,next_measurement,warehouse_measurement,True,1.0,S042_01302,synnetqos_m_00013029,synnetqos_m_00013030,1,0
edge_1a5728cf7f971ff7a6,warehouse_measurement:measurement:synnetqos_m_00013031:3a090c05df16,warehouse_measurement:measurement:synnetqos_m_00013032:4a1537265584,next_measurement,warehouse_measurement,True,1.0,S042_01303,synnetqos_m_00013031,synnetqos_m_00013032,0,0
edge_579f7161c670e71a6a,warehouse_measurement:measurement:synnetqos_m_00013032:4a1537265584,warehouse_measurement:measurement:synnetqos_m_00013033:ff9974bd36af,next_measurement,warehouse_measurement,True,1.0,S042_01303,synnetqos_m_00013032,synnetqos_m_00013033,0,0
edge_5f3ee1210cbeb82621,warehouse_measurement:measurement:synnetqos_m_00013033:ff9974bd36af,warehouse_measurement:measurement:synnetqos_m_00013034:815284de2c7f,next_measurement,warehouse_measurement,True,1.0,S042_01303,synnetqos_m_00013033,synnetqos_m_00013034,0,0
