edge_id,source_node_id,target_node_id,edge_type,graph_view,is_directed,edge_weight,row_count,support_fraction,degraded_count,degradation_rate,baseline_degradation_rate,degradation_lift,source_context_family,target_context_family
edge_875fdfbec747b19959,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:network_type_5g_nsa:1e446c34aabc,context_cooccurs,context_cooccurrence,False,5007.0,5007,0.10014,3193,0.6377072099061314,0.50716,1.2574083324909917,application,network_type
edge_5cadc0c0168bb035a6,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:obstruction_low:6baf2e76a3c7,context_cooccurs,context_cooccurrence,False,5296.0,5296,0.10592,3017,0.5696752265861027,0.50716,1.1232652941598364,application,obstruction
edge_41275b6e1f629b81a3,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:radio_band_n77:72cd438a800f,context_cooccurs,context_cooccurrence,False,982.0,982,0.01964,643,0.654786150712831,0.50716,1.2910839788485506,application,radio_band
edge_8ab0173a4147b2ac4b,context_cooccurrence:context_value:congestion_low:dc6f30abc825,context_cooccurrence:context_value:infrastructure_moderately_degraded:76839948dcb8,context_cooccurs,context_cooccurrence,False,1805.0,1805,0.0361,550,0.3047091412742382,0.50716,0.6008146172297464,congestion,infrastructure
edge_169320365fdcb4ff17,context_cooccurrence:context_value:congestion_low:dc6f30abc825,context_cooccurrence:context_value:network_type_5g_nsa:1e446c34aabc,context_cooccurs,context_cooccurrence,False,3515.0,3515,0.0703,1006,0.28620199146514935,0.50716,0.5643228792987407,congestion,network_type
edge_1ae9659fb251128bad,context_cooccurrence:context_value:congestion_low:dc6f30abc825,context_cooccurrence:context_value:obstruction_low:6baf2e76a3c7,context_cooccurs,context_cooccurrence,False,3922.0,3922,0.07844,805,0.2052524222335543,0.50716,0.40470940577639064,congestion,obstruction
edge_1b2b85bf0f78a5a17b,context_cooccurrence:context_value:congestion_low:dc6f30abc825,context_cooccurrence:context_value:radio_band_n77:72cd438a800f,context_cooccurs,context_cooccurrence,False,743.0,743,0.01486,221,0.297442799461642,0.50716,0.5864871035997357,congestion,radio_band
edge_d995003ddea4231bfb,context_cooccurrence:context_value:infrastructure_moderately_degraded:76839948dcb8,context_cooccurrence:context_value:tower_load_light:a96b7363a32b,context_cooccurs,context_cooccurrence,False,4962.0,4962,0.09924,2118,0.4268440145102781,0.50716,0.841635804302938,infrastructure,tower_load
edge_279a88e799ffa9fbc0,context_cooccurrence:context_value:network_type_5g_nsa:1e446c34aabc,context_cooccurrence:context_value:tower_load_light:a96b7363a32b,context_cooccurs,context_cooccurrence,False,9892.0,9892,0.19784,4349,0.43964820056611403,0.50716,0.8668826417030404,network_type,tower_load
edge_b69421e7a62ece0e6c,context_cooccurrence:context_value:obstruction_low:6baf2e76a3c7,context_cooccurrence:context_value:tower_load_light:a96b7363a32b,context_cooccurs,context_cooccurrence,False,10789.0,10789,0.21578,3704,0.3433126332375568,0.50716,0.6769316058789273,obstruction,tower_load
edge_2431feec0a0d048249,context_cooccurrence:context_value:radio_band_n77:72cd438a800f,context_cooccurrence:context_value:tower_load_light:a96b7363a32b,context_cooccurs,context_cooccurrence,False,2028.0,2028,0.04056,834,0.41124260355029585,0.50716,0.8108734986006306,radio_band,tower_load
edge_00953b093589df8f0f,context_cooccurrence:context_value:application_gaming:def3dd30caeb,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurs,context_cooccurrence,False,4800.0,4800,0.096,3286,0.6845833333333333,0.50716,1.3498370008149958,application,congestion
edge_41e36da1335ac9f65e,context_cooccurrence:context_value:application_gaming:def3dd30caeb,context_cooccurrence:context_value:infrastructure_moderately_degraded:76839948dcb8,context_cooccurs,context_cooccurrence,False,2530.0,2530,0.0506,1284,0.5075098814229249,0.50716,1.0006898837111065,application,infrastructure
edge_e72537f1e39eb05259,context_cooccurrence:context_value:application_gaming:def3dd30caeb,context_cooccurrence:context_value:network_type_5g_nsa:1e446c34aabc,context_cooccurs,context_cooccurrence,False,4992.0,4992,0.09984,2556,0.5120192307692307,0.50716,1.0095812579249757,application,network_type
edge_eaf7199ae0c082d760,context_cooccurrence:context_value:application_gaming:def3dd30caeb,context_cooccurrence:context_value:obstruction_low:6baf2e76a3c7,context_cooccurs,context_cooccurrence,False,5350.0,5350,0.107,2267,0.4237383177570093,0.50716,0.8355121022103661,application,obstruction
edge_618acb0ccb090e79e1,context_cooccurrence:context_value:application_gaming:def3dd30caeb,context_cooccurrence:context_value:radio_band_n77:72cd438a800f,context_cooccurs,context_cooccurrence,False,998.0,998,0.01996,510,0.5110220440881763,0.50716,1.007615040792208,application,radio_band
edge_0a7286cd785001a61b,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurrence:context_value:infrastructure_moderately_degraded:76839948dcb8,context_cooccurs,context_cooccurrence,False,3783.0,3783,0.07566,2449,0.647369812318266,0.50716,1.2764607073078829,congestion,infrastructure
edge_a3feb69e1c6b1eb6ba,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurrence:context_value:network_type_5g_nsa:1e446c34aabc,context_cooccurs,context_cooccurrence,False,7647.0,7647,0.15294,5386,0.7043284948345756,0.50716,1.3887698060465643,congestion,network_type
edge_73ad978dc003e0a845,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurrence:context_value:obstruction_low:6baf2e76a3c7,context_cooccurs,context_cooccurrence,False,8135.0,8135,0.1627,4808,0.5910264290104487,0.50716,1.1653648336036924,congestion,obstruction
edge_00f33d7ae80937ae57,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurrence:context_value:radio_band_n77:72cd438a800f,context_cooccurs,context_cooccurrence,False,1581.0,1581,0.03162,1089,0.6888045540796964,0.50716,1.358160253331683,congestion,radio_band
edge_8d1c5d7c5a8355d4ba,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurrence:context_value:tower_load_light:a96b7363a32b,context_cooccurs,context_cooccurrence,False,5734.0,5734,0.11468,3885,0.6775374956400418,0.50716,1.3359442693430905,congestion,tower_load
edge_87a1cf3c78b35312d0,context_cooccurrence:context_value:application_browse:3d1bd585d2bd,context_cooccurrence:context_value:infrastructure_moderately_degraded:76839948dcb8,context_cooccurs,context_cooccurrence,False,2408.0,2408,0.04816,1031,0.428156146179402,0.50716,0.844223018730582,application,infrastructure
edge_d3bd64387c121d8b8f,context_cooccurrence:context_value:application_browse:3d1bd585d2bd,context_cooccurrence:context_value:network_type_5g_nsa:1e446c34aabc,context_cooccurs,context_cooccurrence,False,4842.0,4842,0.09684,2171,0.4483684427922346,0.50716,0.8840769043146828,application,network_type
edge_045a9de4396eae0562,context_cooccurrence:context_value:application_browse:3d1bd585d2bd,context_cooccurrence:context_value:obstruction_low:6baf2e76a3c7,context_cooccurs,context_cooccurrence,False,5301.0,5301,0.10602,1773,0.33446519524617996,0.50716,0.6594865431938243,application,obstruction
edge_126041e8ee4e0a017e,context_cooccurrence:context_value:application_browse:3d1bd585d2bd,context_cooccurrence:context_value:radio_band_n77:72cd438a800f,context_cooccurs,context_cooccurrence,False,1032.0,1032,0.02064,467,0.45251937984496127,0.50716,0.8922615739509449,application,radio_band
edge_fade2039a75eb2f056,context_cooccurrence:context_value:infrastructure_moderately_degraded:76839948dcb8,context_cooccurrence:context_value:tower_load_heavy:a49aed9efbc6,context_cooccurs,context_cooccurrence,False,2007.0,2007,0.04014,1298,0.6467364225211759,0.50716,1.275211811896001,infrastructure,tower_load
edge_47aeed774aebdcbe66,context_cooccurrence:context_value:network_type_5g_nsa:1e446c34aabc,context_cooccurrence:context_value:tower_load_heavy:a49aed9efbc6,context_cooccurs,context_cooccurrence,False,3903.0,3903,0.07806,2707,0.6935690494491417,0.50716,1.3675547153741257,network_type,tower_load
edge_d3d0e7bd51768a7f7e,context_cooccurrence:context_value:obstruction_low:6baf2e76a3c7,context_cooccurrence:context_value:tower_load_heavy:a49aed9efbc6,context_cooccurs,context_cooccurrence,False,4181.0,4181,0.08362,2454,0.5869409232241091,0.50716,1.1573091790048684,obstruction,tower_load
edge_7e720b0e20d885e2f8,context_cooccurrence:context_value:radio_band_n77:72cd438a800f,context_cooccurrence:context_value:tower_load_heavy:a49aed9efbc6,context_cooccurs,context_cooccurrence,False,840.0,840,0.0168,583,0.694047619047619,0.50716,1.3684983418400878,radio_band,tower_load
edge_828a86f223fb5423cf,context_cooccurrence:context_value:application_browse:3d1bd585d2bd,context_cooccurrence:context_value:mobility_walking:f9c84a86faf4,context_cooccurs,context_cooccurrence,False,5709.0,5709,0.11418,2873,0.5032404974601506,0.50716,0.9922716646820542,application,mobility
edge_ac15e0c3172c6046aa,context_cooccurrence:context_value:area_type_urban:56fedb3ecc6c,context_cooccurrence:context_value:mobility_walking:f9c84a86faf4,context_cooccurs,context_cooccurrence,False,22774.0,22774,0.45548,12506,0.5491349784842364,0.50716,1.0827647655261383,area_type,mobility
edge_b362fbeb7c75b8a368,context_cooccurrence:context_value:congestion_medium:1096e9812b9e,context_cooccurrence:context_value:mobility_walking:f9c84a86faf4,context_cooccurs,context_cooccurrence,False,9678.0,9678,0.19356,4609,0.47623475924777847,0.50716,0.9390227132419323,congestion,mobility
edge_81855ea615a3e933bb,context_cooccurrence:context_value:infrastructure_moderately_degraded:76839948dcb8,context_cooccurrence:context_value:mobility_walking:f9c84a86faf4,context_cooccurs,context_cooccurrence,False,4533.0,4533,0.09066,2422,0.5343039929406574,0.50716,1.0535215571824619,infrastructure,mobility
edge_d3b2938f0cf00de460,context_cooccurrence:context_value:mobility_walking:f9c84a86faf4,context_cooccurrence:context_value:network_type_5g_nsa:1e446c34aabc,context_cooccurs,context_cooccurrence,False,8887.0,8887,0.17774,4873,0.5483290199167323,0.50716,1.0811756051674664,mobility,network_type
edge_cf80bd3b6f8f5fee85,context_cooccurrence:context_value:mobility_walking:f9c84a86faf4,context_cooccurrence:context_value:obstruction_low:6baf2e76a3c7,context_cooccurs,context_cooccurrence,False,9706.0,9706,0.19412,4311,0.4441582526272409,0.50716,0.875775401504931,mobility,obstruction
edge_d689ace680d7392e92,context_cooccurrence:context_value:mobility_walking:f9c84a86faf4,context_cooccurrence:context_value:radio_band_n77:72cd438a800f,context_cooccurs,context_cooccurrence,False,1803.0,1803,0.03606,975,0.540765391014975,0.50716,1.066261911457873,mobility,radio_band
edge_ccfe5b548219e60f37,context_cooccurrence:context_value:mobility_walking:f9c84a86faf4,context_cooccurrence:context_value:time_bin_night:908d2968c559,context_cooccurs,context_cooccurrence,False,5885.0,5885,0.1177,2825,0.4800339847068819,0.50716,0.9465138905017783,mobility,time_bin
edge_9e87bed950ae18540c,context_cooccurrence:context_value:mobility_walking:f9c84a86faf4,context_cooccurrence:context_value:tower_load_moderate:ff95aa01d274,context_cooccurs,context_cooccurrence,False,6767.0,6767,0.13534,3629,0.5362790010344318,0.50716,1.0574158077025628,mobility,tower_load
edge_30f4329450bf63d5a2,context_cooccurrence:context_value:mobility_walking:f9c84a86faf4,context_cooccurrence:context_value:weather_clear:8bab34b7cb82,context_cooccurs,context_cooccurrence,False,16007.0,16007,0.32014,8402,0.5248953582807522,0.50716,1.0349699469215872,mobility,weather
edge_47f1c0a563171367a4,context_cooccurrence:context_value:application_browse:3d1bd585d2bd,context_cooccurrence:context_value:congestion_low:dc6f30abc825,context_cooccurs,context_cooccurrence,False,2226.0,2226,0.04452,621,0.27897574123989216,0.50716,0.5500744168307676,application,congestion
edge_5a498a0849bdca8ece,context_cooccurrence:context_value:congestion_low:dc6f30abc825,context_cooccurrence:context_value:mobility_walking:f9c84a86faf4,context_cooccurs,context_cooccurrence,False,4355.0,4355,0.0871,1600,0.36739380022962115,0.50716,0.7244139920924779,congestion,mobility
edge_8dce06e4bed085474c,context_cooccurrence:context_value:mobility_walking:f9c84a86faf4,context_cooccurrence:context_value:tower_load_light:a96b7363a32b,context_cooccurs,context_cooccurrence,False,11483.0,11483,0.22966,5633,0.4905512496734303,0.50716,0.967251458461689,mobility,tower_load
edge_7a00708c6686dd8b60,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:mobility_walking:f9c84a86faf4,context_cooccurs,context_cooccurrence,False,5709.0,5709,0.11418,3958,0.6932912944473638,0.50716,1.3670070479678282,application,mobility
edge_6c59ea17b91671c0f2,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurs,context_cooccurrence,False,4784.0,4784,0.09568,3911,0.8175167224080268,0.50716,1.611950316286826,application,congestion
edge_b34cc596ec030f831c,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:network_type_5g_sa:ca96e299bff5,context_cooccurs,context_cooccurrence,False,4515.0,4515,0.0903,2633,0.5831672203765227,0.50716,1.1498683263201408,application,network_type
edge_687a1c9716c5bf1cda,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurs,context_cooccurrence,False,2064.0,2064,0.04128,1797,0.8706395348837209,0.50716,1.716695983286775,application,obstruction
edge_62a05f40104df3c14a,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:radio_band_n78:7ccd8ccc28c3,context_cooccurs,context_cooccurrence,False,3961.0,3961,0.07922,2434,0.6144912900782631,0.50716,1.211632009776526,application,radio_band
edge_e013519d93a77dea02,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:time_bin_morning:7b7f4189c4b9,context_cooccurs,context_cooccurrence,False,3238.0,3238,0.06476,2232,0.6893143915997529,0.50716,1.3591655327702359,application,time_bin
edge_eeb12c7579fdfe9fdc,context_cooccurrence:context_value:application_streaming:ca9f33603ddd,context_cooccurrence:context_value:tower_load_heavy:a49aed9efbc6,context_cooccurs,context_cooccurrence,False,2541.0,2541,0.05082,2067,0.8134592680047226,0.50716,1.603949972404611,application,tower_load
edge_9527bba17658562922,context_cooccurrence:context_value:area_type_urban:56fedb3ecc6c,context_cooccurrence:context_value:network_type_5g_sa:ca96e299bff5,context_cooccurs,context_cooccurrence,False,17960.0,17960,0.3592,6911,0.3847995545657016,0.50716,0.7587340377113762,area_type,network_type
edge_11132266a32fe9e2e5,context_cooccurrence:context_value:area_type_urban:56fedb3ecc6c,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurs,context_cooccurrence,False,8030.0,8030,0.1606,6279,0.7819427148194271,0.50716,1.5418067568803278,area_type,obstruction
edge_4b6f8acb7fd87f5a81,context_cooccurrence:context_value:area_type_urban:56fedb3ecc6c,context_cooccurrence:context_value:radio_band_n78:7ccd8ccc28c3,context_cooccurs,context_cooccurrence,False,15460.0,15460,0.3092,7082,0.45808538163001294,0.50716,0.903236417757735,area_type,radio_band
edge_da14d434318f3e1ea4,context_cooccurrence:context_value:area_type_urban:56fedb3ecc6c,context_cooccurrence:context_value:time_bin_morning:7b7f4189c4b9,context_cooccurs,context_cooccurrence,False,12754.0,12754,0.25508,6891,0.5403010820134859,0.50716,1.0653464035284443,area_type,time_bin
edge_39b552b15d91f471e7,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurrence:context_value:network_type_5g_sa:ca96e299bff5,context_cooccurs,context_cooccurrence,False,6846.0,6846,0.13692,3499,0.5111013730645633,0.50716,1.0077714588385582,congestion,network_type
edge_107b55767d81c9e1c9,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurs,context_cooccurrence,False,3051.0,3051,0.06102,2716,0.890199934447722,0.50716,1.7552644815200764,congestion,obstruction
edge_21ebdc8d5aa302cb67,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurrence:context_value:radio_band_n78:7ccd8ccc28c3,context_cooccurs,context_cooccurrence,False,5911.0,5911,0.11822,3669,0.6207071561495516,0.50716,1.2238882328053309,congestion,radio_band
edge_73c21417c642e44fe7,context_cooccurrence:context_value:congestion_high:9d9dddd17c8c,context_cooccurrence:context_value:time_bin_morning:7b7f4189c4b9,context_cooccurs,context_cooccurrence,False,5623.0,5623,0.11246,3899,0.6934020985239197,0.50716,1.3672255274941234,congestion,time_bin
edge_60889a57b363fa9b21,context_cooccurrence:context_value:infrastructure_nominal:86f0c6eb721b,context_cooccurrence:context_value:network_type_5g_sa:ca96e299bff5,context_cooccurs,context_cooccurrence,False,13340.0,13340,0.2668,5183,0.38853073463268367,0.50716,0.7660910454938947,infrastructure,network_type
edge_5bc3c5985911065fe9,context_cooccurrence:context_value:infrastructure_nominal:86f0c6eb721b,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurs,context_cooccurrence,False,6220.0,6220,0.1244,4895,0.7869774919614148,0.50716,1.5517341508821962,infrastructure,obstruction
edge_f6c14b583cf94c41dc,context_cooccurrence:context_value:infrastructure_nominal:86f0c6eb721b,context_cooccurrence:context_value:radio_band_n78:7ccd8ccc28c3,context_cooccurs,context_cooccurrence,False,11520.0,11520,0.2304,5349,0.46432291666666664,0.50716,0.9155353668796171,infrastructure,radio_band
edge_2e9334ce8479b470cf,context_cooccurrence:context_value:infrastructure_nominal:86f0c6eb721b,context_cooccurrence:context_value:time_bin_morning:7b7f4189c4b9,context_cooccurs,context_cooccurrence,False,9552.0,9552,0.19104,5273,0.5520309882747069,0.50716,1.0884750143440074,infrastructure,time_bin
edge_5257f7cde1e4402daa,context_cooccurrence:context_value:mobility_static:d34206ea58e5,context_cooccurrence:context_value:network_type_5g_sa:ca96e299bff5,context_cooccurs,context_cooccurrence,False,9037.0,9037,0.18074,3115,0.3446940356312936,0.50716,0.6796554058508035,mobility,network_type
edge_858f154df99db08055,context_cooccurrence:context_value:mobility_static:d34206ea58e5,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurs,context_cooccurrence,False,3934.0,3934,0.07868,2967,0.7541942043721404,0.50716,1.487093233638576,mobility,obstruction
edge_851b3af4a00e18c5fe,context_cooccurrence:context_value:mobility_static:d34206ea58e5,context_cooccurrence:context_value:radio_band_n78:7ccd8ccc28c3,context_cooccurs,context_cooccurrence,False,7668.0,7668,0.15336,3140,0.4094940010432968,0.50716,0.8074256665417161,mobility,radio_band
edge_1fd286050452dae72e,context_cooccurrence:context_value:mobility_static:d34206ea58e5,context_cooccurrence:context_value:time_bin_morning:7b7f4189c4b9,context_cooccurs,context_cooccurrence,False,6461.0,6461,0.12922,3233,0.5003869370066553,0.50716,0.9866451159528654,mobility,time_bin
edge_b336120a5314b75306,context_cooccurrence:context_value:network_type_5g_sa:ca96e299bff5,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurs,context_cooccurrence,False,2850.0,2850,0.057,1944,0.6821052631578948,0.50716,1.344950830424116,network_type,obstruction
edge_51d3eeb67cbb8c9d45,context_cooccurrence:context_value:network_type_5g_sa:ca96e299bff5,context_cooccurrence:context_value:radio_band_n78:7ccd8ccc28c3,context_cooccurs,context_cooccurrence,False,7590.0,7590,0.1518,2943,0.3877470355731225,0.50716,0.7645457756390931,network_type,radio_band
edge_f81c78c08180cce941,context_cooccurrence:context_value:network_type_5g_sa:ca96e299bff5,context_cooccurrence:context_value:time_bin_morning:7b7f4189c4b9,context_cooccurs,context_cooccurrence,False,4303.0,4303,0.08606,1794,0.4169184290030212,0.50716,0.8220648887984485,network_type,time_bin
edge_0d562fe90c50bd59b6,context_cooccurrence:context_value:network_type_5g_sa:ca96e299bff5,context_cooccurrence:context_value:tower_load_heavy:a49aed9efbc6,context_cooccurs,context_cooccurrence,False,3617.0,3617,0.07234,1850,0.5114735969035112,0.50716,1.008505396528731,network_type,tower_load
edge_e08f873454ce08e486,context_cooccurrence:context_value:network_type_5g_sa:ca96e299bff5,context_cooccurrence:context_value:weather_clear:8bab34b7cb82,context_cooccurs,context_cooccurrence,False,12520.0,12520,0.2504,4376,0.34952076677316296,0.50716,0.6891725821696564,network_type,weather
edge_40f9873bd9cc373607,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurrence:context_value:radio_band_n78:7ccd8ccc28c3,context_cooccurs,context_cooccurrence,False,2630.0,2630,0.0526,2027,0.7707224334600761,0.50716,1.5196830062703603,obstruction,radio_band
edge_049cd0a16ad8d84e98,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurrence:context_value:time_bin_morning:7b7f4189c4b9,context_cooccurs,context_cooccurrence,False,2203.0,2203,0.04406,1739,0.7893781207444394,0.50716,1.5564676250974825,obstruction,time_bin
edge_1fbff900c164564069,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurrence:context_value:tower_load_heavy:a49aed9efbc6,context_cooccurs,context_cooccurrence,False,1567.0,1567,0.03134,1407,0.8978940650925336,0.50716,1.7704354939122435,obstruction,tower_load
edge_679f0b36b0af171b89,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurrence:context_value:weather_clear:8bab34b7cb82,context_cooccurs,context_cooccurrence,False,5690.0,5690,0.1138,4360,0.7662565905096661,0.50716,1.5108774164162513,obstruction,weather
edge_0b247e42d10789a2db,context_cooccurrence:context_value:radio_band_n78:7ccd8ccc28c3,context_cooccurrence:context_value:time_bin_morning:7b7f4189c4b9,context_cooccurs,context_cooccurrence,False,3922.0,3922,0.07844,1920,0.4895461499235084,0.50716,0.9652696386219504,radio_band,time_bin
edge_f4d9ec002328ec6f33,context_cooccurrence:context_value:radio_band_n78:7ccd8ccc28c3,context_cooccurrence:context_value:tower_load_heavy:a49aed9efbc6,context_cooccurs,context_cooccurrence,False,3049.0,3049,0.06098,1858,0.6093801246310265,0.50716,1.2015539960387775,radio_band,tower_load
edge_aef18b02d2f9ba07c4,context_cooccurrence:context_value:radio_band_n78:7ccd8ccc28c3,context_cooccurrence:context_value:weather_clear:8bab34b7cb82,context_cooccurs,context_cooccurrence,False,10790.0,10790,0.2158,4572,0.423725671918443,0.50716,0.8354871675968983,radio_band,weather
edge_1c64da48cbe4f0b34d,context_cooccurrence:context_value:time_bin_morning:7b7f4189c4b9,context_cooccurrence:context_value:tower_load_heavy:a49aed9efbc6,context_cooccurs,context_cooccurrence,False,2563.0,2563,0.05126,1764,0.6882559500585251,0.50716,1.3570785354888497,time_bin,tower_load
edge_4f856fbcc96ca8026b,context_cooccurrence:context_value:time_bin_morning:7b7f4189c4b9,context_cooccurrence:context_value:weather_clear:8bab34b7cb82,context_cooccurs,context_cooccurrence,False,8847.0,8847,0.17694,4540,0.51316830564033,0.50716,1.0118469627737399,time_bin,weather
edge_a650a5596386e1c834,context_cooccurrence:context_value:application_browse:3d1bd585d2bd,context_cooccurrence:context_value:network_type_5g_sa:ca96e299bff5,context_cooccurs,context_cooccurrence,False,4456.0,4456,0.08912,1503,0.3372980251346499,0.50716,0.6650722161342572,application,network_type
edge_4a43ede09d7bd722f3,context_cooccurrence:context_value:application_browse:3d1bd585d2bd,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurs,context_cooccurrence,False,2003.0,2003,0.04006,1552,0.7748377433849226,0.50716,1.5277974276065196,application,obstruction
edge_cfb6516525bf3b73f8,context_cooccurrence:context_value:application_browse:3d1bd585d2bd,context_cooccurrence:context_value:radio_band_n78:7ccd8ccc28c3,context_cooccurs,context_cooccurrence,False,3792.0,3792,0.07584,1544,0.40717299578059074,0.50716,0.8028491911439993,application,radio_band
edge_b31fcf1748151fb5aa,context_cooccurrence:context_value:application_browse:3d1bd585d2bd,context_cooccurrence:context_value:time_bin_morning:7b7f4189c4b9,context_cooccurs,context_cooccurrence,False,3176.0,3176,0.06352,1550,0.4880352644836272,0.50716,0.9622905285977348,application,time_bin
edge_007106d65a711f1aca,context_cooccurrence:context_value:congestion_low:dc6f30abc825,context_cooccurrence:context_value:network_type_5g_sa:ca96e299bff5,context_cooccurs,context_cooccurrence,False,3319.0,3319,0.06638,878,0.26453751129858394,0.50716,0.5216056299759128,congestion,network_type
edge_f940522509021eb361,context_cooccurrence:context_value:congestion_low:dc6f30abc825,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurs,context_cooccurrence,False,1590.0,1590,0.0318,1018,0.640251572327044,0.50716,1.262425215567166,congestion,obstruction
edge_4e107350c8627765e4,context_cooccurrence:context_value:congestion_low:dc6f30abc825,context_cooccurrence:context_value:radio_band_n78:7ccd8ccc28c3,context_cooccurs,context_cooccurrence,False,2853.0,2853,0.05706,826,0.2895198037153873,0.50716,0.5708648231630793,congestion,radio_band
edge_8210300ac671140af1,context_cooccurrence:context_value:congestion_low:dc6f30abc825,context_cooccurrence:context_value:time_bin_morning:7b7f4189c4b9,context_cooccurs,context_cooccurrence,False,1571.0,1571,0.03142,507,0.3227243793761935,0.50716,0.6363364212007916,congestion,time_bin
edge_8421b8bdabcf49e8d3,context_cooccurrence:context_value:network_type_5g_sa:ca96e299bff5,context_cooccurrence:context_value:tower_load_light:a96b7363a32b,context_cooccurs,context_cooccurrence,False,9040.0,9040,0.1808,3124,0.3455752212389381,0.50716,0.6813928962042315,network_type,tower_load
edge_29db0e73e705c0a9fd,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurrence:context_value:tower_load_light:a96b7363a32b,context_cooccurs,context_cooccurrence,False,4064.0,4064,0.08128,2989,0.7354822834645669,0.50716,1.4501977353587956,obstruction,tower_load
edge_99bdc460ace4cf1530,context_cooccurrence:context_value:radio_band_n78:7ccd8ccc28c3,context_cooccurrence:context_value:tower_load_light:a96b7363a32b,context_cooccurs,context_cooccurrence,False,7740.0,7740,0.1548,3164,0.40878552971576226,0.50716,0.8060287280459071,radio_band,tower_load
edge_73d8a6bf97b66bff93,context_cooccurrence:context_value:time_bin_morning:7b7f4189c4b9,context_cooccurrence:context_value:tower_load_light:a96b7363a32b,context_cooccurs,context_cooccurrence,False,6363.0,6363,0.12726,3113,0.4892346377494892,0.50716,0.9646554100273862,time_bin,tower_load
edge_1c59e5138cafb8d284,context_cooccurrence:context_value:application_call:285b8de10ee6,context_cooccurrence:context_value:network_type_5g_sa:ca96e299bff5,context_cooccurs,context_cooccurrence,False,4461.0,4461,0.08922,860,0.19278188746917732,0.50716,0.38012045009302253,application,network_type
edge_7571473fb1d2d0a077,context_cooccurrence:context_value:application_call:285b8de10ee6,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurs,context_cooccurrence,False,1955.0,1955,0.0391,1299,0.6644501278772379,0.50716,1.3101390643529416,application,obstruction
edge_3a82ff3e85497454cc,context_cooccurrence:context_value:application_call:285b8de10ee6,context_cooccurrence:context_value:radio_band_n78:7ccd8ccc28c3,context_cooccurs,context_cooccurrence,False,3767.0,3767,0.07534,1186,0.314839394743828,0.50716,0.6207890897228251,application,radio_band
edge_37f66955ed2138324e,context_cooccurrence:context_value:application_call:285b8de10ee6,context_cooccurrence:context_value:time_bin_morning:7b7f4189c4b9,context_cooccurs,context_cooccurrence,False,3116.0,3116,0.06232,1318,0.42297817715019254,0.50716,0.8340132840724672,application,time_bin
edge_74945335d3c8955e05,context_cooccurrence:context_value:congestion_medium:1096e9812b9e,context_cooccurrence:context_value:network_type_5g_sa:ca96e299bff5,context_cooccurs,context_cooccurrence,False,7795.0,7795,0.1559,2534,0.32508017960230917,0.50716,0.6409815040663877,congestion,network_type
edge_998d9c1134796f7fbe,context_cooccurrence:context_value:congestion_medium:1096e9812b9e,context_cooccurrence:context_value:obstruction_high:2b69b79ceadf,context_cooccurs,context_cooccurrence,False,3389.0,3389,0.06778,2545,0.7509589849513131,0.50716,1.4807141433695736,congestion,obstruction
