feature_context,criterion,rule_id,tree_depth,leaf_node,weighted_sample_count,node_sample_count,predicted_class,degraded_rate_in_leaf,condition_count,rule_text,rule_text_interpretable,split_feature_names,threshold_units_note
reduced_context,entropy,reduced_context_entropy_leaf_19,4,19,7460.601582652067,7339,0,0.016345226539925532,4,Unclipped Signal Strength (dBm) > -0.1508 AND Congestion Level High ≤ 0.5 AND Network Type 4G ≤ 0.5 AND App Type Streaming ≤ 0.5,Unclipped Signal Strength (dBm) > -100.1 AND Congestion Level ≠ High AND Network Type ≠ 4G AND Application Type ≠ Streaming,signal_strength_unclipped_dbm|congestion_level|network_type|app_type,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,gini,reduced_context_gini_leaf_14,4,14,1629.5422136991435,1657,1,1.0,4,Unclipped Signal Strength (dBm) ≤ -0.1508 AND Signal Strength (dBm) > -0.5615 AND Congestion Level High > 0.5 AND Network Type 5G Sa ≤ 0.5,Unclipped Signal Strength (dBm) ≤ -100.1 AND Signal Strength (dBm) > -107.9 AND Congestion Level = High AND Network Type ≠ 5G SA,signal_strength_unclipped_dbm|signal_strength_dbm|congestion_level|network_type,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,gini,reduced_context_gini_leaf_4,4,4,7817.025329373609,7946,1,0.9895905284096684,4,Unclipped Signal Strength (dBm) ≤ -0.1508 AND Signal Strength (dBm) ≤ -0.5615 AND App Type Call ≤ 0.5 AND Data Usage (MB) ≤ -0.3939,Unclipped Signal Strength (dBm) ≤ -100.1 AND Signal Strength (dBm) ≤ -107.9 AND Application Type ≠ Call AND Data Usage (MB) ≤ 12.44,signal_strength_unclipped_dbm|signal_strength_dbm|app_type|data_usage_mb,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,gini,reduced_context_gini_leaf_7,4,7,1869.1662983683113,1896,1,0.925993275521454,4,Unclipped Signal Strength (dBm) ≤ -0.1508 AND Signal Strength (dBm) ≤ -0.5615 AND App Type Call > 0.5 AND Data Usage (MB) ≤ -0.5262,Unclipped Signal Strength (dBm) ≤ -100.1 AND Signal Strength (dBm) ≤ -107.9 AND Application Type = Call AND Data Usage (MB) ≤ 2.495,signal_strength_unclipped_dbm|signal_strength_dbm|app_type|data_usage_mb,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,gini,reduced_context_gini_leaf_26,4,26,1980.6646052463384,2009,1,0.9245104892941751,4,Unclipped Signal Strength (dBm) > -0.1508 AND Congestion Level High > 0.5 AND Unclipped Signal Strength (dBm) ≤ 0.3394 AND Network Type 5G Sa ≤ 0.5,Unclipped Signal Strength (dBm) > -100.1 AND Congestion Level = High AND Unclipped Signal Strength (dBm) ≤ -90.58 AND Network Type ≠ 5G SA,signal_strength_unclipped_dbm|congestion_level|signal_strength_unclipped_dbm|network_type,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,gini,reduced_context_gini_leaf_12,4,12,1009.0423898379431,1022,1,0.8810531864051566,4,Unclipped Signal Strength (dBm) ≤ -0.1508 AND Signal Strength (dBm) > -0.5615 AND Congestion Level High ≤ 0.5 AND Network Type 4G > 0.5,Unclipped Signal Strength (dBm) ≤ -100.1 AND Signal Strength (dBm) > -107.9 AND Congestion Level ≠ High AND Network Type = 4G,signal_strength_unclipped_dbm|signal_strength_dbm|congestion_level|network_type,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,gini,reduced_context_gini_leaf_5,4,5,1038.0220678205603,1049,1,0.8138224842970567,4,Unclipped Signal Strength (dBm) ≤ -0.1508 AND Signal Strength (dBm) ≤ -0.5615 AND App Type Call ≤ 0.5 AND Data Usage (MB) > -0.3939,Unclipped Signal Strength (dBm) ≤ -100.1 AND Signal Strength (dBm) ≤ -107.9 AND Application Type ≠ Call AND Data Usage (MB) > 12.44,signal_strength_unclipped_dbm|signal_strength_dbm|app_type|data_usage_mb,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,gini,reduced_context_gini_leaf_15,4,15,880.2513231563038,886,1,0.6937899757886734,4,Unclipped Signal Strength (dBm) ≤ -0.1508 AND Signal Strength (dBm) > -0.5615 AND Congestion Level High > 0.5 AND Network Type 5G Sa > 0.5,Unclipped Signal Strength (dBm) ≤ -100.1 AND Signal Strength (dBm) > -107.9 AND Congestion Level = High AND Network Type = 5G SA,signal_strength_unclipped_dbm|signal_strength_dbm|congestion_level|network_type,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,gini,reduced_context_gini_leaf_22,4,22,1057.4137235479286,1062,1,0.6287020267927699,4,Unclipped Signal Strength (dBm) > -0.1508 AND Congestion Level High ≤ 0.5 AND Network Type 4G > 0.5 AND Signal Strength (dBm) ≤ 0.2706,Unclipped Signal Strength (dBm) > -100.1 AND Congestion Level ≠ High AND Network Type = 4G AND Signal Strength (dBm) ≤ -92.1,signal_strength_unclipped_dbm|congestion_level|network_type|signal_strength_dbm,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,gini,reduced_context_gini_leaf_30,4,30,1280.2579440361153,1285,1,0.609910528168944,4,Unclipped Signal Strength (dBm) > -0.1508 AND Congestion Level High > 0.5 AND Unclipped Signal Strength (dBm) > 0.3394 AND Network Type 4G > 0.5,Unclipped Signal Strength (dBm) > -100.1 AND Congestion Level = High AND Unclipped Signal Strength (dBm) > -90.58 AND Network Type = 4G,signal_strength_unclipped_dbm|congestion_level|signal_strength_unclipped_dbm|network_type,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,gini,reduced_context_gini_leaf_8,4,8,1008.7362029045702,1010,1,0.537176615038246,4,Unclipped Signal Strength (dBm) ≤ -0.1508 AND Signal Strength (dBm) ≤ -0.5615 AND App Type Call > 0.5 AND Data Usage (MB) > -0.5262,Unclipped Signal Strength (dBm) ≤ -100.1 AND Signal Strength (dBm) ≤ -107.9 AND Application Type = Call AND Data Usage (MB) > 2.495,signal_strength_unclipped_dbm|signal_strength_dbm|app_type|data_usage_mb,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,gini,reduced_context_gini_leaf_11,4,11,2967.8786975394037,2953,0,0.3512390757773218,4,Unclipped Signal Strength (dBm) ≤ -0.1508 AND Signal Strength (dBm) > -0.5615 AND Congestion Level High ≤ 0.5 AND Network Type 4G ≤ 0.5,Unclipped Signal Strength (dBm) ≤ -100.1 AND Signal Strength (dBm) > -107.9 AND Congestion Level ≠ High AND Network Type ≠ 4G,signal_strength_unclipped_dbm|signal_strength_dbm|congestion_level|network_type,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,gini,reduced_context_gini_leaf_27,4,27,1084.7051221900485,1077,0,0.2892158560173275,4,Unclipped Signal Strength (dBm) > -0.1508 AND Congestion Level High > 0.5 AND Unclipped Signal Strength (dBm) ≤ 0.3394 AND Network Type 5G Sa > 0.5,Unclipped Signal Strength (dBm) > -100.1 AND Congestion Level = High AND Unclipped Signal Strength (dBm) ≤ -90.58 AND Network Type = 5G SA,signal_strength_unclipped_dbm|congestion_level|signal_strength_unclipped_dbm|network_type,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,gini,reduced_context_gini_leaf_20,4,20,2505.2214887481045,2476,0,0.15388030761463498,4,Unclipped Signal Strength (dBm) > -0.1508 AND Congestion Level High ≤ 0.5 AND Network Type 4G ≤ 0.5 AND App Type Streaming > 0.5,Unclipped Signal Strength (dBm) > -100.1 AND Congestion Level ≠ High AND Network Type ≠ 4G AND Application Type = Streaming,signal_strength_unclipped_dbm|congestion_level|network_type|app_type,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,gini,reduced_context_gini_leaf_29,4,29,3973.7353328698064,3926,0,0.14353974245276374,4,Unclipped Signal Strength (dBm) > -0.1508 AND Congestion Level High > 0.5 AND Unclipped Signal Strength (dBm) > 0.3394 AND Network Type 4G ≤ 0.5,Unclipped Signal Strength (dBm) > -100.1 AND Congestion Level = High AND Unclipped Signal Strength (dBm) > -90.58 AND Network Type ≠ 4G,signal_strength_unclipped_dbm|congestion_level|signal_strength_unclipped_dbm|network_type,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,gini,reduced_context_gini_leaf_23,4,23,2437.7356780080195,2407,0,0.1258667700049895,4,Unclipped Signal Strength (dBm) > -0.1508 AND Congestion Level High ≤ 0.5 AND Network Type 4G > 0.5 AND Signal Strength (dBm) > 0.2706,Unclipped Signal Strength (dBm) > -100.1 AND Congestion Level ≠ High AND Network Type = 4G AND Signal Strength (dBm) > -92.1,signal_strength_unclipped_dbm|congestion_level|network_type|signal_strength_dbm,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
reduced_context,gini,reduced_context_gini_leaf_19,4,19,7460.601582652067,7339,0,0.016345226539925532,4,Unclipped Signal Strength (dBm) > -0.1508 AND Congestion Level High ≤ 0.5 AND Network Type 4G ≤ 0.5 AND App Type Streaming ≤ 0.5,Unclipped Signal Strength (dBm) > -100.1 AND Congestion Level ≠ High AND Network Type ≠ 4G AND Application Type ≠ Streaming,signal_strength_unclipped_dbm|congestion_level|network_type|app_type,rule_text uses transformed model inputs; rule_text_interpretable maps numeric thresholds back to the training-set original scale where possible
