algorithm,support,itemsets,item_count,itemset_text
apriori,0.08654,infrastructure_profile=Nominal;network_type=5G_NSA;offered_downlink_mbps=offered_very_high,3,infrastructure_profile=Nominal;network_type=5G_NSA;offered_downlink_mbps=offered_very_high
apriori,0.0865,app_type=Streaming;service_degraded=0,2,app_type=Streaming;service_degraded=0
apriori,0.08648,infrastructure_profile=Nominal;latency_ms=latency_moderate;time_of_day=evening,3,infrastructure_profile=Nominal;latency_ms=latency_moderate;time_of_day=evening
apriori,0.08646,band=LTE_Anchor;latency_ms=latency_moderate;network_type=4G,3,band=LTE_Anchor;latency_ms=latency_moderate;network_type=4G
apriori,0.08646,band=LTE_Anchor;latency_ms=latency_moderate,2,band=LTE_Anchor;latency_ms=latency_moderate
apriori,0.08646,latency_ms=latency_moderate;network_type=4G,2,latency_ms=latency_moderate;network_type=4G
apriori,0.08644,infrastructure_profile=Nominal;jitter_ms=jitter_moderate;time_of_day=morning,3,infrastructure_profile=Nominal;jitter_ms=jitter_moderate;time_of_day=morning
apriori,0.0864,infrastructure_profile=Nominal;movement_speed=Walking;time_of_day=afternoon,3,infrastructure_profile=Nominal;movement_speed=Walking;time_of_day=afternoon
apriori,0.0864,latency_ms=latency_moderate;service_degraded=0;time_of_day=afternoon,3,latency_ms=latency_moderate;service_degraded=0;time_of_day=afternoon
apriori,0.08638,obstruction_level=Medium;tower_load=Moderate;weather=Clear,3,obstruction_level=Medium;tower_load=Moderate;weather=Clear
apriori,0.08636,jitter_ms=jitter_low;latency_ms=latency_low;tower_load=Light,3,jitter_ms=jitter_low;latency_ms=latency_low;tower_load=Light
apriori,0.08636,jitter_ms=jitter_low;network_type=5G_SA;signal_strength_dbm=signal_strong,3,jitter_ms=jitter_low;network_type=5G_SA;signal_strength_dbm=signal_strong
apriori,0.08636,jitter_ms=jitter_low;time_of_day=afternoon;tower_load=Light,3,jitter_ms=jitter_low;time_of_day=afternoon;tower_load=Light
apriori,0.08636,latency_ms=latency_low;tower_load=Light,2,latency_ms=latency_low;tower_load=Light
apriori,0.08632,congestion_level=High;downlink_shortfall_fraction=shortfall_extreme;tower_load=Heavy,3,congestion_level=High;downlink_shortfall_fraction=shortfall_extreme;tower_load=Heavy
apriori,0.08632,downlink_shortfall_fraction=shortfall_extreme;service_degraded=1;tower_load=Heavy,3,downlink_shortfall_fraction=shortfall_extreme;service_degraded=1;tower_load=Heavy
apriori,0.08632,downlink_shortfall_fraction=shortfall_extreme;tower_load=Heavy,2,downlink_shortfall_fraction=shortfall_extreme;tower_load=Heavy
apriori,0.0863,congestion_level=High;infrastructure_profile=Nominal;signal_strength_dbm=signal_weak,3,congestion_level=High;infrastructure_profile=Nominal;signal_strength_dbm=signal_weak
apriori,0.0863,downlink_shortfall_fraction=shortfall_extreme;service_degraded=1;time_of_day=evening,3,downlink_shortfall_fraction=shortfall_extreme;service_degraded=1;time_of_day=evening
apriori,0.0863,downlink_shortfall_fraction=shortfall_extreme;time_of_day=evening,2,downlink_shortfall_fraction=shortfall_extreme;time_of_day=evening
apriori,0.08628,app_type=Browse;infrastructure_profile=Nominal;movement_speed=Walking,3,app_type=Browse;infrastructure_profile=Nominal;movement_speed=Walking
apriori,0.08628,app_type=Call;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low,3,app_type=Call;congestion_level=Medium;downlink_shortfall_fraction=shortfall_low
apriori,0.08628,jitter_ms=jitter_low;network_type=5G_NSA;obstruction_level=Medium,3,jitter_ms=jitter_low;network_type=5G_NSA;obstruction_level=Medium
apriori,0.08622,congestion_level=High;infrastructure_profile=Nominal;tower_load=Light,3,congestion_level=High;infrastructure_profile=Nominal;tower_load=Light
apriori,0.08622,movement_speed=Walking;obstruction_level=Low;service_degraded=1,3,movement_speed=Walking;obstruction_level=Low;service_degraded=1
apriori,0.08618,latency_ms=latency_moderate;service_degraded=1;tower_load=Light,3,latency_ms=latency_moderate;service_degraded=1;tower_load=Light
apriori,0.08616,obstruction_level=Medium;service_degraded=0;signal_strength_dbm=signal_strong,3,obstruction_level=Medium;service_degraded=0;signal_strength_dbm=signal_strong
apriori,0.08614,service_degraded=0;time_of_day=morning;weather=Clear,3,service_degraded=0;time_of_day=morning;weather=Clear
apriori,0.08614,signal_strength_dbm=signal_very_weak;tower_load=Light,2,signal_strength_dbm=signal_very_weak;tower_load=Light
apriori,0.0861,signal_strength_dbm=signal_moderate;tower_load=Moderate,2,signal_strength_dbm=signal_moderate;tower_load=Moderate
apriori,0.08606,jitter_ms=jitter_low;network_type=5G_NSA;signal_strength_dbm=signal_strong,3,jitter_ms=jitter_low;network_type=5G_NSA;signal_strength_dbm=signal_strong
apriori,0.08606,latency_ms=latency_moderate;service_degraded=0;signal_strength_dbm=signal_strong,3,latency_ms=latency_moderate;service_degraded=0;signal_strength_dbm=signal_strong
apriori,0.08606,network_type=5G_SA;time_of_day=morning,2,network_type=5G_SA;time_of_day=morning
apriori,0.08602,app_type=Streaming;latency_ms=latency_moderate;offered_downlink_mbps=offered_very_high,3,app_type=Streaming;latency_ms=latency_moderate;offered_downlink_mbps=offered_very_high
apriori,0.08602,downlink_shortfall_fraction=shortfall_extreme;signal_strength_dbm=signal_very_weak;weather=Clear,3,downlink_shortfall_fraction=shortfall_extreme;signal_strength_dbm=signal_very_weak;weather=Clear
apriori,0.086,band=LTE_Anchor;infrastructure_profile=Nominal;obstruction_level=Medium,3,band=LTE_Anchor;infrastructure_profile=Nominal;obstruction_level=Medium
apriori,0.086,infrastructure_profile=Nominal;network_type=4G;obstruction_level=Medium,3,infrastructure_profile=Nominal;network_type=4G;obstruction_level=Medium
apriori,0.08598,network_type=5G_NSA;service_degraded=1;signal_strength_dbm=signal_weak,3,network_type=5G_NSA;service_degraded=1;signal_strength_dbm=signal_weak
apriori,0.08594,congestion_level=Medium;jitter_ms=jitter_moderate;movement_speed=Walking,3,congestion_level=Medium;jitter_ms=jitter_moderate;movement_speed=Walking
apriori,0.0859,latency_ms=latency_moderate;time_of_day=evening;weather=Clear,3,latency_ms=latency_moderate;time_of_day=evening;weather=Clear
apriori,0.08588,app_type=Gaming;jitter_ms=jitter_moderate;service_degraded=1,3,app_type=Gaming;jitter_ms=jitter_moderate;service_degraded=1
apriori,0.08586,congestion_level=Medium;obstruction_level=Medium;tower_load=Light,3,congestion_level=Medium;obstruction_level=Medium;tower_load=Light
apriori,0.08586,downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;time_of_day=afternoon,3,downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal;time_of_day=afternoon
apriori,0.0858,latency_ms=latency_moderate;time_of_day=morning;weather=Clear,3,latency_ms=latency_moderate;time_of_day=morning;weather=Clear
apriori,0.08578,jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Static,3,jitter_ms=jitter_low;latency_ms=latency_low;movement_speed=Static
apriori,0.08578,network_type=5G_SA;offered_downlink_mbps=offered_very_high;weather=Clear,3,network_type=5G_SA;offered_downlink_mbps=offered_very_high;weather=Clear
apriori,0.08578,latency_ms=latency_low;movement_speed=Static,2,latency_ms=latency_low;movement_speed=Static
apriori,0.08576,latency_ms=latency_low;obstruction_level=Low,2,latency_ms=latency_low;obstruction_level=Low
apriori,0.08574,jitter_ms=jitter_low;latency_ms=latency_low;obstruction_level=Low,3,jitter_ms=jitter_low;latency_ms=latency_low;obstruction_level=Low
apriori,0.08574,latency_ms=latency_high;obstruction_level=Medium;weather=Clear,3,latency_ms=latency_high;obstruction_level=Medium;weather=Clear
apriori,0.08572,infrastructure_profile=Nominal;service_degraded=1;time_of_day=night,3,infrastructure_profile=Nominal;service_degraded=1;time_of_day=night
apriori,0.08572,jitter_ms=jitter_low;obstruction_level=Low;tower_load=Moderate,3,jitter_ms=jitter_low;obstruction_level=Low;tower_load=Moderate
apriori,0.08572,signal_strength_dbm=signal_weak;tower_load=Moderate,2,signal_strength_dbm=signal_weak;tower_load=Moderate
apriori,0.0857,app_type=Call;jitter_ms=jitter_low;movement_speed=Static,3,app_type=Call;jitter_ms=jitter_low;movement_speed=Static
apriori,0.0857,downlink_shortfall_fraction=shortfall_extreme;jitter_ms=jitter_moderate;tower_load=Light,3,downlink_shortfall_fraction=shortfall_extreme;jitter_ms=jitter_moderate;tower_load=Light
apriori,0.08566,congestion_level=Low;time_of_day=night;tower_load=Light,3,congestion_level=Low;time_of_day=night;tower_load=Light
apriori,0.08566,congestion_level=Low;time_of_day=night,2,congestion_level=Low;time_of_day=night
apriori,0.08564,movement_speed=Static;time_of_day=night;weather=Clear,3,movement_speed=Static;time_of_day=night;weather=Clear
apriori,0.08558,infrastructure_profile=Nominal;service_degraded=0;time_of_day=morning,3,infrastructure_profile=Nominal;service_degraded=0;time_of_day=morning
apriori,0.08558,obstruction_level=High;signal_strength_dbm=signal_very_weak,2,obstruction_level=High;signal_strength_dbm=signal_very_weak
apriori,0.08556,app_type=Call;infrastructure_profile=Nominal;movement_speed=Walking,3,app_type=Call;infrastructure_profile=Nominal;movement_speed=Walking
apriori,0.08552,jitter_ms=jitter_moderate;offered_downlink_mbps=offered_high;weather=Clear,3,jitter_ms=jitter_moderate;offered_downlink_mbps=offered_high;weather=Clear
apriori,0.0855,congestion_level=Medium;infrastructure_profile=Nominal;offered_downlink_mbps=offered_very_high,3,congestion_level=Medium;infrastructure_profile=Nominal;offered_downlink_mbps=offered_very_high
apriori,0.0855,infrastructure_profile=Nominal;network_type=5G_NSA;signal_strength_dbm=signal_weak,3,infrastructure_profile=Nominal;network_type=5G_NSA;signal_strength_dbm=signal_weak
apriori,0.0855,offered_downlink_mbps=offered_moderate;tower_load=Light;weather=Clear,3,offered_downlink_mbps=offered_moderate;tower_load=Light;weather=Clear
apriori,0.08544,jitter_ms=jitter_low;obstruction_level=Low;offered_downlink_mbps=offered_high,3,jitter_ms=jitter_low;obstruction_level=Low;offered_downlink_mbps=offered_high
apriori,0.0854,latency_ms=latency_moderate;service_degraded=0;time_of_day=morning,3,latency_ms=latency_moderate;service_degraded=0;time_of_day=morning
apriori,0.08536,movement_speed=Walking;service_degraded=1;signal_strength_dbm=signal_very_weak,3,movement_speed=Walking;service_degraded=1;signal_strength_dbm=signal_very_weak
apriori,0.08534,congestion_level=Medium;movement_speed=Static;network_type=5G_NSA,3,congestion_level=Medium;movement_speed=Static;network_type=5G_NSA
apriori,0.08532,app_type=Streaming;infrastructure_profile=Nominal;movement_speed=Walking,3,app_type=Streaming;infrastructure_profile=Nominal;movement_speed=Walking
apriori,0.08532,band=n28;infrastructure_profile=Nominal;jitter_ms=jitter_low,3,band=n28;infrastructure_profile=Nominal;jitter_ms=jitter_low
apriori,0.08526,infrastructure_profile=Nominal;movement_speed=Walking;offered_downlink_mbps=offered_moderate,3,infrastructure_profile=Nominal;movement_speed=Walking;offered_downlink_mbps=offered_moderate
apriori,0.08516,service_degraded=0;time_of_day=evening;weather=Clear,3,service_degraded=0;time_of_day=evening;weather=Clear
apriori,0.08512,downlink_shortfall_fraction=shortfall_low;time_of_day=afternoon;weather=Clear,3,downlink_shortfall_fraction=shortfall_low;time_of_day=afternoon;weather=Clear
apriori,0.08512,latency_ms=latency_moderate;offered_downlink_mbps=offered_moderate;weather=Clear,3,latency_ms=latency_moderate;offered_downlink_mbps=offered_moderate;weather=Clear
apriori,0.08504,congestion_level=High;obstruction_level=Medium;tower_load=Heavy,3,congestion_level=High;obstruction_level=Medium;tower_load=Heavy
apriori,0.08504,obstruction_level=Medium;tower_load=Heavy,2,obstruction_level=Medium;tower_load=Heavy
apriori,0.08502,jitter_ms=jitter_low;signal_strength_dbm=signal_weak;weather=Clear,3,jitter_ms=jitter_low;signal_strength_dbm=signal_weak;weather=Clear
apriori,0.08502,jitter_ms=jitter_moderate;latency_ms=latency_high;tower_load=Heavy,3,jitter_ms=jitter_moderate;latency_ms=latency_high;tower_load=Heavy
apriori,0.08502,latency_ms=latency_low;network_type=5G_SA,2,latency_ms=latency_low;network_type=5G_SA
apriori,0.085,band=n78;obstruction_level=Medium;weather=Clear,3,band=n78;obstruction_level=Medium;weather=Clear
apriori,0.085,jitter_ms=jitter_low;latency_ms=latency_low;network_type=5G_SA,3,jitter_ms=jitter_low;latency_ms=latency_low;network_type=5G_SA
apriori,0.08498,band=LTE_Anchor;downlink_shortfall_fraction=shortfall_low;network_type=4G,3,band=LTE_Anchor;downlink_shortfall_fraction=shortfall_low;network_type=4G
apriori,0.08498,band=LTE_Anchor;downlink_shortfall_fraction=shortfall_low,2,band=LTE_Anchor;downlink_shortfall_fraction=shortfall_low
apriori,0.08498,downlink_shortfall_fraction=shortfall_low;network_type=4G,2,downlink_shortfall_fraction=shortfall_low;network_type=4G
apriori,0.08496,downlink_shortfall_fraction=shortfall_extreme;service_degraded=1;time_of_day=afternoon,3,downlink_shortfall_fraction=shortfall_extreme;service_degraded=1;time_of_day=afternoon
apriori,0.08496,downlink_shortfall_fraction=shortfall_extreme;time_of_day=afternoon,2,downlink_shortfall_fraction=shortfall_extreme;time_of_day=afternoon
apriori,0.08494,app_type=Gaming;jitter_ms=jitter_low;tower_load=Light,3,app_type=Gaming;jitter_ms=jitter_low;tower_load=Light
apriori,0.08494,latency_ms=latency_moderate;movement_speed=Static;offered_downlink_mbps=offered_high,3,latency_ms=latency_moderate;movement_speed=Static;offered_downlink_mbps=offered_high
apriori,0.0849,congestion_level=Medium;infrastructure_profile=Nominal;time_of_day=afternoon,3,congestion_level=Medium;infrastructure_profile=Nominal;time_of_day=afternoon
apriori,0.0849,downlink_shortfall_fraction=shortfall_extreme;latency_ms=latency_high;signal_strength_dbm=signal_very_weak,3,downlink_shortfall_fraction=shortfall_extreme;latency_ms=latency_high;signal_strength_dbm=signal_very_weak
apriori,0.08486,band=n28;infrastructure_profile=Nominal;service_degraded=0,3,band=n28;infrastructure_profile=Nominal;service_degraded=0
apriori,0.08478,app_type=Call;service_degraded=0;tower_load=Light,3,app_type=Call;service_degraded=0;tower_load=Light
apriori,0.0847,obstruction_level=Low;offered_downlink_mbps=offered_high;service_degraded=0,3,obstruction_level=Low;offered_downlink_mbps=offered_high;service_degraded=0
apriori,0.08464,app_type=Call;downlink_shortfall_fraction=shortfall_low;movement_speed=Walking,3,app_type=Call;downlink_shortfall_fraction=shortfall_low;movement_speed=Walking
apriori,0.08464,congestion_level=High;latency_ms=latency_high;movement_speed=Walking,3,congestion_level=High;latency_ms=latency_high;movement_speed=Walking
apriori,0.08448,app_type=Call;jitter_ms=jitter_low;tower_load=Light,3,app_type=Call;jitter_ms=jitter_low;tower_load=Light
apriori,0.08444,app_type=Gaming;infrastructure_profile=Nominal;movement_speed=Walking,3,app_type=Gaming;infrastructure_profile=Nominal;movement_speed=Walking
apriori,0.08444,congestion_level=High;infrastructure_profile=Nominal;time_of_day=morning,3,congestion_level=High;infrastructure_profile=Nominal;time_of_day=morning
apriori,0.08442,congestion_level=Medium;downlink_shortfall_fraction=shortfall_extreme;weather=Clear,3,congestion_level=Medium;downlink_shortfall_fraction=shortfall_extreme;weather=Clear
apriori,0.08438,app_type=Browse;jitter_ms=jitter_low;movement_speed=Static,3,app_type=Browse;jitter_ms=jitter_low;movement_speed=Static
apriori,0.08438,movement_speed=Static;offered_downlink_mbps=offered_very_high;service_degraded=1,3,movement_speed=Static;offered_downlink_mbps=offered_very_high;service_degraded=1
apriori,0.08436,jitter_ms=jitter_low;movement_speed=Walking;obstruction_level=Medium,3,jitter_ms=jitter_low;movement_speed=Walking;obstruction_level=Medium
apriori,0.08432,congestion_level=Medium;weather=Rainy,2,congestion_level=Medium;weather=Rainy
apriori,0.08424,band=n78;infrastructure_profile=Nominal;jitter_ms=jitter_moderate,3,band=n78;infrastructure_profile=Nominal;jitter_ms=jitter_moderate
apriori,0.08424,congestion_level=Low;latency_ms=latency_moderate;weather=Clear,3,congestion_level=Low;latency_ms=latency_moderate;weather=Clear
apriori,0.08424,congestion_level=Medium;infrastructure_profile=Moderately_Degraded,2,congestion_level=Medium;infrastructure_profile=Moderately_Degraded
apriori,0.08418,congestion_level=Medium;movement_speed=Static;service_degraded=1,3,congestion_level=Medium;movement_speed=Static;service_degraded=1
apriori,0.0841,congestion_level=High;infrastructure_profile=Nominal;signal_strength_dbm=signal_moderate,3,congestion_level=High;infrastructure_profile=Nominal;signal_strength_dbm=signal_moderate
apriori,0.08408,downlink_shortfall_fraction=shortfall_low;weather=Rainy,2,downlink_shortfall_fraction=shortfall_low;weather=Rainy
apriori,0.08398,app_type=Call;movement_speed=Static;service_degraded=0,3,app_type=Call;movement_speed=Static;service_degraded=0
apriori,0.08398,congestion_level=Medium;service_degraded=1;signal_strength_dbm=signal_weak,3,congestion_level=Medium;service_degraded=1;signal_strength_dbm=signal_weak
apriori,0.08398,movement_speed=Static;service_degraded=0;tower_load=Moderate,3,movement_speed=Static;service_degraded=0;tower_load=Moderate
apriori,0.0839,latency_ms=latency_high;service_degraded=1;time_of_day=evening,3,latency_ms=latency_high;service_degraded=1;time_of_day=evening
apriori,0.0839,latency_ms=latency_high;time_of_day=evening,2,latency_ms=latency_high;time_of_day=evening
apriori,0.0839,latency_ms=latency_moderate;offered_downlink_mbps=offered_low,2,latency_ms=latency_moderate;offered_downlink_mbps=offered_low
apriori,0.08388,band=LTE_Anchor;movement_speed=Walking;service_degraded=1,3,band=LTE_Anchor;movement_speed=Walking;service_degraded=1
apriori,0.08388,movement_speed=Walking;network_type=4G;service_degraded=1,3,movement_speed=Walking;network_type=4G;service_degraded=1
apriori,0.08386,latency_ms=latency_low;service_degraded=0;tower_load=Light,3,latency_ms=latency_low;service_degraded=0;tower_load=Light
apriori,0.0838,band=n78;jitter_ms=jitter_low;network_type=5G_NSA,3,band=n78;jitter_ms=jitter_low;network_type=5G_NSA
apriori,0.0838,downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;service_degraded=0,3,downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Moderately_Degraded;service_degraded=0
apriori,0.08372,app_type=Browse;jitter_ms=jitter_low;tower_load=Light,3,app_type=Browse;jitter_ms=jitter_low;tower_load=Light
apriori,0.0837,band=n28;jitter_ms=jitter_low;weather=Clear,3,band=n28;jitter_ms=jitter_low;weather=Clear
apriori,0.08368,downlink_shortfall_fraction=shortfall_low;jitter_ms=jitter_low;time_of_day=morning,3,downlink_shortfall_fraction=shortfall_low;jitter_ms=jitter_low;time_of_day=morning
apriori,0.08368,infrastructure_profile=Nominal;jitter_ms=jitter_moderate;latency_ms=latency_moderate,3,infrastructure_profile=Nominal;jitter_ms=jitter_moderate;latency_ms=latency_moderate
apriori,0.08366,congestion_level=High;movement_speed=Static;obstruction_level=Medium,3,congestion_level=High;movement_speed=Static;obstruction_level=Medium
apriori,0.08366,infrastructure_profile=Nominal;network_type=5G_NSA;signal_strength_dbm=signal_moderate,3,infrastructure_profile=Nominal;network_type=5G_NSA;signal_strength_dbm=signal_moderate
apriori,0.08364,jitter_ms=jitter_low;latency_ms=latency_moderate;time_of_day=evening,3,jitter_ms=jitter_low;latency_ms=latency_moderate;time_of_day=evening
apriori,0.08362,congestion_level=High;obstruction_level=Low;tower_load=Heavy,3,congestion_level=High;obstruction_level=Low;tower_load=Heavy
apriori,0.08362,obstruction_level=Low;tower_load=Heavy,2,obstruction_level=Low;tower_load=Heavy
apriori,0.08358,congestion_level=High;jitter_ms=jitter_moderate;signal_strength_dbm=signal_moderate,3,congestion_level=High;jitter_ms=jitter_moderate;signal_strength_dbm=signal_moderate
apriori,0.08352,network_type=5G_NSA;signal_strength_dbm=signal_moderate;weather=Clear,3,network_type=5G_NSA;signal_strength_dbm=signal_moderate;weather=Clear
apriori,0.0835,infrastructure_profile=Nominal;obstruction_level=Low;offered_downlink_mbps=offered_very_high,3,infrastructure_profile=Nominal;obstruction_level=Low;offered_downlink_mbps=offered_very_high
apriori,0.08348,congestion_level=High;signal_strength_dbm=signal_moderate;weather=Clear,3,congestion_level=High;signal_strength_dbm=signal_moderate;weather=Clear
apriori,0.08346,congestion_level=High;offered_downlink_mbps=offered_high;weather=Clear,3,congestion_level=High;offered_downlink_mbps=offered_high;weather=Clear
apriori,0.08346,jitter_ms=jitter_low;signal_strength_dbm=signal_weak;tower_load=Light,3,jitter_ms=jitter_low;signal_strength_dbm=signal_weak;tower_load=Light
apriori,0.08344,band=LTE_Anchor;downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Nominal,3,band=LTE_Anchor;downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Nominal
apriori,0.08344,band=n28;service_degraded=0;weather=Clear,3,band=n28;service_degraded=0;weather=Clear
apriori,0.08344,downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Nominal;network_type=4G,3,downlink_shortfall_fraction=shortfall_extreme;infrastructure_profile=Nominal;network_type=4G
apriori,0.08334,movement_speed=Walking;network_type=5G_SA;tower_load=Light,3,movement_speed=Walking;network_type=5G_SA;tower_load=Light
apriori,0.08334,movement_speed=Walking;offered_downlink_mbps=offered_very_high;weather=Clear,3,movement_speed=Walking;offered_downlink_mbps=offered_very_high;weather=Clear
apriori,0.08328,downlink_shortfall_fraction=shortfall_extreme;network_type=5G_NSA;weather=Clear,3,downlink_shortfall_fraction=shortfall_extreme;network_type=5G_NSA;weather=Clear
apriori,0.08328,jitter_ms=jitter_moderate;latency_ms=latency_high;offered_downlink_mbps=offered_high,3,jitter_ms=jitter_moderate;latency_ms=latency_high;offered_downlink_mbps=offered_high
apriori,0.08326,infrastructure_profile=Nominal;service_degraded=1;weather=Rainy,3,infrastructure_profile=Nominal;service_degraded=1;weather=Rainy
apriori,0.0832,congestion_level=Medium;infrastructure_profile=Nominal;time_of_day=morning,3,congestion_level=Medium;infrastructure_profile=Nominal;time_of_day=morning
apriori,0.0832,infrastructure_profile=Nominal;service_degraded=0;time_of_day=evening,3,infrastructure_profile=Nominal;service_degraded=0;time_of_day=evening
apriori,0.0832,obstruction_level=Low;weather=Rainy,2,obstruction_level=Low;weather=Rainy
apriori,0.08308,downlink_shortfall_fraction=shortfall_extreme;jitter_ms=jitter_moderate;offered_downlink_mbps=offered_very_high,3,downlink_shortfall_fraction=shortfall_extreme;jitter_ms=jitter_moderate;offered_downlink_mbps=offered_very_high
apriori,0.08308,latency_ms=latency_moderate;network_type=5G_SA;service_degraded=1,3,latency_ms=latency_moderate;network_type=5G_SA;service_degraded=1
apriori,0.08304,latency_ms=latency_moderate;movement_speed=Static;tower_load=Moderate,3,latency_ms=latency_moderate;movement_speed=Static;tower_load=Moderate
apriori,0.08302,infrastructure_profile=Nominal;jitter_ms=jitter_moderate;signal_strength_dbm=signal_moderate,3,infrastructure_profile=Nominal;jitter_ms=jitter_moderate;signal_strength_dbm=signal_moderate
apriori,0.08298,jitter_ms=jitter_moderate;movement_speed=Walking;signal_strength_dbm=signal_weak,3,jitter_ms=jitter_moderate;movement_speed=Walking;signal_strength_dbm=signal_weak
apriori,0.08296,app_type=Gaming;latency_ms=latency_moderate;service_degraded=0,3,app_type=Gaming;latency_ms=latency_moderate;service_degraded=0
apriori,0.08296,app_type=Streaming;congestion_level=Medium;infrastructure_profile=Nominal,3,app_type=Streaming;congestion_level=Medium;infrastructure_profile=Nominal
apriori,0.0829,latency_ms=latency_moderate;service_degraded=0;time_of_day=evening,3,latency_ms=latency_moderate;service_degraded=0;time_of_day=evening
apriori,0.08288,congestion_level=Medium;jitter_ms=jitter_low;offered_downlink_mbps=offered_very_high,3,congestion_level=Medium;jitter_ms=jitter_low;offered_downlink_mbps=offered_very_high
apriori,0.08286,infrastructure_profile=Nominal;latency_ms=latency_low;weather=Clear,3,infrastructure_profile=Nominal;latency_ms=latency_low;weather=Clear
apriori,0.08286,jitter_ms=jitter_moderate;movement_speed=Walking;obstruction_level=Low,3,jitter_ms=jitter_moderate;movement_speed=Walking;obstruction_level=Low
apriori,0.08284,network_type=5G_SA;service_degraded=0;signal_strength_dbm=signal_strong,3,network_type=5G_SA;service_degraded=0;signal_strength_dbm=signal_strong
apriori,0.08282,infrastructure_profile=Nominal;jitter_ms=jitter_low;weather=Rainy,3,infrastructure_profile=Nominal;jitter_ms=jitter_low;weather=Rainy
apriori,0.0828,band=LTE_Anchor;congestion_level=Medium;infrastructure_profile=Nominal,3,band=LTE_Anchor;congestion_level=Medium;infrastructure_profile=Nominal
apriori,0.0828,congestion_level=Medium;infrastructure_profile=Nominal;network_type=4G,3,congestion_level=Medium;infrastructure_profile=Nominal;network_type=4G
apriori,0.08278,app_type=Streaming;movement_speed=Static;offered_downlink_mbps=offered_very_high,3,app_type=Streaming;movement_speed=Static;offered_downlink_mbps=offered_very_high
apriori,0.08278,band=n78;network_type=5G_NSA;service_degraded=1,3,band=n78;network_type=5G_NSA;service_degraded=1
apriori,0.08278,jitter_ms=jitter_moderate;signal_strength_dbm=signal_moderate;weather=Clear,3,jitter_ms=jitter_moderate;signal_strength_dbm=signal_moderate;weather=Clear
apriori,0.08274,infrastructure_profile=Nominal;jitter_ms=jitter_moderate;time_of_day=evening,3,infrastructure_profile=Nominal;jitter_ms=jitter_moderate;time_of_day=evening
apriori,0.0827,obstruction_level=High;service_degraded=1;signal_strength_dbm=signal_very_weak,3,obstruction_level=High;service_degraded=1;signal_strength_dbm=signal_very_weak
apriori,0.08262,app_type=Browse;downlink_shortfall_fraction=shortfall_low;latency_ms=latency_moderate,3,app_type=Browse;downlink_shortfall_fraction=shortfall_low;latency_ms=latency_moderate
apriori,0.08254,infrastructure_profile=Nominal;obstruction_level=Low;time_of_day=afternoon,3,infrastructure_profile=Nominal;obstruction_level=Low;time_of_day=afternoon
apriori,0.08252,latency_ms=latency_high;tower_load=Light;weather=Clear,3,latency_ms=latency_high;tower_load=Light;weather=Clear
apriori,0.0824,band=LTE_Anchor;latency_ms=latency_high;weather=Clear,3,band=LTE_Anchor;latency_ms=latency_high;weather=Clear
apriori,0.0824,jitter_ms=jitter_low;movement_speed=Static;time_of_day=morning,3,jitter_ms=jitter_low;movement_speed=Static;time_of_day=morning
apriori,0.0824,latency_ms=latency_high;network_type=4G;weather=Clear,3,latency_ms=latency_high;network_type=4G;weather=Clear
apriori,0.0824,movement_speed=Walking;time_of_day=night;weather=Clear,3,movement_speed=Walking;time_of_day=night;weather=Clear
apriori,0.0822,app_type=Call;offered_downlink_mbps=offered_low;tower_load=Light,3,app_type=Call;offered_downlink_mbps=offered_low;tower_load=Light
apriori,0.08218,band=n78;congestion_level=Medium;service_degraded=0,3,band=n78;congestion_level=Medium;service_degraded=0
apriori,0.08216,band=LTE_Anchor;network_type=4G;offered_downlink_mbps=offered_moderate,3,band=LTE_Anchor;network_type=4G;offered_downlink_mbps=offered_moderate
apriori,0.08216,band=LTE_Anchor;offered_downlink_mbps=offered_moderate,2,band=LTE_Anchor;offered_downlink_mbps=offered_moderate
apriori,0.08216,network_type=4G;offered_downlink_mbps=offered_moderate,2,network_type=4G;offered_downlink_mbps=offered_moderate
apriori,0.08208,congestion_level=Medium;network_type=5G_SA;tower_load=Moderate,3,congestion_level=Medium;network_type=5G_SA;tower_load=Moderate
apriori,0.08208,latency_ms=latency_low;movement_speed=Static;service_degraded=0,3,latency_ms=latency_low;movement_speed=Static;service_degraded=0
apriori,0.082,latency_ms=latency_low;obstruction_level=Low;service_degraded=0,3,latency_ms=latency_low;obstruction_level=Low;service_degraded=0
apriori,0.082,obstruction_level=Medium;weather=Rainy,2,obstruction_level=Medium;weather=Rainy
apriori,0.082,band=n260,1,band=n260
apriori,0.08198,congestion_level=Medium;signal_strength_dbm=signal_strong;weather=Clear,3,congestion_level=Medium;signal_strength_dbm=signal_strong;weather=Clear
